song_name,artist_names,genres,parent_genres,album,release_date,spotify_track_id,yearly_streams,artist_ids
SU CASA,"Peso Pluma, Luis R Conriquez","corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda, sierreño",Latin,GÉNESIS,2023-06-22,626vswICsSvlVh4ILUhZJ1,1250142,"12GqGscKJx3aE4t07u7eVZ, 0pePYDrJGk8gqMRbXrLJC8"
Abracadabra (feat. Travis Scott),"Young Thug, Travis Scott","rap, melodic rap, trap",Hip Hop,BUSINESS IS BUSINESS,2023-06-23,4Zsi5pyvmZBxvRg0KeDFMC,1246072,"50co4Is1HCEo8bhOyUWKpn, 0Y5tJX1MQlPlqiwlOH1tJY"
Hellcat Kenny (feat. Lil Uzi Vert),"Young Thug, Lil Uzi Vert","rap, melodic rap, trap",Hip Hop,BUSINESS IS BUSINESS,2023-06-23,5nYygW7bTgPOhckh3uDR9L,1239249,"50co4Is1HCEo8bhOyUWKpn, 4O15NlyKLIASxsJ0PrXPfz"
Gucci Grocery Bag,Young Thug,"rap, melodic rap, trap",Hip Hop,BUSINESS IS BUSINESS,2023-06-23,02vvwHxBoZtnNDQFFE64NQ,1238093,50co4Is1HCEo8bhOyUWKpn
Uncle M,Young Thug,"rap, melodic rap, trap",Hip Hop,BUSINESS IS BUSINESS,2023-06-23,612Gkl43RQdwlzKGPgkudm,1214498,50co4Is1HCEo8bhOyUWKpn
CORAZÓN VACÍO,Maria Becerra,argentine trap,Hip Hop,CORAZÓN VACÍO,2023-06-22,3oNnzH6hmqIGIhJ1NcHlrh,85226043,1DxLCyH42yaHKGK3cl5bvG
Still Rollin,Shubh,"punjabi hip hop, punjabi pop, desi hip hop, desi, hindi hip hop, bhangra","Traditional music, Hip Hop, Pop",Still Rollin,2023-05-19,6oz1L5jcqZWYuId7nxvIan,1025851,5r3wPya2PpeTTsXsGhQU8O
PLEBADA,"El Alfa, Peso Pluma","dembow, urbano latino, latin, reggaeton, corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda",Latin,Dembow Worldwide Hits Teteo 42,2023-06-24,1foNLbvX6yP0tMs3eAXspd,2538024,"2oQX8QiMXOyuqbcZEFsZfm, 12GqGscKJx3aE4t07u7eVZ"
MONTAGEM - PR FUNK,S3BZS,"phonk, brazilian funk",Hip Hop,MONTAGEM - PR FUNK,2023-05-01,6YC5ibtCMyXU1RQ1LkQLIn,15553788,6zFMFB1JvNHkHvCSudF4id
Radio,Lana Del Rey,,,Born To Die (Deluxe Version),2011-01-01,0PZ04XgQ14FmKZBg3Gxlhr,125038469,00FQb4jTyendYWaN8pK0wa
LAGUNAS,"Peso Pluma, Jasiel Nuñez","corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda",Latin,GÉNESIS,2023-06-29,3HOKxuTDmNVmIlCIpBiD8m,122393751,"12GqGscKJx3aE4t07u7eVZ, 0T8Ix53aIN4F7aEKj4EnKy"
traitor,Olivia Rodrigo,,,SOUR,2021-05-21,5CZ40GBx1sQ9agT82CLQCT,15010306,1McMsnEElThX1knmY4oliG
Primera Cita,Carin Leon,"banda, norteño, sierreño, corrido, grupera, ranchera, sad sierreño, música mexicana",Latin,Colmillo De Leche,2023-05-19,3fJHbMUnzceimOnNjp63fF,348116698,66ihevNkSYNzRAl44dx6jJ
LALA,Myke Towers,"reggaeton, trap latino, urbano latino",Latin,LA VIDA ES UNA,2023-03-23,7ABLbnD53cQK00mhcaOUVG,699275115,7iK8PXO48WeuP03g8YR51W
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900","funk, brazilian funk, funk consciente","Hip Hop, R&B, Latin","Gol Bolinha, Gol Quadrado 2",2023-06-01,0U9CZWq6umZsN432nh3WWT,44602787,"1etNnR2SdlelBQAICa2Q5m, 6Ovxg5WDcnSQc8iQXv0IvI"
vampire,Olivia Rodrigo,,,GUTS,2023-09-08,1kuGVB7EU95pJObxwvfwKS,648277953,1McMsnEElThX1knmY4oliG
Flooded The Face,Lil Uzi Vert,melodic rap,Hip Hop,Pink Tape,2023-06-30,4daEMLSZCgZ2Mt7gNm2SRa,17944167,4O15NlyKLIASxsJ0PrXPfz
MOJABI GHOST,"Tainy, Bad Bunny","reggaeton, trap latino, latin, urbano latino",Latin,DATA,2023-06-29,4eMKD8MRroxCqugpsxCCNb,202432809,"0GM7qgcRCORpGnfcN2tCiB, 4q3ewBCX7sLwd24euuV69X"
Aye (feat. Travis Scott),"Lil Uzi Vert, Travis Scott","melodic rap, rap",Hip Hop,Pink Tape,2023-06-30,2Hc1LaV6bzFil3dE71eORA,7835637,"4O15NlyKLIASxsJ0PrXPfz, 0Y5tJX1MQlPlqiwlOH1tJY"
Suicide Doors,Lil Uzi Vert,melodic rap,Hip Hop,Pink Tape,2023-06-30,3fDTzkvrOo5xQIO480Qmsb,7640307,4O15NlyKLIASxsJ0PrXPfz
Mi Bello Angel,Natanael Cano,"corridos tumbados, corrido, corridos bélicos, sad sierreño, electro corridos, sierreño, música mexicana, banda",Latin,Nata Montana,2023-06-30,4t46soaqA758rbukTO5pp1,86693204,0elWFr7TW8piilVRYJUe4P
Endless Fashion (feat. Nicki Minaj),"Lil Uzi Vert, Nicki Minaj","melodic rap, ",Hip Hop,Pink Tape,2023-06-30,41bmnQZoDMQdDh5zyomtW7,10626345,"4O15NlyKLIASxsJ0PrXPfz, 0hCNtLu0JehylgoiP8L4Gh"
Crush Em,Lil Uzi Vert,melodic rap,Hip Hop,Pink Tape,2023-06-30,11pn4LFXCIXyprWQk8RSlM,3806303,4O15NlyKLIASxsJ0PrXPfz
x2,Lil Uzi Vert,melodic rap,Hip Hop,Pink Tape,2023-06-30,3a36nM6fPVA8K1vqq6d03o,3630318,4O15NlyKLIASxsJ0PrXPfz
Eres,"Natanael Cano, Junior H","corridos tumbados, corrido, corridos bélicos, sad sierreño, electro corridos, sierreño, música mexicana, banda",Latin,Nata Montana,2023-06-30,6GM5l4aJ9aOhGStxODvNBm,3551718,"0elWFr7TW8piilVRYJUe4P, 7Gi6gjaWy3DxyilpF1a8Is"
Amped,Lil Uzi Vert,melodic rap,Hip Hop,Pink Tape,2023-06-30,2ydwqnjPOcM24MV0kLThwi,2301283,4O15NlyKLIASxsJ0PrXPfz
I Gotta,Lil Uzi Vert,melodic rap,Hip Hop,Pink Tape,2023-06-30,3lcfs9Qjfxzy00VSVkixDv,3522067,4O15NlyKLIASxsJ0PrXPfz
Copa Vacía,"Shakira, Manuel Turizo","latin pop, latin, reggaeton, colombian pop","Pop, Latin",Copa Vacía,2023-06-29,2iVgM5C7m1G4CJGbms301G,19900980,"0EmeFodog0BfCgMzAIvKQp, 0tmwSHipWxN12fsoLcFU3B"
TULUM,"Peso Pluma, Grupo Frontera","corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda, cumbia norteña, norteño, grupera, tejano",Latin,GÉNESIS,2023-06-29,7bPp2NmpmyhLJ7zWazAXMu,244465619,"12GqGscKJx3aE4t07u7eVZ, 6XkjpgcEsYab502Vr1bBeW"
Mas Altas Que Bajadas,Natanael Cano,"corridos tumbados, corrido, corridos bélicos, sad sierreño, electro corridos, sierreño, música mexicana, banda",Latin,Nata Montana,2023-06-30,5PLqXnvHH7Gh6CcfiUEr7e,9442913,0elWFr7TW8piilVRYJUe4P
Spin Again,Lil Uzi Vert,melodic rap,Hip Hop,Pink Tape,2023-06-30,1pDbGAAH5GQ8U0KG4fI77H,1979925,4O15NlyKLIASxsJ0PrXPfz
PASIEMPRE,"Tainy, Arcángel, JHAYCO, Myke Towers, Omar Courtz, Arca","reggaeton, trap latino, urbano latino, neoperreo, experimental, art pop, hyperpop","Pop, Rock, Electronic, Latin",DATA,2023-06-29,5NhLA2P7AiV3cloVmwtwLS,18375223,"0GM7qgcRCORpGnfcN2tCiB, 4SsVbpTthjScTS7U2hmr1X, 6nVcHLIgY5pE2YCl8ubca1, 7iK8PXO48WeuP03g8YR51W, 3E12tRURRvPfHz0hAMCFYc, 4SQdUpG4f7UbkJG3cJ2Iyj"
Died and Came Back,Lil Uzi Vert,melodic rap,Hip Hop,Pink Tape,2023-06-30,6kQF79mjbOkvuRvg0J2XZv,1947137,4O15NlyKLIASxsJ0PrXPfz
Nakamura,Lil Uzi Vert,melodic rap,Hip Hop,Pink Tape,2023-06-30,2lophWrG2xqv9CSgSPca5k,1827750,4O15NlyKLIASxsJ0PrXPfz
"Mama, I’m Sorry",Lil Uzi Vert,melodic rap,Hip Hop,Pink Tape,2023-06-30,5V5Xpbmqi2rp1xSJWZTvYu,1730940,4O15NlyKLIASxsJ0PrXPfz
Pancake,"Natanael Cano, Peso Pluma","corridos tumbados, corrido, corridos bélicos, sad sierreño, electro corridos, sierreño, música mexicana, banda",Latin,Nata Montana,2023-06-30,0jofzyjTFcgFIvkK5bXwo3,1724821,"0elWFr7TW8piilVRYJUe4P, 12GqGscKJx3aE4t07u7eVZ"
LA BABY,"Tainy, Daddy Yankee, Feid, Sech","reggaeton, latin, urbano latino",Latin,DATA,2023-06-29,0hDE81j4N2DPLbEY4tiCDs,2948816,"0GM7qgcRCORpGnfcN2tCiB, 4VMYDCV2IEDYJArk749S6m, 2LRoIwlKmHjgvigdNGBHNo, 77ziqFxp5gaInVrF2lj4ht"
That Fiya,Lil Uzi Vert,melodic rap,Hip Hop,Pink Tape,2023-06-30,1bIHv5s0rByq6ZOqDSt8K8,1679500,4O15NlyKLIASxsJ0PrXPfz
Pluto to Mars,Lil Uzi Vert,melodic rap,Hip Hop,Pink Tape,2023-06-30,0WCJSIy75ZVxqY51ce0enc,1678333,4O15NlyKLIASxsJ0PrXPfz
Diran De Mi,"Natanael Cano, Tito Torbellino Jr","corridos tumbados, corrido, corridos bélicos, sad sierreño, electro corridos, sierreño, música mexicana, banda",Latin,Nata Montana,2023-06-30,6ASn03faRVXbbrEcN3KHdN,1660477,"0elWFr7TW8piilVRYJUe4P, 0dXXFVCw0LKzmHFrTLUaQJ"
All Alone,Lil Uzi Vert,melodic rap,Hip Hop,Pink Tape,2023-06-30,6kHYpEnDpMCyGu0E2PlWY1,1629297,4O15NlyKLIASxsJ0PrXPfz
Patience (feat. Don Toliver),"Lil Uzi Vert, Don Toliver","melodic rap, ",Hip Hop,Pink Tape,2023-06-29,31UNoCt5Oq4isrb3SSf1ZK,1620397,"4O15NlyKLIASxsJ0PrXPfz, 4Gso3d4CscCijv0lmajZWs"
En Corto,"Natanael Cano, Chino Pacas","corridos tumbados, corrido, corridos bélicos, sad sierreño, electro corridos, sierreño, música mexicana, banda",Latin,Nata Montana,2023-06-30,1gCkdtayMomPBKi09qXs1C,1607600,"0elWFr7TW8piilVRYJUe4P, 2rmkQLzj0k4nZdQehOUByO"
Werewolf (feat. Bring Me The Horizon),"Lil Uzi Vert, Bring Me The Horizon","melodic rap, metalcore, emo, screamo, rock, post-hardcore, metal","Rock, Hip Hop, Metal",Pink Tape,2023-06-30,3ySqZ8yGoh4Emi9HiPCCdP,1588779,"4O15NlyKLIASxsJ0PrXPfz, 1Ffb6ejR6Fe5IamqA5oRUF"
Viejo Lobo,"Natanael Cano, Luis R Conriquez","corridos tumbados, corrido, corridos bélicos, sad sierreño, electro corridos, sierreño, música mexicana, banda",Latin,Nata Montana,2023-06-30,0lfnjkAemrVz8J9l7khK2t,1468909,"0elWFr7TW8piilVRYJUe4P, 0pePYDrJGk8gqMRbXrLJC8"
Como Es Arriba Es Abajo,"Natanael Cano, Dan Sanchez","corridos tumbados, corrido, corridos bélicos, sad sierreño, electro corridos, sierreño, música mexicana, banda",Latin,Nata Montana,2023-06-30,4eS34o2sqDTK4ypgZq4yLA,1400683,"0elWFr7TW8piilVRYJUe4P, 1yPvnL2XGGehNiOGWzcAAG"
CS,Lil Uzi Vert,melodic rap,Hip Hop,Pink Tape,2023-06-29,6wYGL3Qelrac1WxX70JWOa,1397130,4O15NlyKLIASxsJ0PrXPfz
Fire Alarm (feat. Snow Strippers),"Lil Uzi Vert, Snow Strippers","melodic rap, electroclash, witch house","Rock, Hip Hop, Electronic",Pink Tape,2023-06-30,02Mqx9HzVRyfdCUpPNR6N3,1377900,"4O15NlyKLIASxsJ0PrXPfz, 6TsAG8Ve1icEC8ydeHm3C8"
La Lokerona,"Natanael Cano, HERNAN TREJO","corridos tumbados, corrido, corridos bélicos, sad sierreño, electro corridos, sierreño, música mexicana, banda",Latin,Nata Montana,2023-06-30,6jysIu57wvdVpIqPPogSzm,1366111,"0elWFr7TW8piilVRYJUe4P, 2JW58Zzu11HCWLaMou9UGD"
AFS,Natanael Cano,"corridos tumbados, corrido, corridos bélicos, sad sierreño, electro corridos, sierreño, música mexicana, banda",Latin,Nata Montana,2023-06-30,78xjXucsh201I3tI0a0zn6,1337537,0elWFr7TW8piilVRYJUe4P
Novidade na Área,"Mc Livinho, DJ Matt D","funk, brazilian funk, funk carioca, funk consciente, brazilian trap, trap funk","Hip Hop, R&B, Latin, Electronic",Novidade na Área,2023-06-23,2uhw2oYbugGJbn10wipNX5,74478090,"7me0S5Z40qVWj3gzyK8aC3, 1rIc4yTieeRq25NA3T8RQ5"
Zoom (Bonus Track),Lil Uzi Vert,melodic rap,Hip Hop,Pink Tape,2023-06-30,3VFGA65JnN8EDmnRb5SHW2,1271834,4O15NlyKLIASxsJ0PrXPfz
FANTASMA | AVC,"Tainy, JHAYCO","reggaeton, trap latino, urbano latino",Latin,DATA,2023-06-29,2PFPDjSJpeZE889648rbUP,1248642,"0GM7qgcRCORpGnfcN2tCiB, 6nVcHLIgY5pE2YCl8ubca1"
Vai Novinha Ah Ah Ah,Dyamante DJ,"funk carioca, brazilian funk, funk","Hip Hop, R&B",Ritmo dos Crias,2023-05-25,3Nvzs0cJbLwhXPPlI8xzpC,2540203,3i7Bn2SoEkRVEGkdz9o6Yu
LAS MORRAS,"Peso Pluma, Blessd","corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda, reggaeton, urbano latino",Latin,GÉNESIS,2023-06-29,0lc2neV7ZzjZExwCIVG2B3,1203745,"12GqGscKJx3aE4t07u7eVZ, 1TA5sGRlKUJXBN4ZyJuDIX"
deja vu,Olivia Rodrigo,,,SOUR,2021-05-21,6HU7h9RYOaPRFeh0R3UeAr,55615506,1McMsnEElThX1knmY4oliG
Still With You,Jung Kook,k-pop,Pop,Still With You,2020-06-05,0eFMbKCRw8KByXyWBw8WO7,30997261,6HaGTQPmzraVmaVxvz6EUc
My You,Jung Kook,k-pop,Pop,My You,2022-06-13,0pNFrM5L0te1EXGxveeYiR,5745602,6HaGTQPmzraVmaVxvz6EUc
Ali Cabbar,Emir Can İğrek,turkish pop,Pop,Parti İptal,2023-06-02,1u9oZzM8CTeCMXsdTXaOtY,10630689,4XP7cGw4t8BqZ8Du5q3bHg
Firework,Katy Perry,pop,Pop,Teenage Dream,2010-01-01,4r6eNCsrZnQWJzzvFh4nlg,2485068,6jJ0s89eD6GaHleKKya26X
Born in the U.S.A.,Bruce Springsteen,,,Born In The U.S.A.,1984-06-04,0dOg1ySSI7NkpAe89Zo0b9,1141766,3eqjTLE0HfPfh78zjh6TqT
Fortunate Son,Creedence Clearwater Revival,"classic rock, southern rock, country rock",Rock,Willy And The Poor Boys (Expanded Edition),1969-11-02,4BP3uh0hFLFRb5cjsgLqDh,1113973,3IYUhFvPQItj6xySrBmZkd
You Belong With Me (Taylor’s Version),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,1qrpoAMXodY6895hGKoUpA,84030990,06HL4z0CvFAxyc27GXpf02
Stressed Out,Twenty One Pilots,,,Blurryface,2015-05-15,3CRDbSIZ4r5MsZ0YwxuEkn,48385597,3YQKmKGau1PzlVlkL1iodx
Mine (Taylor's Version),Taylor Swift,,,Speak Now (Taylor's Version),2023-07-07,7G0gBu6nLdhFDPRLc0HdDG,35674804,06HL4z0CvFAxyc27GXpf02
Back To December (Taylor's Version),Taylor Swift,,,Speak Now (Taylor's Version),2023-07-07,79uDOz0zuuWS7HWxzMmTa2,44454592,06HL4z0CvFAxyc27GXpf02
Enchanted (Taylor's Version),Taylor Swift,,,Speak Now (Taylor's Version),2023-07-07,3sW3oSbzsfecv9XoUdGs7h,73573005,06HL4z0CvFAxyc27GXpf02
Sparks Fly (Taylor’s Version),Taylor Swift,,,Speak Now (Taylor's Version),2023-07-07,3MytWN8L7shNYzGl4tAKRp,24873472,06HL4z0CvFAxyc27GXpf02
Better Than Revenge (Taylor's Version),Taylor Swift,,,Speak Now (Taylor's Version),2023-07-07,0NwGC0v03ysCYINtg6ns58,25516405,06HL4z0CvFAxyc27GXpf02
Speak Now (Taylor's Version),Taylor Swift,,,Speak Now (Taylor's Version),2023-07-07,5xXqyjLicvEpch72qEryFT,21802114,06HL4z0CvFAxyc27GXpf02
Dear John (Taylor's Version),Taylor Swift,,,Speak Now (Taylor's Version),2023-07-07,1zU8j1x3yi9xalMF96pzKp,21068216,06HL4z0CvFAxyc27GXpf02
I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,,,Speak Now (Taylor's Version),2023-07-07,5kHMfzgLZP95O9NBy0ku4v,114057528,06HL4z0CvFAxyc27GXpf02
The Story Of Us (Taylor's Version),Taylor Swift,,,Speak Now (Taylor's Version),2023-07-07,6dTA6y0C2ReQklntzZl8l3,17734508,06HL4z0CvFAxyc27GXpf02
Mean (Taylor's Version),Taylor Swift,,,Speak Now (Taylor's Version),2023-07-07,30Y4CV7A6YqtQtTTo7Ue4j,17415414,06HL4z0CvFAxyc27GXpf02
Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),"Taylor Swift, Fall Out Boy","emo, pop punk, emo pop","Rock, Pop",Speak Now (Taylor's Version),2023-07-07,4e3ZNTAV6PCrdYMUrUlMpQ,16474250,"06HL4z0CvFAxyc27GXpf02, 4UXqAaa6dQYAk18Lv7PEgX"
When Emma Falls in Love (Taylor’s Version) (From The Vault),Taylor Swift,,,Speak Now (Taylor's Version),2023-07-07,0zo975x58DlXbZllWvfYhg,16282905,06HL4z0CvFAxyc27GXpf02
Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),"Taylor Swift, Hayley Williams",art pop,Pop,Speak Now (Taylor's Version),2023-07-07,4ABYxlb92WBIjHu7TIKmml,16886371,"06HL4z0CvFAxyc27GXpf02, 6Rx1JKzBrSzoKQtmbVmBnM"
Haunted (Taylor's Version),Taylor Swift,,,Speak Now (Taylor's Version),2023-07-07,4tMzIAFTFdqGBQLdfbPces,13827344,06HL4z0CvFAxyc27GXpf02
Last Kiss (Taylor's Version),Taylor Swift,,,Speak Now (Taylor's Version),2023-07-07,59KOoHFcw5XfICnO57holu,12002109,06HL4z0CvFAxyc27GXpf02
Never Grow Up (Taylor's Version),Taylor Swift,,,Speak Now (Taylor's Version),2023-07-07,2EFZ9emtKWEglWUQGEQ3P9,11217450,06HL4z0CvFAxyc27GXpf02
Long Live (Taylor's Version),Taylor Swift,,,Speak Now (Taylor's Version),2023-07-07,4hqJ4bSlYJOXb6Z4SRmzxs,14674875,06HL4z0CvFAxyc27GXpf02
Foolish One (Taylor’s Version) (From The Vault),Taylor Swift,,,Speak Now (Taylor's Version),2023-07-07,4s8BIKx4Zh6ryAEz8RTlaU,15253048,06HL4z0CvFAxyc27GXpf02
Innocent (Taylor's Version),Taylor Swift,,,Speak Now (Taylor's Version),2023-07-07,12nBPF4Rh4XLFJV0YLN7uj,9182022,06HL4z0CvFAxyc27GXpf02
Timeless (Taylor’s Version) (From The Vault),Taylor Swift,,,Speak Now (Taylor's Version),2023-07-07,1HCdems7PQZRj42QDWLA0A,14112685,06HL4z0CvFAxyc27GXpf02
Ours (Taylor’s Version),Taylor Swift,,,Speak Now (Taylor's Version),2023-07-07,3yNJkriPzWjkkDAWHIAVUq,8757102,06HL4z0CvFAxyc27GXpf02
Columbia,Quevedo,reggaeton,Latin,Columbia,2023-07-07,6XbtvPmIpyCbjuT0e8cQtp,508274124,52iwsT98xCoGgiGntTiR7K
Superman (Taylor’s Version),Taylor Swift,,,Speak Now (Taylor's Version),2023-07-07,4evLyY5Ue1Wesc61t2KXAU,7586682,06HL4z0CvFAxyc27GXpf02
Super Shy,NewJeans,k-pop,Pop,NewJeans 'Super Shy',2023-07-07,5sdQOyqq2IDhvmx2lHOpwd,377250108,6HvZYsbFfjnjFrWF950C9d
New Jeans,NewJeans,k-pop,Pop,NewJeans 'Super Shy',2023-07-07,6rdkCkjk6D12xRpdMXy0I2,74052258,6HvZYsbFfjnjFrWF950C9d
Do It Like That,"TOMORROW X TOGETHER, Jonas Brothers","k-pop, ",Pop,Do It Like That,2023-07-07,7kaFsQygyiCqRboWCXztxZ,1469667,"0ghlgldX5Dd6720Q3qFyQB, 7gOdHgIoIKoe4i9Tta6qdD"
Mona Lisa,Dominic Fike,,,Sunburn,2023-07-07,71DSaeKtXQaMAqnvMT7Uoc,1235641,6USv9qhCn6zfxlBQIYJ9qs
PICARDÍA,"Rauw Alejandro, Junior H","reggaeton, urbano latino, trap latino, latin, corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda",Latin,PLAYA SATURNO,2023-07-07,05OnZaYopHpb0z7ktT2FIF,1210266,"1mcTU81TzQhprhouKaTkpq, 7Gi6gjaWy3DxyilpF1a8Is"
Chorni,"DIVINE, Sidhu Moose Wala","hindi hip hop, desi hip hop, punjabi hip hop, punjabi pop, bhangra","Traditional music, Hip Hop, Pop",Chorni,2023-07-07,3GEiVoaUXq468gfYs2EPfh,1203133,"4Ai0pGz6GhQavjzaRhPTvz, 4PULA4EFzYTrxYvOVlwpiQ"
Love Story (Taylor’s Version),Taylor Swift,,,Fearless (Taylor's Version),2021-04-09,6YvqWjhGD8mB5QXcbcUKtx,74667508,06HL4z0CvFAxyc27GXpf02
Mahiye Jinna Sohna,Darshan Raval,"gujarati garba, hindi pop, bollywood, gujarati pop, desi pop, desi","Hip Hop, Pop, Jazz",Dard,2023-08-09,0Jiaz0O4AqnJICa9PxHhaR,12589073,2GoeZ0qOTt6kjsWW4eA6LS
MONTAGEM - PR FUNK,"S3BZS, Mc Gw, Mc Menor Do Alvorada","phonk, brazilian funk, funk, funk carioca","Hip Hop, R&B",MONTAGEM - PR FUNK,2023-05-01,6njJR3OIp3oA0Kc4aC9Tzf,97177076,"6zFMFB1JvNHkHvCSudF4id, 0f1IECbrVV952unZkzrsg2, 0ivrHNM8urVaCkgRX8rtKH"
Love Yourself,Justin Bieber,,,Purpose (Deluxe),2015-11-13,50kpGaPAhYJ3sGmk6vplg0,1156483,1uNFoZAHBGtllmzznpCI3s
What Was I Made For? [From The Motion Picture  Barbie ],Billie Eilish,,,What Was I Made For? [From The Motion Picture  Barbie ],2023-07-13,6wf7Yu7cxBSPrRlWeSeK0Q,522928435,6qqNVTkY8uBg9cP3Jd7DAH
Rush,Troye Sivan,,,Something To Give Each Other,2023-10-13,4ZnkygoWLzcGbQYCm3lkae,127617168,3WGpXCj9YhhfX11TToZcXP
Seven (feat. Latto),"Jung Kook, Latto","k-pop, ",Pop,Seven (feat. Latto),2023-07-14,7x9aauaA9cu6tyfpHnqDLo,860248602,"6HaGTQPmzraVmaVxvz6EUc, 3MdXrJWsbVzdn6fe5JYkSQ"
Overdrive,Post Malone,,,AUSTIN,2023-07-28,3uMO7jmdXxwSijvxNXDgE4,23965160,246dkjvS1zLTtiykXe5h60
S91,KAROL G,"reggaeton, latin, urbano latino",Latin,MAÑANA SERÁ BONITO (BICHOTA SEASON),2023-08-10,0BFQC00Y58JtjMyTXOJazO,115402739,790FomKkXshlbRYZFtlgla
Seven (feat. Latto) (Instrumental),"Jung Kook, Latto","k-pop, ",Pop,Seven (feat. Latto),2023-07-14,2D9mO7arRSeHAEHNVAacaA,3156612,"6HaGTQPmzraVmaVxvz6EUc, 3MdXrJWsbVzdn6fe5JYkSQ"
QUEMA,"Ryan Castro, Peso Pluma, SOG","reggaeton, corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda",Latin,EL CANTANTE DEL GHETTO,2024-05-10,0zNMdrDEs5N0JPQ7RYQZln,83529373,"7j6DKwmjbxvpQO8h914uEz, 12GqGscKJx3aE4t07u7eVZ, 18dspUI6gqabm5XCC2RcUD"
Remember Me,"Duki, KHEA, Bizarrap","argentine trap, trap, trap latino, urbano latino","Hip Hop, Latin",Antes de Ameri,2023-06-22,5AAb8GlTnCwkhBTJxw6F90,1310956,"1bAftSH8umNcGZ0uyV7LMg, 4m6ubhNsdwF4psNf3R8kwR, 716NhGYqD1jl2wI1Qkgq36"
Solteiro Forçado - Boiadeira Internacional,Ana Castela,"agronejo, sertanejo, sertanejo universitário, piseiro","Country, Latin",Solteiro Forçado (Boiadeira Internacional),2023-07-07,4Z2i41GDQyu3KRpBavEnyR,40722358,2CKOmarVWvWqkNWUatHCex
"Vai Novinha Ah, Ah, Ah / Citação: O Chêro Da Carolina",Dyamante DJ,"funk carioca, brazilian funk, funk","Hip Hop, R&B",Ritmo dos Crias,2023-05-25,0bfJWhn3r3UQBF8WYKWT4K,3546396,3i7Bn2SoEkRVEGkdz9o6Yu
Halls na Língua,Kadu Martins,"piseiro, forró, arrocha, funk de bh, funk","Country, R&B, R&b",Halls na Língua,2023-03-24,4pWsXhLUdtBKlw9npIXZAl,6976578,57VQCKnZ9nhS7bvoviXuZK
No_se_ve.mp3,"Emilia, LUDMILLA, ZECCA","argentine trap, pagode, brazilian pop, funk pop, funk, pagode baiano, funk carioca, samba, ","Hip Hop, Pop, R&B, Latin",No_se_ve.mp3,2023-05-03,2iIBpwP4FyQ95xgVail3yr,1132577,"0AqlFI0tz2DsEoJlKSIiT9, 3CDoRporvSjdzTrm99a3gi, 2Yia9CwtgcrsN5kVOQ0qRA"
Cheques,Shubh,"punjabi hip hop, punjabi pop, desi hip hop, desi, hindi hip hop, bhangra","Traditional music, Hip Hop, Pop",Still Rollin,2023-05-19,4eBvRhTJ2AcxCsbfTUjoRp,81594221,5r3wPya2PpeTTsXsGhQU8O
Dial Drunk (with Post Malone),"Noah Kahan, Post Malone",,,Dial Drunk (with Post Malone),2023-07-18,22VHOlVYBqytsrAqV8yXBK,16887713,"2RQXRUsr4IW1f3mKyKsy4B, 246dkjvS1zLTtiykXe5h60"
Try That In A Small Town,Jason Aldean,"country, acoustic country",Country,Try That In A Small Town,2023-05-19,4ROknQyR1wOGPfmpTtB3z4,3766892,3FfvYsEGaIb52QPXhg4DcH
Ballena,"Vulgo FK, MC PH, Veigh, Pedro Lotto, Fepache","brazilian trap, trap funk, trap, brazilian hip hop, funk, funk consciente","Hip Hop, R&B, Latin, Electronic",Perdas & Ganhos,2023-07-14,1Vy9Wn5sbiduZKBqBlH3Mc,37446166,"27azwwkxutWL1BWMkgNIh0, 4PLdCloYxu2bMKfuuB9lI5, 4YqwRbMLqGHRHLS1w2ZKse, 23ot0eI6ByBW6LrlBfr2bm, 5dLqjc2m428QbostsKrUYW"
K-POP,"Travis Scott, Bad Bunny, The Weeknd","rap, reggaeton, trap latino, latin, urbano latino, ","Latin, Hip Hop",K-POP,2023-07-21,5L3ecxQnQ9qTBmnLQiwf0C,135658392,"0Y5tJX1MQlPlqiwlOH1tJY, 4q3ewBCX7sLwd24euuV69X, 1Xyo4u8uXC1ZmMpatF05PJ"
Cool With You,NewJeans,k-pop,Pop,NewJeans 2nd EP 'Get Up',2023-07-21,02wk5BttM0QL38ERjLPQJB,36562560,6HvZYsbFfjnjFrWF950C9d
ETA,NewJeans,k-pop,Pop,NewJeans 2nd EP 'Get Up',2023-07-21,56v8WEnGzLByGsDAXDiv4d,61633822,6HvZYsbFfjnjFrWF950C9d
