song_name,artist_names,genres,parent_genres,album,release_date,spotify_track_id,yearly_streams,artist_ids
Watch This - ARIZONATEARS Pluggnb Remix,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS","melodic rap, nightcore, ","Hip Hop, Pop",Watch This (ARIZONATEARS Pluggnb Remix),2023-02-05,0FA4wrjDJvJTTU8AepZTup,136050371,"4O15NlyKLIASxsJ0PrXPfz, 0M2CO5ijP35MDhNwvpgxTV, 2xzyIzdjfeXX6FIQtlAAyw"
All of Me,John Legend,"soft pop, neo soul","R&B, Pop",Love In The Future (Expanded Edition),2013-08-30,3U4isOIWM3VvDubwSI3y7a,1350130,5y2Xq6xcjJb2jVM54GHK3t
Lover,Taylor Swift,,,Lover,2019-08-23,1dGr1c8CrMLDpV6mPbImSI,340716967,06HL4z0CvFAxyc27GXpf02
A&W,Lana Del Rey,,,Did you know that there's a tunnel under Ocean Blvd,2023-03-24,5nW4z3pfZgJAJ2QTCz9AIE,24237747,00FQb4jTyendYWaN8pK0wa
ceilings,Lizzy McAlpine,,,five seconds flat,2022-04-08,2L9N0zZnd37dwF0clgxMGI,185375212,1GmsPCcpKgF9OhlNXjOsbS
Glue Song,beabadoobee,bedroom pop,Pop,Glue Song,2023-02-14,3iBgrkexCzVuPy4O9vx7Mf,11257613,35l9BRT7MXmM8bv2WDQiyB
Di Que Si,"Grupo Marca Registrada, Grupo Frontera","corrido, corridos bélicos, corridos tumbados, electro corridos, banda, norteño, música mexicana, sad sierreño, sierreño, cumbia norteña, grupera, tejano",Latin,Di Que Si,2023-02-03,0kzN7YAMSbmlHOvxlbQW9y,42533124,"1gW6pz5n1aK249L0GvfQCC, 6XkjpgcEsYab502Vr1bBeW"
If We Ever Broke Up,Mae Stephens,,,If We Ever Broke Up,2023-02-10,6maTPqynTmrkWIralgGaoP,65265588,311uEW9rt5g2NmzjGEKS2E
Sure Thing - Sped Up,Miguel,r&b,R&B,Sure Thing (Sped Up),2023-01-27,559SdaPI7mqy9IQiscuaMj,14888182,360IAlyVv4PCEVjgyMZrxK
Heaven,Niall Horan,,,The Show,2023-06-09,5FQ77Cl1ndljtwwImdtjMy,62240594,1Hsdzj7Dlq2I7tHP7501T4
HOPE,NF,christian hip hop,Hip Hop,HOPE,2023-04-07,0EgLxY52mpGsXETyEsgVlP,13772744,6fOMl44jA4Sp5b9PpYCkzz
Nosso Quadro,"AgroPlay, Ana Castela","agronejo, sertanejo, sertanejo universitário, piseiro","Country, Latin",Nosso Quadro,2023-02-02,4uqJelb9THHmJ3OCohg4ZJ,242582842,"0uGWkZRPp1Urk77XBrPBsZ, 2CKOmarVWvWqkNWUatHCex"
Cupido,TINI,latin pop,Pop,Cupido,2023-02-16,04ndZkbKGthTgYSv3xS7en,172798424,7vXDAI8JwjW531ouMGbfcp
Si Me Sobrara el Tiempo,Duki,"argentine trap, trap, trap latino","Hip Hop, Latin",Si Me Sobrara el Tiempo,2023-02-16,2ypbIXW3a7fsLdLtLpZWDZ,1148126,1bAftSH8umNcGZ0uyV7LMg
Ai Papai,"Anitta, Mc Danny, HITMAKER","brazilian pop, funk pop, funk carioca, funk, pagode baiano, piseiro, brega funk, brega, forró, agronejo","Country, Pop, R&B, Hip Hop, Latin",Ai Papai,2022-11-29,4PQ5AInr4YoBauth9YPduL,2272047,"7FNnA9vBm6EKceENgCGRMb, 3PZTvUS5fUUhV3EKAjqdZk, 0Otd1ReHJtVAzwAuRj09Zg"
Saudade da Minha Vida - Ao Vivo,Gusttavo Lima,"sertanejo, sertanejo universitário, arrocha, agronejo, piseiro, forró","Country, Latin",Saudade da Minha Vida (Ao Vivo),2023-01-26,51FFbyL0PjkYtjXJQP0JoP,1174250,7MiDcPa6UiV3In7lIM71IN
Traumatizei - Ao Vivo Em Brasília,Henrique & Juliano,"sertanejo, sertanejo universitário, arrocha, agronejo","Country, Latin",To Be (Ao Vivo Em Brasília EP1),2023-02-03,0JIYoXtJfORxI6gRpHv6ZW,13671033,3p7PcrEHaaKLJnPUGOtRlT
Sem Aliança no Dedo,"MC Xenon, Os Gemeos da Putaria","funk, funk de bh, funk consciente, brazilian funk","Hip Hop, R&B, Latin, R&b",Sem Aliança no Dedo,2022-12-23,22sAwsBH0NoNJXnrBenQuO,20037726,"5vcMPVDXTLhJ4UpOZKXZtg, 5ZEpz4ei1jHqvA4EHUeKqs"
Reminder,The Weeknd,,,Starboy,2016-11-25,37F0uwRSrdzkBiuj0D5UHI,341819544,1Xyo4u8uXC1ZmMpatF05PJ
Komang,Raim Laode,"indonesian pop, indonesian indie","Rock, Pop",Komang,2022-08-17,2AaaE0qvFWtyT8srKNfRhH,115204998,5LcNPa8f8bRmZqELgoRFkN
PAINTING PICTURES,Superstar Pride,,,PAINTING PICTURES,2023-03-13,6KXKcH4QO1MiGrMQOGoADP,52639446,3FBEsNyIwRnOHOf1Rv3SLa
Die For You - Remix,"The Weeknd, Ariana Grande",pop,Pop,Die For You (Remix),2023-02-24,7oDd86yk8itslrA9HRP2ki,127214988,"1Xyo4u8uXC1ZmMpatF05PJ, 66CXWjxzNUsdJxJ2JdwvnR"
TQG,"KAROL G, Shakira","reggaeton, latin, urbano latino, latin pop","Latin, Pop",MAÑANA SERÁ BONITO,2023-02-24,0DWdj2oZMBFSzRsi2Cvfzf,835425544,"790FomKkXshlbRYZFtlgla, 0EmeFodog0BfCgMzAIvKQp"
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny","reggaeton, trap latino, latin, urbano latino",Latin,Cracker Island,2023-02-24,38UYeBLfvpnDSG9GznZdnL,90041612,"3AA28KZvwAUcZuOKwyblJQ, 4q3ewBCX7sLwd24euuV69X"
MIENTRAS ME CURO DEL CORA,KAROL G,"reggaeton, latin, urbano latino",Latin,MAÑANA SERÁ BONITO,2023-02-24,6otePxalBK8AVa20xhZYVQ,157685650,790FomKkXshlbRYZFtlgla
PERO TÚ,"KAROL G, Quevedo","reggaeton, latin, urbano latino",Latin,MAÑANA SERÁ BONITO,2023-02-24,1dw7qShk971xMD6r6mA4VN,26842222,"790FomKkXshlbRYZFtlgla, 52iwsT98xCoGgiGntTiR7K"
TUS GAFITAS,KAROL G,"reggaeton, latin, urbano latino",Latin,MAÑANA SERÁ BONITO,2023-02-24,3gOI5aQD4mOMLsP3aWrkon,12558776,790FomKkXshlbRYZFtlgla
No morë talk,Yeat,rage rap,Hip Hop,AftërLyfe,2023-02-24,7qPiAhk71D2RqLRtnjDL76,1613366,3qiHUAX7zY4Qnjx8TNUzVx
BESTIES,KAROL G,"reggaeton, latin, urbano latino",Latin,MAÑANA SERÁ BONITO,2023-02-24,7eTv2OTr3aY5iKtFdBusoA,5972805,790FomKkXshlbRYZFtlgla
Shmunk (feat. YoungBoy Never Broke Again),"Yeat, YoungBoy Never Broke Again","rage rap, ",Hip Hop,AftërLyfe,2023-02-24,2fpTRcMLt4aKlqULOwuXUP,1492354,"3qiHUAX7zY4Qnjx8TNUzVx, 7wlFDEWiM5OoIAt8RSli8b"
MAÑANA SERÁ BONITO,"KAROL G, Carla Morrison","reggaeton, latin, urbano latino, latin indie",Latin,MAÑANA SERÁ BONITO,2023-02-24,4bycD60yZgR6anIBtmU8UH,3698292,"790FomKkXshlbRYZFtlgla, 0XK6kT7xcZAlcYrNjOgzJe"
OJOS FERRARI,"KAROL G, Justin Quiles, Angel Dior","reggaeton, latin, urbano latino, dembow",Latin,MAÑANA SERÁ BONITO,2023-02-24,5yAIrkplUEpMNeojW8Q30o,2509535,"790FomKkXshlbRYZFtlgla, 14zUHaJZo1mnYtn6IBRaRP, 5qPRgWcEOGRzoIST0sHAiI"
GUCCI LOS PAÑOS,KAROL G,"reggaeton, latin, urbano latino",Latin,MAÑANA SERÁ BONITO,2023-02-24,3CNbrXrUrEARw8zeKNCdYo,4638916,790FomKkXshlbRYZFtlgla
KÁRMIKA,"KAROL G, Bad Gyal, Sean Paul","reggaeton, latin, urbano latino, neoperreo, dancehall","Traditional music, Latin, Electronic",MAÑANA SERÁ BONITO,2023-02-24,3mFNc5EQn30irR983Wg9OD,2412146,"790FomKkXshlbRYZFtlgla, 4F4pp8NUW08JuXwnoxglpN, 3Isy6kedDrgPYoTS1dazA9"
Die 4 Me,Halsey,,,Die 4 Me,2023-02-24,6VYAzAQGFsfEAwdorQaZuU,2336940,26VFTg2z8YR0cCuwLzESi2
Rara Vez,"Milo j, Taiu",argentine trap,Hip Hop,Rara Vez,2023-02-08,7MVIfkyzuUmQ716j8U7yGR,287497097,"19HM5j0ULGSmEoRcrSe5x3, 5szJHKg5xeUlQ9pTqzdpic"
Bëttr 0ff,Yeat,rage rap,Hip Hop,AftërLyfe,2023-02-24,0r9ZhD7QEbIAcvfhDkIsdV,1173913,3qiHUAX7zY4Qnjx8TNUzVx
DAÑAMOS LA AMISTAD,"KAROL G, Sech","reggaeton, latin, urbano latino",Latin,MAÑANA SERÁ BONITO,2023-02-24,3jUDqkHatwtprUmZ8epP8P,1169266,"790FomKkXshlbRYZFtlgla, 77ziqFxp5gaInVrF2lj4ht"
Split,Yeat,rage rap,Hip Hop,AftërLyfe,2023-02-24,3HqGDrSOZ6LbBfX5EsiaAj,1150017,3qiHUAX7zY4Qnjx8TNUzVx
El Azul,"Junior H, Peso Pluma","corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda, electro corridos",Latin,El Azul,2023-02-10,1haJsMtoBhHfvuM7XWuT3W,495270563,"7Gi6gjaWy3DxyilpF1a8Is, 12GqGscKJx3aE4t07u7eVZ"
Por las Noches,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda",Latin,Por las Noches,2021-06-11,2VzCjpKvPB1l1tqLndtAQa,281155645,12GqGscKJx3aE4t07u7eVZ
Heartless,The Weeknd,,,After Hours,2020-03-20,6bnF93Rx87YqUBLSgjiMU8,13047160,1Xyo4u8uXC1ZmMpatF05PJ
Style,Taylor Swift,,,1989 (Deluxe),2014-01-01,0ug5NqcwcFR2xrfTkc7k8e,487072359,06HL4z0CvFAxyc27GXpf02
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Justin Bieber, Future",rap,Hip Hop,Love Sick,2023-02-24,52NGJPcLUzQq5w7uv4e5gf,19753160,"4Gso3d4CscCijv0lmajZWs, 1uNFoZAHBGtllmzznpCI3s, 1RyvyyTE3xzB2ZywiAwp0i"
Trance (with Travis Scott & Young Thug),"Metro Boomin, Travis Scott, Young Thug","rap, melodic rap, trap",Hip Hop,HEROES & VILLAINS,2022-12-02,5wG3HvLhF6Y5KTGlK0IW3J,288699612,"0iEtIxbK0KxaSlF7G42ZOp, 0Y5tJX1MQlPlqiwlOH1tJY, 50co4Is1HCEo8bhOyUWKpn"
One Dance,"Drake, Wizkid, Kyla","rap, hip hop, afrobeats, afrobeat, afropop, azonto, afroswing, afropiano, dancehall, ","Traditional music, R&B, Pop, Hip Hop",Views,2016-05-06,1zi7xx7UVEFkmKfv06H8x0,311295852,"3TVXtAsR1Inumwj472S9r4, 3tVQdUvClmAT7URs9V3rsp, 6TK7fjRPdy2GW2pJzNF23L"
on the street (with J. Cole),"j-hope, J. Cole","k-pop, k-rap, rap","Pop, Hip Hop",on the street (with J. Cole),2023-03-03,5wxYxygyHpbgv0EXZuqb9V,41816286,"0b1sIQumIAsNbqAoIClSpy, 6l3HvQ5sa6mXTsMTB19rO5"
One Thing At A Time,Morgan Wallen,country,Country,One Thing At A Time,2023-03-03,1rXq0uoV4KTgRN64jXzIxo,19182638,4oUHIQIBe0LHzYfvXNW4QM
Ain’t That Some,Morgan Wallen,country,Country,One Thing At A Time,2023-03-03,2YVlDlk2zRceefo6XlC6DX,11743974,4oUHIQIBe0LHzYfvXNW4QM
Born With A Beer In My Hand,Morgan Wallen,country,Country,One Thing At A Time,2023-03-03,1BAU6v0fuAV914qMUEESR1,3441971,4oUHIQIBe0LHzYfvXNW4QM
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church","country, acoustic country",Country,One Thing At A Time,2023-03-03,73zawW1ttszLRgT9By826D,6909747,"4oUHIQIBe0LHzYfvXNW4QM, 2IvkS5MXK0vPGnwyJsrEyV"
Devil Don’t Know,Morgan Wallen,country,Country,One Thing At A Time,2023-03-03,2PsbT927UanvyH9VprlNOu,3242000,4oUHIQIBe0LHzYfvXNW4QM
’98 Braves,Morgan Wallen,country,Country,One Thing At A Time,2023-03-03,3oZ6dlSfCE9gZ55MGPJctc,5407456,4oUHIQIBe0LHzYfvXNW4QM
You Proof,Morgan Wallen,country,Country,One Thing At A Time,2023-03-03,5W4kiM2cUYBJXKRudNyxjW,44762867,4oUHIQIBe0LHzYfvXNW4QM
Thinkin’ Bout Me,Morgan Wallen,country,Country,One Thing At A Time,2023-03-03,0PAcdVzhPO4gq1Iym9ESnK,13873920,4oUHIQIBe0LHzYfvXNW4QM
Tennessee Numbers,Morgan Wallen,country,Country,One Thing At A Time,2023-03-03,5NzfnUyVaNrxa2VtoyBWlR,2828089,4oUHIQIBe0LHzYfvXNW4QM
Red Ruby Da Sleeze,Nicki Minaj,,,Red Ruby Da Sleeze,2023-03-03,4ZYAU4A2YBtlNdqOUtc7T2,17722969,0hCNtLu0JehylgoiP8L4Gh
Hope That’s True,Morgan Wallen,country,Country,One Thing At A Time,2023-03-03,2Ej3iV0nulryy9S3UQvjSx,2723326,4oUHIQIBe0LHzYfvXNW4QM
Whiskey Friends,Morgan Wallen,country,Country,One Thing At A Time,2023-03-03,2ewSCWOL7EAjgmgqfI1UlS,2761112,4oUHIQIBe0LHzYfvXNW4QM
Sunrise,Morgan Wallen,country,Country,One Thing At A Time,2023-03-03,0JtgoDDf0ggWaoXCGhcOoT,3844061,4oUHIQIBe0LHzYfvXNW4QM
Thought You Should Know,Morgan Wallen,country,Country,One Thing At A Time,2023-03-03,3Qu3Zh4WTKhP9GEXo0aDnb,6191624,4oUHIQIBe0LHzYfvXNW4QM
Keith Whitley,Morgan Wallen,country,Country,One Thing At A Time,2023-03-03,1vcJdUJDM2NVXBsGncmLyh,1356112,4oUHIQIBe0LHzYfvXNW4QM
In The Bible (feat. HARDY),"Morgan Wallen, HARDY","country, country rock","Country, Rock",One Thing At A Time,2023-03-03,2aw1aEAxMe05MZIS5XiK8U,1344382,"4oUHIQIBe0LHzYfvXNW4QM, 5QNm7E7RU2m64l6Gliu8Oy"
F150-50,Morgan Wallen,country,Country,One Thing At A Time,2023-03-03,77kye8TttXpEbvgoiVjZdo,1221256,4oUHIQIBe0LHzYfvXNW4QM
El Merengue,"Marshmello, Manuel Turizo","edm, reggaeton, latin, colombian pop","Pop, Electronic, Latin",El Merengue,2023-03-03,51FvjPEGKq2zByeeEQ43V9,323839481,"64KEffDW9EtZ1y2vBYgq8T, 0tmwSHipWxN12fsoLcFU3B"
Neon Star (Country Boy Lullaby),Morgan Wallen,country,Country,One Thing At A Time,2023-03-03,1GiwvmI57OTGcKGNigZFJb,1194668,4oUHIQIBe0LHzYfvXNW4QM
Moonlight,Kali Uchis,,,Red Moon In Venus,2023-03-03,0JmnkIqdlnUzPaf8sqBRs3,495135205,1U1el3k54VvEUzo3ybLPlM
Malas Decisiones,Kenia OS,reggaeton mexa,Latin,K23,2022-10-26,6Xj014IHwbLVjiVT6H89on,53948738,31VFEohvhOUKrtAONEBhMG
Shorty Party,"Cartel De Santa, La Kelly","mexican hip hop, latin hip hop, ",Hip Hop,Shorty Party,2023-03-04,55ZATsjPlTeSTNJOuW90pW,146644236,"07PdYoE4jVRF6Ut40GgVSP, 4yEIQ0lJDgUEfsuYx3Gsmr"
Promise,Jimin,k-pop,Pop,Promise,2018-12-31,2RUcwyW74Sv4VracHFrKdh,3713707,1oSPZhvZMIrWW5I41kPkkY
In Ha Mood,Ice Spice,,,In Ha Mood,2023-01-06,0yUaLqhsVsguBpoOPL4cO7,16622296,3LZZPxNDGDFVSIPqf4JuEf
Mas Rica Que Ayer,"Anuel AA, Mambo Kingz, DJ Luian","reggaeton, trap latino, urbano latino, latin",Latin,Mas Rica Que Ayer,2023-03-02,3XjvMZqm2AQ8thMCD6w9w2,46904242,"2R21vXR83lH98kGeO99Y66, 2T1aUibqR2QC2sINIDQOAK, 64aJYyrXljOodnUG6jvhRD"
River,Miley Cyrus,,,Endless Summer Vacation,2023-03-10,04CqLjewJiSAqM210vZAmT,46263294,5YGY8feqx7naU7z4HrwZM6
Jaded,Miley Cyrus,,,Endless Summer Vacation,2023-03-10,3AAY8YicetRPlDAkibHLiS,21306437,5YGY8feqx7naU7z4HrwZM6
Rose Colored Lenses,Miley Cyrus,,,Endless Summer Vacation,2023-03-10,3wH4eUkJ1rL5xTU8PZZyOy,6904150,5YGY8feqx7naU7z4HrwZM6
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding","edm, ",Electronic,Miracle (with Ellie Goulding),2023-03-10,5eTaQYBE1yrActixMAeLcZ,250957318,"7CajNmpbOovFoOoasH2HaY, 0X2BH1fck6amBIoJhDVmmJ"
Thousand Miles (feat. Brandi Carlile),"Miley Cyrus, Brandi Carlile","folk, americana","Country, Folk/Acoustic",Endless Summer Vacation,2023-03-10,1GN6qqehnqUfUHH1gfK81v,5274667,"5YGY8feqx7naU7z4HrwZM6, 2sG4zTOLvjKG1PSoOyf5Ej"
You,Miley Cyrus,,,Endless Summer Vacation,2023-03-10,6FAsJDkg4y5JSWP9ZMKlDj,2854834,5YGY8feqx7naU7z4HrwZM6
Muddy Feet (feat. Sia),"Miley Cyrus, Sia",,,Endless Summer Vacation,2023-03-10,1S1WWTuydW6zljNeHOpZXe,2708612,"5YGY8feqx7naU7z4HrwZM6, 5WUlDfRSoLAfcVSX1WnrxN"
Handstand,Miley Cyrus,,,Endless Summer Vacation,2023-03-10,6fcZVY3WjwKxVKlKFu84rF,1522419,5YGY8feqx7naU7z4HrwZM6
Violet Chemistry,Miley Cyrus,,,Endless Summer Vacation,2023-03-10,00Ga884hbpVvCNyeQdle1U,2616030,5YGY8feqx7naU7z4HrwZM6
MOTTO,NF,christian hip hop,Hip Hop,MOTTO,2023-03-09,3q9PVufz68TRvOao25IMNk,1457449,6fOMl44jA4Sp5b9PpYCkzz
Wildcard,Miley Cyrus,,,Endless Summer Vacation,2023-03-10,1rpfEeYbtYDcnLWSBZBmNH,1313256,5YGY8feqx7naU7z4HrwZM6
SET ME FREE,TWICE,k-pop,Pop,READY TO BE,2023-03-10,4OtVQ2ZxS7yigIjGz5yKg1,1234552,7n2Ycct7Beij7Dj7meI4X0
Island,Miley Cyrus,,,Endless Summer Vacation,2023-03-10,0lJrPatloYarTbsKciShJu,1219541,5YGY8feqx7naU7z4HrwZM6
Oi Balde - Ao Vivo,Zé Neto & Cristiano,"sertanejo, sertanejo universitário, arrocha, agronejo","Country, Latin","Escolhas, Vol. 2 (Ao Vivo)",2023-06-22,4xAGuRRKOgoaZbMGdmTD3N,47951876,487N2T9nIPEHrlTZLL3SQs
En La Intimidad | CROSSOVER #1,"Big One, Emilia, Callejero Fino","argentine trap, cuarteto, cumbia, rkt, turreo","Hip Hop, Latin",En La Intimidad | CROSSOVER #1,2023-02-01,7w7BrPbOjF5OxChs2dxFve,4437098,"2OhUNb01gLwygOizYvTm0e, 0AqlFI0tz2DsEoJlKSIiT9, 6GRwwWAtmusrgAL5JF9Dfr"
Lisa,Young Miko,trap latino,Latin,Lisa,2023-03-03,44FzVABpR2cciquTqADA0D,17969434,3qsKSpcV3ncke3hw52JSMB
Tattoo,Loreen,europop,Pop,Tattoo,2023-02-25,1DmW5Ep6ywYwxc2HMT5BG6,273651545,49aaHxvAJ0tCh0F15OnwIl
Lovers Rock,TV Girl,,,French Exit,2014-06-05,6dBUzqjtbnIa1TwYbyw5CM,220159277,0Y6dVaC9DZtPNH4591M42W
Cupid - Twin Ver.,FIFTY FIFTY,k-pop,Pop,The Beginning,2023-09-22,739WUU1tPFLO4x4HJq561K,695050771,4GJ6xDCF5jaUqD6avOuQT6
Die For You (with Ariana Grande) - Remix,"The Weeknd, Ariana Grande",pop,Pop,Starboy (Deluxe),2023-03-14,4W4fNrZYkobj539TOWsLO2,547402045,"1Xyo4u8uXC1ZmMpatF05PJ, 66CXWjxzNUsdJxJ2JdwvnR"
Smoke Sprite (feat. RM of BTS),"So!YoON!, RM","k-rock, k-pop, k-rap","Pop, Hip Hop, Rock",Episode1 : Love,2023-03-14,5YSkDxmHvzSDWTu4MaEtfa,6157342,"7H5EC2qaylGun66YeRrVHg, 2auC28zjQyVTsiZKNgPRGs"
lo que hay x aquí,Rels B,"urbano latino, trap latino",Latin,lo que hay x aquí,2023-03-09,5IlLm20JXhKbMtsH20NblC,8141618,2IMZYfNi21MGqxopj9fWx8
All Of The Girls You Loved Before,Taylor Swift,,,All Of The Girls You Loved Before,2019-08-23,4P9Q0GojKVXpRTJCaL3kyy,129019627,06HL4z0CvFAxyc27GXpf02
Set Me Free Pt.2,Jimin,k-pop,Pop,Set Me Free Pt.2,2023-03-17,59hBR0BCtJsfIbV9VzCVAp,98112739,1oSPZhvZMIrWW5I41kPkkY
Ella Baila Sola,"Eslabon Armado, Peso Pluma","corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos, electro corridos, banda",Latin,DESVELADO,2023-04-28,3qQbCzHBycnDpGskqOWY0E,1035140683,"0XeEobZplHxzM9QzFQWLiR, 12GqGscKJx3aE4t07u7eVZ"
Coco Chanel,"Eladio Carrion, Bad Bunny","trap latino, urbano latino, trap, reggaeton, latin","Latin, Hip Hop",3MEN2 KBRN,2023-03-17,0PB0O24JqAuNdOAFVJljMS,292192129,"5XJDexmWFLWOkjOEjOVX3e, 4q3ewBCX7sLwd24euuV69X"
Eat Your Young,Hozier,,,Eat Your Young,2023-03-17,2Jw3VjB1xy5KHBqEeAC6VK,23376755,2FXC3k01G6Gw61bmprjgqS
REMIX EXCLUSIVO,Feid,"reggaeton, urbano latino",Latin,REMIX EXCLUSIVO,2023-03-17,3eqCJfgJJs8iKx49KO12s3,60197893,2LRoIwlKmHjgvigdNGBHNo
Si La Calle Llama - Remix,"Eladio Carrion, Myke Towers","trap latino, urbano latino, trap, reggaeton","Latin, Hip Hop",3MEN2 KBRN,2023-03-17,3qXZqXGniqNt3PK2CBSZgM,28075943,"5XJDexmWFLWOkjOEjOVX3e, 7iK8PXO48WeuP03g8YR51W"
If This Was A Movie (Taylor’s Version),Taylor Swift,,,If This Was A Movie (Taylor’s Version),2021-04-09,0kAZ3H6G9Zac4PMpmobMkj,1746877,06HL4z0CvFAxyc27GXpf02
DEATH,Melanie Martinez,,,PORTALS,2023-03-31,0pwnoUhy57HdGjj1zNzzNV,11650345,63yrD80RY3RNEM2YDpUpO8
Safe & Sound (feat. Joy Williams and John Paul White) (Taylor’s Version),"Taylor Swift, Joy Williams, John Paul White",,,Safe & Sound (Taylor's Version),2021-11-12,2RJnNdu4pb3MypbBroHU0T,1582079,"06HL4z0CvFAxyc27GXpf02, 4TCXgdDPm10ensLNCVnIYa, 1yDI9pWnlrJmi9kZn3gkCb"
Mbappé - Remix,"Eladio Carrion, Future","trap latino, urbano latino, trap, rap","Hip Hop, Latin",3MEN2 KBRN,2023-03-17,1T6CF1qnG0hK0absyeVL5H,1496518,"5XJDexmWFLWOkjOEjOVX3e, 1RyvyyTE3xzB2ZywiAwp0i"
Eyes Open (Taylor's Version),Taylor Swift,,,Eyes Open (Taylor's Version),2021-11-12,2NIBaWXdjaTDmytjjwbEfP,1486765,06HL4z0CvFAxyc27GXpf02
Padre Tiempo,Eladio Carrion,"trap latino, urbano latino, trap","Hip Hop, Latin",3MEN2 KBRN,2023-03-17,1PtXtGJSDKTkB5urVEZ7rf,1477441,5XJDexmWFLWOkjOEjOVX3e
Dijeron Que No La Iba Lograr,"Chino Pacas, Fuerza Regida","corridos tumbados, corrido, corridos bélicos, música mexicana, electro corridos, banda, sierreño, sad sierreño",Latin,Dijeron Que No La Iba Lograr,2023-03-14,7dR09k1an5JEq7ch0Y5hvV,42878041,"2rmkQLzj0k4nZdQehOUByO, 0ys2OFYzWYB5hRDLCsBqxt"
Si Salimos,"Eladio Carrion, 50 Cent","trap latino, urbano latino, trap, east coast hip hop","Hip Hop, Latin",3MEN2 KBRN,2023-03-17,7GfQEUSuqYGeY2L0BfVOXM,1425137,"5XJDexmWFLWOkjOEjOVX3e, 3q7HBObVc0L8jNeTe5Gofh"
El Hokage,Eladio Carrion,"trap latino, urbano latino, trap","Hip Hop, Latin",3MEN2 KBRN,2023-03-17,5GZ4tx6VZxM7V4IQtSJFyx,1412760,5XJDexmWFLWOkjOEjOVX3e
Peso a Peso,"Eladio Carrion, Quavo, Rich The Kid, Ñengo Flow","trap latino, urbano latino, trap, reggaeton","Latin, Hip Hop",3MEN2 KBRN,2023-03-17,1iyvRYYAeuJhrsxTsQW9fh,1311145,"5XJDexmWFLWOkjOEjOVX3e, 0VRj0yCOv2FXJNP47XQnx5, 1pPmIToKXyGdsCF6LmqLmI, 12vb80Km0Ew53ABfJOepVz"
¿Qué Carajos Quieres Tú Ahora?,Eladio Carrion,"trap latino, urbano latino, trap","Hip Hop, Latin",3MEN2 KBRN,2023-03-17,7GuEE0ydKmuXV5DVliachs,1258878,5XJDexmWFLWOkjOEjOVX3e
Gladiador - Remix,"Eladio Carrion, Lil Wayne","trap latino, urbano latino, trap, rap, hip hop","Hip Hop, Latin",3MEN2 KBRN,2023-03-17,1IbYD5V9zCvkPfIPcWqerO,1238900,"5XJDexmWFLWOkjOEjOVX3e, 55Aa2cqylxrFIXC767Z865"
La Bebe - Remix,"Yng Lvcas, Peso Pluma","reggaeton mexa, reggaeton, electro corridos, corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda",Latin,La Bebe (Remix),2023-03-17,2UW7JaomAMuX9pZrjVpHAU,854800665,"1NNRWkhwmcXRimFYSBpB1y, 12GqGscKJx3aE4t07u7eVZ"
Cruel Summer,Taylor Swift,,,Lover,2019-08-23,1BxfuPKGuaTgP7aM0Bbdwr,1052478333,06HL4z0CvFAxyc27GXpf02
Enchanted,Taylor Swift,,,Speak Now (Deluxe Package),2010-01-01,3sqrvkNC6IPTIXvvbx9Arw,181342883,06HL4z0CvFAxyc27GXpf02
Christmas Kids,Roar,,,I Can't Handle Change,2010-03-14,40gk32E7YaTFoQwDIWv2SY,6548514,7dIpKWlEeAljA20vFJ82RD
"Arcángel: Bzrp Music Sessions, Vol. 54","Bizarrap, Arcángel","argentine trap, trap latino, urbano latino, reggaeton","Hip Hop, Latin","Arcángel: Bzrp Music Sessions, Vol. 54",2023-03-22,7cQ0LAxT5HHCLGbxcjaxac,51526766,"716NhGYqD1jl2wI1Qkgq36, 4SsVbpTthjScTS7U2hmr1X"
The Light,Juice WRLD,"melodic rap, emo rap",Hip Hop,The Light,2023-03-23,6j5BK1cFX9TjJd5EXHGgAn,2694637,4MCBfE4596Uoi2O4DtmEMz
Vacilão,"Zé Felipe, Igow, Wesley Safadão","piseiro, sertanejo, arrocha, agronejo, forró, sertanejo universitário","Country, Latin",Vacilão,2023-03-16,7CJJ7JC3kj9XdweWTvfVhX,19774379,"7cmuxPnXRJxwuYDHfbD8Eu, 3Uees4yarZxpOrkxJsU8jA, 1AL2GKpmRrKXkYIcASuRFa"
Numb,Linkin Park,"nu metal, rap metal, rock, alternative metal","Metal, Rock",Meteora,2003-03-25,2nLtzopw4rPReszdYBJU6h,63049202,6XyY86QOPPrYVGvF9ch6wz
Like Crazy (English Version),Jimin,k-pop,Pop,FACE,2023-03-24,0u8rZGtXJrLtiSe34FPjGG,86402224,1oSPZhvZMIrWW5I41kPkkY
