spotify_track_id,song_name,artist_names,artist_ids,all_time_streams,years_on_chart,parent_genres,genres,album,album_date,album_label,release_date,release_date_precision,album_type
0Jiaz0O4AqnJICa9PxHhaR,Mahiye Jinna Sohna,Darshan Raval,2GoeZ0qOTt6kjsWW4eA6LS,6746066,2023,"Hip Hop, Pop, Jazz","gujarati garba, hindi pop, bollywood, gujarati pop, desi pop, desi",Dard,2023-08-09,Warner Music India,2023-08-09,day,album
0JjM9bKm4wrwohMslcm892,Still Be Friends (feat. Tory Lanez & Tyga),"G-Eazy, Tory Lanez, Tyga","02kJSzxNuaWGqwubyUba0Z, 2jku7tDXc6XoB6MO2hFuqg, 5LHRHt1k9lMyONurDHEdrp",49620535,2020,,,Still Be Friends (feat. Tory Lanez & Tyga),2020-02-07,BPG/RVG/RCA Records,2020-02-07,day,single
0Jlcvv8IykzHaSmj49uNW8,the 1,Taylor Swift,06HL4z0CvFAxyc27GXpf02,74724335,2020,,,folklore,2020-07-24,Taylor Swift,2020-07-24,day,album
0JmnkIqdlnUzPaf8sqBRs3,Moonlight,Kali Uchis,1U1el3k54VvEUzo3ybLPlM,1041420480,"2023,2024",,,Red Moon In Venus,2023-03-03,Geffen Records,2023-03-03,day,album
0JoHqmlqE0W0i9prt6kcHR,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)","Maluma, Trap Capos, Noriel, Bryant Myers, Juhn","1r4hJ1h58CWwUQe3MxPuau, 2pQAUIesBqfT87PaM1ijtk, 3RtNN1VnooWEn3KQk03DUL, 6w9ToX5slZ4uIdmD17hJ3c, 2LmcxBak1alK1bf7d1beTr",16552215,2017,"Latin, Hip Hop","reggaeton, latin, urbano latino, trap latino, trap, dembow","Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",2016-10-07,Sony Music Latin,2016-10-07,day,single
0JoWBcL61YWLXM5vW0YTHO,Bad Energy,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,24878775,2020,Hip Hop,"melodic rap, emo rap",Legends Never Die,2020-07-10,Grade A Productions/Interscope Records,2020-07-10,day,album
0JtgoDDf0ggWaoXCGhcOoT,Sunrise,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,7688122,2023,Country,country,One Thing At A Time,2023-03-03,Big Loud Records / Mercury Records / Republic Records,2023-03-03,day,album
0JzG1wJuB4v9UPkSE7LMXi,Hotel,Montell Fish,5nvWOyAkfNgVLKESq4fOj2,24418606,2022,,,Hotel,2022-09-16,"Lord’s Child, LLC",2022-09-16,day,single
0K2UmT0JOcEaLssWda2703,off the table (with The Weeknd),"Ariana Grande, The Weeknd","66CXWjxzNUsdJxJ2JdwvnR, 1Xyo4u8uXC1ZmMpatF05PJ",4447198,2020,Pop,"pop, ",Positions,2020-10-30,Republic Records,2020-10-30,day,album
0K8sKuo6xLHZgySZmmw2rV,LIFETIMES,Katy Perry,6jJ0s89eD6GaHleKKya26X,1426144,2024,Pop,pop,LIFETIMES,2024-08-08,Capitol Records,2024-08-08,day,single
0K9tfzrxJyCQIf7oAlPwaK,YA YA,Beyoncé,6vWDO969PvNqNYHIOW5v0m,12374769,2024,,,COWBOY CARTER,2024-03-29,Parkwood Entertainment/Columbia,2024-03-29,day,album
0KAzP1Rbp0Vz5pw8i1KDDI,Internet,Post Malone,246dkjvS1zLTtiykXe5h60,2981088,2019,,,Hollywood's Bleeding,2019-09-06,Republic Records,2019-09-06,day,album
0KBwGCY9RYD9t2zjeW4h48,Djomb - Bien ou quoi,Bosh,6Mm2g25BTeJ6BICPFWGkPg,14070853,2020,Hip Hop,pop urbaine,Synkinisi,2020-05-29,Arista France,2020-05-29,day,album
0KCSJzsQVxkloxoT7dyrqV,The Rumbling (TV Size),SiM,2BM933ADIluGGrPBOhPgIt,11574325,2022,"Pop, Rock","anime, j-rock",The Rumbling (TV Size),2022-01-10,PONY CANYON INC.,2022-01-10,day,single
0KJEIWTEKMfBL2J7Sn3X5I,Gang Gang,Migos,6oMuImdp5ZcFhWP0ESe6mG,3322113,2018,Hip Hop,trap,Culture II,2018-01-26,Universal Music Group,2018-01-26,day,album
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,1255531490,"2017,2018,2023,2024",,,24K Magic,2016-11-17,Atlantic Records,2016-11-17,day,album
0KPiSFlz5OUCgw7nwvhYWe,"Only You (feat. WizKid, Offset & J Balvin)","Metro Boomin, J Balvin, Wizkid, Offset","0iEtIxbK0KxaSlF7G42ZOp, 1vyhD5VmyZ7KMfW5gqLgo5, 3tVQdUvClmAT7URs9V3rsp, 4DdkRBBYG6Yk9Ka8tdJ9BW",1476660,2018,"Traditional music, R&B, Pop, Latin","reggaeton, latin, afrobeats, afrobeat, afropop, azonto, afroswing, afropiano, dancehall, ",NOT ALL HEROES WEAR CAPES,2018-11-02,Republic Records,2018-11-02,day,album
0Kdj7nwaYQmvhxnqZaIQuW,Bezos I,Bo Burnham,2Waw2sSbqvAwK8NwACNjVo,36095811,2021,Country,comedy,Inside (The Songs),2021-06-10,Bo Burnham,2021-06-10,day,album
0KkIkfsLEJbrcIhYsCL7L5,China,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin","2R21vXR83lH98kGeO99Y66, 4VMYDCV2IEDYJArk749S6m, 790FomKkXshlbRYZFtlgla, 1i8SpTcr7yvPOmcqrbnVXY, 1vyhD5VmyZ7KMfW5gqLgo5",43535871,2020,Latin,"reggaeton, trap latino, urbano latino, latin",Emmanuel,2020-05-29,"2020 Real Hasta La Muerte, LLC",2020-05-29,day,album
0KoiMHhqKLoL4xM54rcWYY,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","DJ Snake, Selena Gomez, Ozuna, Cardi B","540vIaP2JwjQb9dm3aArA4, 0C8ZW7ezQVs4URX5aX7Kqx, 1i8SpTcr7yvPOmcqrbnVXY, 4kYSro6naA4h99UJvo89HB",103782537,"2019,2020","Latin, Pop","pop, reggaeton, latin, trap latino, urbano latino, ",Carte Blanche,2019-07-25,DJ Snake Music Productions Limited,2019-07-25,day,album
0L7loeTIg6akW84aEQZpCT,Light It Up (feat. Nyla & Fuse ODG) - Remix,"Major Lazer, Nyla, Fuse ODG","738wLrAtLtCtFOLvQBXOXp, 4VZY0nxYMSNotbS7WjNVQy, 374sWpAJsbZckf98df2jJJ",53722690,"2017,2018","R&B, Traditional music, Electronic","moombahton, dancehall, azonto, afrobeats, hiplife",Peace Is The Mission: Extended,2015-06-01,Because Music,2015-06-01,day,album
0L87MffumRNWrY2SNUFcvs,Cocoon,Milky Chance,1hzfo8twXdOegF3xireCYs,15120437,2017,,,Blossom (Deluxe),2017-03-17,Vertigo Berlin,2017-03-17,day,album
0L8LOav65XwLjCLS11gNPD,Typa Girl,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,50776679,2022,Pop,k-pop,BORN PINK,2022-09-16,YG Entertainment/Interscope Records,2022-09-16,day,album
0LEFmgIj8ABU7CelzGh5Bs,Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),"Lil Yachty, DaBaby, Drake","6icQOAFXDZKsumw3YXyusw, 4r63FhuTkUYltbVAg5TQnk, 3TVXtAsR1Inumwj472S9r4",2746869,2020,Hip Hop,"rap, hip hop",Lil Boat 3,2020-05-29,Quality Control Music/Motown Records,2020-05-29,day,album
0LKErfBZ5FbBiLB4OcZRbL,El Clavo,Prince Royce,3MHaV05u0io8fQbZ2XPtlC,21621107,2018,"Latin, Pop","bachata, latin, bachata pop",El Clavo,2018-03-16,Sony Music Latin,2018-03-16,day,single
0LLsvPLHxlUk1x8r77H2b6,Things Change,Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,991338,2020,R&B,r&b,A N N I V E R S A R Y,2020-10-02,TrapSoul/RCA Records,2020-10-02,day,album
0LMwmV37RCmBO2so0szAFs,Whatever,"Kygo, Ava Max","23fqKkggKUBHNkbKtXEls4, 4npEfmQ6YuiwW1GpUmaq3F",222497972,2024,Electronic,"tropical house, ",Whatever,2024-01-19,Kygo/RCA Records,2024-01-19,day,single
0LQ1J0BCzA2qnAgp9MkkNE,MALA,"6ix9ine, Anuel AA","7gZfnEnfiaHzxARJ2LeXrf, 2R21vXR83lH98kGeO99Y66",91628236,"2018,2019",Latin,"reggaeton, trap latino, urbano latino, latin",DUMMY BOY,2018-11-27,Scumgang Records,2018-11-27,day,album
0LThjFY2iTtNdd4wviwVV2,Permission to Dance,BTS,3Nrfpe0tUJi4K4DXYWgMUX,64498513,2021,Pop,k-pop,Butter / Permission to Dance,2021-07-09,BIGHIT MUSIC,2021-07-09,day,single
0LTwdL5yZ6YOTEGUQPFuSN,ROSONES,Tito Double P,5eumcnUkdmGvkvcsx1WFNG,70921181,2024,Latin,"corrido, corridos tumbados, corridos bélicos, electro corridos, música mexicana",ROSONES,2024-12-05,Double P Records,2024-12-05,day,single
0LWkaEyQRkF0XAms8Bg1fC,Party Up,DMX,1HwM5zlC5qNWhJtM00yXzG,2584361,2021,Hip Hop,"east coast hip hop, hardcore hip hop",...And Then There Was X,1999-12-21,RAL,1999-12-21,day,album
0LZy30mVmxqUpdQmaXKXBd,ADIVINO,"Myke Towers, Bad Bunny","7iK8PXO48WeuP03g8YR51W, 4q3ewBCX7sLwd24euuV69X",221246259,2024,Latin,"reggaeton, trap latino, urbano latino, latin",ADIVINO,2024-04-25,WEA Latina,2024-04-25,day,single
0LfMuWu6FKNSDHEoxHu9iK,m12ano - feat. Mara Sattei,"thasup, Mara Sattei","19i93sA0D7yS9dYoVNBqAA, 0zoMmzmyi8N8LwzhyXPvtk",687717,2019,Hip Hop,italian trap,23 6451,2019-11-15,Epic,2019-11-15,day,album
0Li1OuXXfi7950ilZUFGkF,Cardigan,Don Toliver,4Gso3d4CscCijv0lmajZWs,6352063,2020,,,Heaven Or Hell,2020-03-13,We Run It Ent./Cactus Jack/Atlantic,2020-03-13,day,album
0Lmbke3KNVFXtoH2mMSHCw,the boy is mine,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,228488019,2024,Pop,pop,eternal sunshine,2024-03-08,Republic Records,2024-03-08,day,album
0LnS7aOdOdI1dNKZqdOLz4,Dua Lipa,Jack Harlow,2LIk90788K0zvyj2JJVwkJ,47001594,2022,,,Come Home The Kids Miss You,2022-05-06,Generation Now/Atlantic,2022-05-06,day,album
0Lsis3LB0XAK6XlTHXaJk2,MALDITA POBREZA,Bad Bunny,4q3ewBCX7sLwd24euuV69X,13534249,2020,Latin,"reggaeton, trap latino, latin, urbano latino",EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Rimas Entertainment LLC,2020-11-27,day,album
0LtVx5vsq9nfpGsWgjUin6,City Of Stars - From  La La Land  Soundtrack,"Ryan Gosling, Emma Stone","6kXm2YCtdUOpRYNKeKhfue, 68Uwx1d3EbjDJhYsLjqvIq",14236116,2017,Classical,musicals,City Of Stars (From La La Land Soundtrack),2016-11-18,Universal Music Group,2016-11-18,day,single
0Lw6aQcBFWTQ9m4MSwwwes,Homicide,"Logic, Eminem","4xRYI6VqpkE3UwrDrAZL8L, 7dGJo4pcD2V6oG8kP0tJRR",26703849,2019,Hip Hop,"rap, hip hop",Homicide,2019-05-03,Def Jam Recordings,2019-05-03,day,single
0M0ANKNzmM4Odd7FNKghzW,Akhiyaan Gulaab (From  Teri Baaton Mein Aisa Uljha Jiya ),Mitraz,3iGhlvzpXc0UHBQ7klAItX,1218518,2024,"Hip Hop, Pop, Rock","indian indie, hindi indie, desi pop, desi, hindi pop",Akhiyaan Gulaab (From  Teri Baaton Mein Aisa Uljha Jiya ),2024-01-19,T-Series,2024-01-19,day,single
0M7ai1yfYyb4OlyRgdmtTK,Intro,j-hope,0b1sIQumIAsNbqAoIClSpy,1361668,2022,"Pop, Hip Hop","k-pop, k-rap",Jack In The Box,2022-07-15,BIGHIT MUSIC,2022-07-15,day,album
0M7mWKqwTIaVjYyxfZmtTa,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,2bA6fzP0lMAQ4kz6CF61w8,1476794,2024,Country,country,Unleashed,2002-01-01,DreamWorks Nashville,2002-01-01,day,album
0MIcPSq9n2z5H8TAfEstri,Quiero Repetir,"Ozuna, J Balvin","1i8SpTcr7yvPOmcqrbnVXY, 1vyhD5VmyZ7KMfW5gqLgo5",85338021,"2017,2018",Latin,"reggaeton, latin, trap latino, urbano latino",Odisea,2017-08-25,VP Records Corp/Dimelo Vi,2017-08-25,day,album
0MLu1cFYL4ikdRTdasCQT9,M' Manc (con Geolier & Sfera Ebbasta),"Shablo, Geolier, Sfera Ebbasta","6hkKbkZGvAXuvle2FhCnxy, 27LlKWxS3KXW7RRAxN5S8s, 23TFHmajVfBtlRx5MXqgoz",3501005,2020,"Traditional music, Hip Hop, Folk/Acoustic","italian trap, canzone napoletana, neomelodico, trap",M' Manc (con Geolier & Sfera Ebbasta),2020-06-11,Universal Music Italia srL.,2020-06-11,day,single
0MMyJUC3WNnFS1lit5pTjk,"jealousy, jealousy",Olivia Rodrigo,1McMsnEElThX1knmY4oliG,329086857,"2021,2022",,,SOUR,2021-05-21,Olivia Rodrigo PS,2021-05-21,day,album
0MWiSBKm8Avs8iDIxcertp,Kiss My (Uh Oh),"Anne-Marie, Little Mix","1zNqDE7qDGCsyzJwohVaoX, 3e7awlrlDSwF3iM0WBjGMp",3770941,2021,,,Therapy,2021-07-23,Atlantic Records/Asylum,2021-07-23,day,album
0McI9sOmkpfd4E72njtU0G,Borrowed Love (feat. Swae Lee & WizKid),"Metro Boomin, Swae Lee, Wizkid","0iEtIxbK0KxaSlF7G42ZOp, 1zNqQNIdeOUZHb8zbZRFMX, 3tVQdUvClmAT7URs9V3rsp",2636828,2018,"Traditional music, R&B, Pop","afrobeats, afrobeat, afropop, azonto, afroswing, afropiano, dancehall",NOT ALL HEROES WEAR CAPES,2018-11-02,Republic Records,2018-11-02,day,album
0MfVTButkC0WU7aUcIskU6,La Dee Da,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,534534,2017,"Rock, Metal","rock, post-grunge, alternative rock, grunge, modern rock",Concrete and Gold,2017-09-15,RCA Records Label,2017-09-15,day,album
0MmNrhvLcoWjo7AOr0vgka,Linus And Lucy,Vince Guaraldi Trio,4ytkhMSAnrDP8XzRNlw9FS,1515497,2021,Jazz,christmas,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],1965-00-00,Craft Recordings,1965,year,album
0MrRAUcB8AZiB9ue2VOBYe,Sugar Wraith,Post Malone,246dkjvS1zLTtiykXe5h60,31116066,2018,,,beerbongs & bentleys,2018-04-27,Republic Records,2018-04-27,day,album
0Mrnt1YqVuW2bqmwu4VxDt,Amen (feat. Teezo Touchdown),"Drake, Teezo Touchdown","3TVXtAsR1Inumwj472S9r4, 0fGcIStdT1OpFFhOC7Wp36",35713576,2023,Hip Hop,"rap, hip hop, ",For All The Dogs,2023-10-06,OVO/Republic,2023-10-06,day,album
0MvgUGhKvrStBo2XsPuwt6,MOUNTAINS,Stray Kids,2dIgFjalVxs4ThymZ67YCE,1879895,2024,Pop,k-pop,ATE,2024-07-19,Republic Records - Stray Kids,2024-07-19,day,album
0N8MGHEDAq29ip7RrlrTeN,Beach House,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,15680074,2018,,,Sick Boy...Beach House,2018-11-16,Disruptor Records/Columbia,2018-11-16,day,album
0N9C80kcgL0xXGduKnYKWi,Love Lost,"Mac Miller, The Temper Trap","4LLpKhyESsyAXpc4laK94U, 4W48hZAnAHVOC2c8WH8pcq",6041708,2022,,,"I Love Life, Thank You",2022-07-22,Rostrum Records,2022-07-22,day,album
0NBgyml7T0IvUNbXIkcSpH,Malvadão 3,"Xamã, Gustah, Neo Beats, Bagua Records","5YwzDz4RJfTiMHS4tdR5Lf, 0nzfP49X2nrzmmkwZf180L, 6PERJZF7wohA034PAxDK0b, 2450WxbFxHjnttFAv31zGk",130957639,"2021,2022","Hip Hop, Electronic","brazilian hip hop, brazilian trap, trap, trap funk",Malvadão 3,2021-11-30,Bagua Records,2021-11-30,day,single
0NJAqnvbF6vzripOB7PclP,Babaero,"gins&melodies, Hev Abi","2WzWSpOB41g3gb78Raj6RK, 4zpGxqF6oI1h3f6Md2v42T",1073198,2024,"Pop, Hip Hop, R&B","pinoy hip hop, pinoy r&b, opm, p-pop",Babaero,2024-01-09,ARTEM RECORDS,2024-01-09,day,single
0NJp8GyCOWnQh71xKSPfuV,Freaky,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,36284134,2019,,,Freaky,2019-03-15,Mad Love/Interscope Records,2019-03-15,day,single
0NO2zL0kw8sGGnaMvHKAZF,Marisola - Remix,"Cris Mj, Duki, Nicki Nicole, Standly, Stars Music Chile","1Yj5Xey7kTwvZla8sqdsdE, 1bAftSH8umNcGZ0uyV7LMg, 2UZIAOlrnyZmyzt1nuXr9y, 0rjms710nwQTdrQheXHJfz, 2NZD6Gqfk60GEcAAnJKVsR",276523850,"2022,2023","Hip Hop, Latin","reggaeton chileno, chilean trap, chilean mambo, reggaeton, argentine trap, trap, trap latino, mambo, rkt",Marisola (Remix),2022-12-15,Virgin Music Chile,2022-12-15,day,single
0NQyryTVbjGMtWMA1eSqIn,Resenha do Arrocha,"J. Eskine, Alef Donk","4gKSUeHW82tGBeJsJSB1JC, 0aSE67DwCWR6JKhdVUmz6I",7884972,2024,"Country, Latin","arrocha, piseiro, seresta, forró",Resenha do Arrocha,2024-11-29,Latin Brega by HITLAB Records,2024-11-29,day,single
0NRHj8hDwwmSPaA41o379r,The Moment I Knew (Taylor's Version),Taylor Swift,06HL4z0CvFAxyc27GXpf02,8035759,2021,,,Red (Taylor's Version),2021-11-12,Taylor Swift,2021-11-12,day,album
0NTMtAO2BV4tnGvw9EgBVq,Bitch Better Have My Money,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,26479124,2023,,,Bitch Better Have My Money,2015-03-26,Roc Nation / Rihanna,2015-03-26,day,single
0NXRZaUn11do0EzDFlXkbj,Pi (feat. Daylyt & Ab-Soul),"J. Cole, Daylyt, Ab-Soul","6l3HvQ5sa6mXTsMTB19rO5, 573vxT6vzhNRzTVIuVRnLj, 0g9vAlRPK9Gt3FKCekk4TW",1810926,2024,Hip Hop,"rap, ",Might Delete Later,2024-04-05,"Cole World, Inc. under exclusive license to Interscope Records",2024-04-05,day,album
0NXeZp31dd0cJ9t8FdKsTg,Rockstar Chainz,Future,1RyvyyTE3xzB2ZywiAwp0i,746262,2020,Hip Hop,rap,Pluto x Baby Pluto,2020-11-13,Generation Now/Atlantic,2020-11-13,day,album
0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),"Sam Smith, Kim Petras","2wY79sveU1sp5g7SokKOiI, 3Xt3RrJMFv5SZkCfUE8C1J",1175833961,"2023,2024",Pop,"soft pop, ",Gloria,2023-01-27,Capitol Records UK / EMI,2023-01-27,day,album
0NZUqq4iLQddokgtiC44Kb,PIE,"Future, Chris Brown","1RyvyyTE3xzB2ZywiAwp0i, 7bXgB6jMjp9ATFy66eO08Z",548845,2017,"R&B, Hip Hop","rap, r&b",HNDRXX,2017-06-26,Epic/Freebandz/A1,2017-06-26,day,album
0Nhu3zSYbEz32IYiobV75e,Now Or Never,Halsey,26VFTg2z8YR0cCuwLzESi2,16650656,2017,,,hopeless fountain kingdom (Deluxe),2017-06-02,Universal Music Group,2017-06-02,day,album
0NiXXAI876aGImAd6rTj8w,Mama,"Jonas Blue, William Singe","1HBjj22wzbscIZ9sEb5dyf, 5exS0bytCYdixgv02DaCm3",397543715,"2017,2018",Electronic,"tropical house, ",Jonas Blue: Electronic Nature - The Mix 2017,2017-07-14,UMOD (Universal Music On Demand),2017-07-14,day,compilation
0NmyHZZMfVBiUSOfDmz9Bf,La ragazza con il cuore di latta,Irama,5iot8OPcosJN9nCl7I5SdK,2150688,2019,,,Giovani per sempre,2019-02-08,WM Italy,2019-02-08,day,album
0NsGFMIo2aNbAkJu48ndaf,Morena Canela,Chino Pacas,2rmkQLzj0k4nZdQehOUByO,55812237,2024,Latin,"corridos tumbados, corrido, corridos bélicos, música mexicana, electro corridos",Que Sigan Llegando Las Pacas (Extended),2024-10-18,Street Mob Records/PFL/Geffen Records,2024-10-18,day,album
0NvHg9fiix03UG7hdYx6DI,So Real,Polo G,6AgTAQt8XS6jRWi4sX7w49,937452,2021,,,Hall of Fame,2021-06-11,Columbia,2021-06-11,day,album
0NwGC0v03ysCYINtg6ns58,Better Than Revenge (Taylor's Version),Taylor Swift,06HL4z0CvFAxyc27GXpf02,51032810,2023,,,Speak Now (Taylor's Version),2023-07-07,Taylor Swift,2023-07-07,day,album
0NyOeqzqjVM9j7IuWp2oJ6,Feel Good (feat. Daya),"Gryffin, ILLENIUM, Daya","2ZRQcIgzPCVaT9XKhXZIzh, 45eNHdiiabvmbp4erw26rg, 6Dd3NScHWwnW6obMFbl1BH",503393,2017,Electronic,"edm, melodic bass, future bass, ",Feel Good (feat. Daya),2017-03-03,Universal Music Group,2017-03-03,day,single
0O3U5iwTbiXCREMkvotJuN,EL AMOR DE SU VIDA,"Grupo Frontera, Grupo Firme","6XkjpgcEsYab502Vr1bBeW, 1dKdetem2xEmjgvyymzytS",593388873,"2023,2024",Latin,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, corridos bélicos, tejano, sierreño",El Comienzo,2023-08-25,Grupo Frontera,2023-08-25,day,album
0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat","246dkjvS1zLTtiykXe5h60, 5cj0lLjcoR7YOSnhnX0Po5",584287362,"2022,2023",,,Twelve Carat Toothache,2022-06-03,Mercury Records/Republic Records,2022-06-03,day,album
0O7mJ0noFBLn8MMUJrFaF1,PROLLY HEARD,DaBaby,4r63FhuTkUYltbVAg5TQnk,959633,2019,,,KIRK,2019-09-27,South Coast Music Group/Interscope Records,2019-09-27,day,album
0O82CIwSU4tY11rQhxqAHC,USE THIS GOSPEL (feat. Kanye West & Eminem) - REMIX,"DJ Khaled, Kanye West, Eminem","0QHgL1lAIqAw0HtD7YldmP, 5K4W6rqBFWDnAN6FQUkS6x, 7dGJo4pcD2V6oG8kP0tJRR",2460563,2022,Hip Hop,"rap, hip hop",GOD DID,2022-08-25,Epic/We The Best,2022-08-25,day,album
0OA00aPt3BV10qeMIs3meW,Big Dawgs,"Hanumankind, Kalmi","4nVa6XlBFlIkF6msW57PHp, 6tYCSHLtTI54AQJFOMfU45",276899077,2024,Hip Hop,"malayalam hip hop, desi hip hop, ",Big Dawgs,2024-07-09,Universal Music India Pvt Ltd.,2024-07-09,day,single
0OCRwXbQRdOZ1OtB4Imsp1,Love Someone,Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,1292535,2018,,,3 (The Purple Album),2018-10-26,Warner Records,2018-10-26,day,album
0OEe83mMZ5kaNw5uZQ7ilG,DELRESTO (ECHOES) (feat. Beyoncé),"Travis Scott, Beyoncé","0Y5tJX1MQlPlqiwlOH1tJY, 6vWDO969PvNqNYHIOW5v0m",53518994,2023,Hip Hop,"rap, ",UTOPIA,2023-07-28,Cactus Jack/Epic,2023-07-28,day,album
0OGNtqKkjI7FCE9HZ4Khgo,Power Over Me,Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,5101190,2019,,,Power Over Me,2018-12-14,UMGRI Interscope,2018-12-14,day,single
0OI7AFifLSoGzpb8bdBLLV,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","mgk, X Ambassadors, Bebe Rexha","6TIYQ3jFPwQSRmorSezPxX, 3NPpFNZtSTHheNBaWC82rB, 64M6ah0SkkRsnPGtGiRAbb",77274224,"2017,2018",,,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]",2017-11-18,Atlantic Records,2017-11-18,day,single
0OMRAvrtLWE2TvcXorRiB9,La Gozadera (feat. Marc Anthony),"Gente De Zona, Marc Anthony","2cy1zPcrFcXAJTP0APWewL, 4wLXwxDeWQ8mtUIRPxGiD6",377647,2017,"Latin, Pop","latin, latin dance, salsa, salsa romantica, merengue, bachata, latin pop",Visualízate,2016-04-22,Sony Music Latin/Magnus,2016-04-22,day,album
0OMt4Qyetdbw2eUEvKBdHH,Remind Me,Eminem,7dGJo4pcD2V6oG8kP0tJRR,7777963,2017,Hip Hop,"rap, hip hop",Revival,2017-12-15,Universal Music Group,2017-12-15,day,album
0ORgAzmFh8N97SseJvmqgC,Love It If We Made It,The 1975,3mIj9lX2MWuHmhNCA7LSCW,1023478,2018,,,Love It If We Made It,2018-07-19,The 1975 Artist Deal P/S,2018-07-19,day,single
0ORk2pZ1dogkyfcdFfFKt8,Kids See Ghosts,KIDS SEE GHOSTS,2hPgGN4uhvXAxiXQBIXOmE,958848,2018,,,KIDS SEE GHOSTS,2018-06-08,"Getting Out Our Dreams, Inc./Def Jam Recordings",2018-06-08,day,album
0OTBOHjEaoqroFlfut1ZsH,"Royalty (feat. Ky-Mani Marley, Stefflon Don & Vybz Kartel)","XXXTENTACION, Ky-Mani Marley, Stefflon Don, Vybz Kartel","15UsOTVnJzReFVN1VCnxy4, 1XTGADISSMRf8B4TcVGYUC, 2ExGrw6XpbtUAJHTLtUXUD, 2NUz5P42WqkxilbI8ocN76",2385931,2019,"Traditional music, Hip Hop, Electronic, R&B","emo rap, reggae, ragga, roots reggae, dancehall, soca, riddim","Royalty (feat. Ky-Mani Marley, Stefflon Don & Vybz Kartel)",2019-07-19,Bad Vibes Forever / EMPIRE,2019-07-19,day,single
0OTNHGKcqQbk51bOYe462Y,ULTRA SOLO,"Polimá Westcoast, Pailita","768O5GliF0bqscyghggrbE, 4yxLYO2imECxGYTTV7RQKb",158926740,2022,"Latin, Hip Hop","chilean trap, reggaeton chileno, chilean mambo, mambo, reggaeton, urbano latino",ULTRA SOLO,2022-02-14,Sony Music Entertainment Chile S.A,2022-02-14,day,single
0OVhQZkNe7lh0fQeH96EFW,Don't Get Too High,Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,1686719,2017,R&B,r&b,True to Self,2017-05-26,TrapSoul/RCA Records,2017-05-26,day,album
0OWZFobGSIW9GrSlQ9C5pc,Marry Me,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,7333207,2018,Country,"country, acoustic country, pop country",Life Changes,2017-09-08,The Valory Music Co.,2017-09-08,day,album
0OcpVNf7hnJBPbTFMSG7CI,Frosty the Snowman,The Ronettes,7CyeXFnOrfC1N6z4naIpgo,17310365,"2020,2021,2022,2023,2024",Jazz,christmas,Sleigh Ride,2020-12-04,Legacy Recordings,2020-12-04,day,compilation
0OdTRhhGt8aq4UXh67CKQg,Someday At Christmas,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,3835049,2024,R&B,"motown, soul",Someday At Christmas (Expanded Edition),1967-00-00,UNI/MOTOWN,1967,year,album
0Odu228D0yGcFySGuxU4rY,The Take (feat. Chris Brown),"Tory Lanez, Chris Brown","2jku7tDXc6XoB6MO2hFuqg, 7bXgB6jMjp9ATFy66eO08Z",26123083,"2019,2020",R&B,r&b,Chixtape 5,2019-11-15,Mad Love/Interscope Records,2019-11-15,day,album
0OgGn1ofaj55l2PcihQQGV,Drew Barrymore,Bryce Vine,1ShZZUjkbXCjhwrb18BA8I,32677291,2018,,,Drew Barrymore,2017-12-01,Sire,2017-12-01,day,single
0Oj2M3M04NoakUWdC9CQa9,Goodbye,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,1338288,2024,,,The Party Never Ends,2024-11-29,Grade A Productions/Interscope Records,2024-11-29,day,album
