artist_1,artist_2,count,song_ids
Avicii,Rita Ora,1,['2OALaHcDdKkjYEpAr0Qzab']
Shakira,Wyclef Jean,1,['3ZFTkvIE7kyPt6Nu3PEa7V']
KYLE,Lil Yachty,1,['2EEeOnHehOozLq4aS0n6SL']
Kodak Black,Lil Wayne,1,['4DTpngLjoHj5gFxEZFeD3J']
Joey Montana,Sebastian Yatra,1,['5TysCiZtv1HnSWcTcUFusI']
A$AP Rocky,Famous Dex,1,['0dSIrRkA4PadGll16TgbnV']
Clean Bandit,Zara Larsson,1,['1x5sYLZiu9r5E43kMlt9f8']
Keala Settle,Zac Efron,1,['43ay9lQZ5rfNcOOHhRF2cM']
Carlos Vives,Sebastian Yatra,1,['0JcNysfWVWaMS7R6vzGB2k']
The Greatest Showman Ensemble,Zac Efron,1,['43ay9lQZ5rfNcOOHhRF2cM']
MC Fioti,Stefflon Don,1,['4zWO4gvuFtw6EJZC5FFGlr']
DJ Snake,Lauv,1,['0Wv5wuenRLI3BcwgT3HPIP']
Beyoncé,Eminem,1,['5PIBgH1cUFwu5IiUk9tnN9']
Hugh Jackman,Michelle Williams,1,['0RoA7ObU6phWpqhlC9zH4Z']
Hugh Jackman,Ziv Zaifman,1,['0RoA7ObU6phWpqhlC9zH4Z']
Michelle Williams,Ziv Zaifman,1,['0RoA7ObU6phWpqhlC9zH4Z']
Kesha,Macklemore,1,['2Za1AlJNvksouPPWbXpR2X']
Martin Garrix,Troye Sivan,1,['6jA8HL9i4QGzsj6fjoxp8Y']
Calvin Harris,SZA,1,['0P6AWOA4LG1XOctzaVu5tt']
Funk Wav,SZA,1,['0P6AWOA4LG1XOctzaVu5tt']
Charlie Puth,Selena Gomez,1,['54PbBpquVfhfrwRwvjSXbI']
DJ Snake,Justin Bieber,1,['0lYBSQXN6rCTvUZvg9S0lU']
Kygo,OneRepublic,1,['5gIRPQWULwrvIt0F6pY7ph']
Abraham Mateo,Christian Daniel,1,['4N1c5rmWOzRmB9SMacr5wB']
Abraham Mateo,Farruko,1,['4N1c5rmWOzRmB9SMacr5wB']
Christian Daniel,Farruko,1,['4N1c5rmWOzRmB9SMacr5wB']
A Boogie Wit da Hoodie,Kodak Black,1,['1f5cbQtDrykjarZVrShaDI']
B-Case,Belinda,1,['3xWEI23MLJrD0dpDcDUTW6']
B-Case,Juan Magán,1,['3xWEI23MLJrD0dpDcDUTW6']
B-Case,Manuel Turizo,1,['3xWEI23MLJrD0dpDcDUTW6']
B-Case,Snova,1,['3xWEI23MLJrD0dpDcDUTW6']
Belinda,Juan Magán,1,['3xWEI23MLJrD0dpDcDUTW6']
Belinda,Manuel Turizo,1,['3xWEI23MLJrD0dpDcDUTW6']
Belinda,Snova,1,['3xWEI23MLJrD0dpDcDUTW6']
Juan Magán,Manuel Turizo,1,['3xWEI23MLJrD0dpDcDUTW6']
Juan Magán,Snova,1,['3xWEI23MLJrD0dpDcDUTW6']
Manuel Turizo,Snova,1,['3xWEI23MLJrD0dpDcDUTW6']
Juan Magán,Stefflon Don,1,['4zWO4gvuFtw6EJZC5FFGlr']
A$AP Ferg,Nicki Minaj,1,['2YzmfPLqUx5CJOaw5ThsBV']
Daniel Everidge,Hugh Jackman,1,['5xNUR50KxswPRAvx7S163g']
Daniel Everidge,Keala Settle,1,['5xNUR50KxswPRAvx7S163g']
Daniel Everidge,The Greatest Showman Ensemble,1,['5xNUR50KxswPRAvx7S163g']
Daniel Everidge,Zendaya,1,['5xNUR50KxswPRAvx7S163g']
Juan Magán,MC Fioti,1,['4zWO4gvuFtw6EJZC5FFGlr']
Bruno Mars,Cardi B,1,['3Vo4wInECJQuz9BIBMOu8i']
CVBZ,Cheat Codes,1,['5uu28fUesZMl89lf9CLrgN']
CVBZ,Fetty Wap,1,['5uu28fUesZMl89lf9CLrgN']
Cheat Codes,Fetty Wap,1,['5uu28fUesZMl89lf9CLrgN']
Kendrick Lamar,SZA,1,['3GCdLUSnKSMJhs4Tj6CV3s']
Liam Payne,Rita Ora,1,['5hM6sP0Gh1jD57drszNueC']
Boyz II Men,Charlie Puth,1,['2iLGgm4O5Hia8aSfSzXS3H']
J Balvin,Stefflon Don,1,['4zWO4gvuFtw6EJZC5FFGlr']
Austyn Johnson,Cameron Seely,1,['66y7x28jXOPrcmu3D5Zjh6']
Austyn Johnson,Hugh Jackman,1,['66y7x28jXOPrcmu3D5Zjh6']
Cameron Seely,Hugh Jackman,1,['66y7x28jXOPrcmu3D5Zjh6']
Ina Wroldsen,Jax Jones,1,['6tvQzeCPwOytDlBYCIOY0n']
Eminem,Nate Dogg,1,['4xkOaSrkexMciUUogZKVTS']
Lil Peep,Marshmello,1,['6VrCmhRBFnuGKmtNfk4jDs']
Bad Bunny,Enrique Iglesias,1,['2vvdTrdryjsl8DmPIMDWZU']
Future,James Blake,1,['51rXHuKN8Loc4sUlKPODgH']
Future,Jay Rock,1,['51rXHuKN8Loc4sUlKPODgH']
Future,Kendrick Lamar,1,['51rXHuKN8Loc4sUlKPODgH']
James Blake,Jay Rock,1,['51rXHuKN8Loc4sUlKPODgH']
James Blake,Kendrick Lamar,1,['51rXHuKN8Loc4sUlKPODgH']
Jay Rock,Kendrick Lamar,1,['51rXHuKN8Loc4sUlKPODgH']
J Balvin,MC Fioti,1,['4zWO4gvuFtw6EJZC5FFGlr']
6ix9ine,Fetty Wap,1,['7q1ikCoQLytPP5TTzDy7JK']
A Boogie Wit da Hoodie,Fetty Wap,1,['7q1ikCoQLytPP5TTzDy7JK']
BloodPop®,Hailee Steinfeld,1,['3towKHKVOXCCcL1fHv6xFO']
Anitta,Jeon,1,['6MNGxu8MprKGkchUchkJsy']
J Balvin,Jeon,1,['6MNGxu8MprKGkchUchkJsy']
Quavo,Sfera Ebbasta,1,['0dLToDou8YHYJpQltj3Ijy']
Dan Caplen,Jess Glynne,1,['20ZP3Om9DvDazXrNUC7WM2']
Dan Caplen,Macklemore,1,['20ZP3Om9DvDazXrNUC7WM2']
Dan Caplen,Rudimental,1,['20ZP3Om9DvDazXrNUC7WM2']
Jess Glynne,Macklemore,1,['20ZP3Om9DvDazXrNUC7WM2']
Jess Glynne,Rudimental,1,['20ZP3Om9DvDazXrNUC7WM2']
Macklemore,Rudimental,1,['20ZP3Om9DvDazXrNUC7WM2']
Cashmere Cat,Major Lazer,1,['0as7lPxkBPctZ7uVmchRNM']
Cashmere Cat,Tory Lanez,1,['0as7lPxkBPctZ7uVmchRNM']
Major Lazer,Tory Lanez,1,['0as7lPxkBPctZ7uVmchRNM']
J Balvin,Juan Magán,1,['4zWO4gvuFtw6EJZC5FFGlr']
Carnage,Lil Pump,1,['0AcHbiMs86CCgprvc7E1gs']
Almighty,Bad Bunny,1,['7rwX0O3RlxqqIjQM8evm5E']
Almighty,DJ Luian,1,['7rwX0O3RlxqqIjQM8evm5E']
Almighty,Mambo Kingz,1,['7rwX0O3RlxqqIjQM8evm5E']
Almighty,Ozuna,1,['7rwX0O3RlxqqIjQM8evm5E']
Almighty,Wisin,1,['7rwX0O3RlxqqIjQM8evm5E']
Future,Stefflon Don,1,['4zWO4gvuFtw6EJZC5FFGlr']
Bad Bunny,Wisin,1,['7rwX0O3RlxqqIjQM8evm5E']
DJ Luian,Ozuna,1,['7rwX0O3RlxqqIjQM8evm5E']
DJ Luian,Wisin,1,['7rwX0O3RlxqqIjQM8evm5E']
Mambo Kingz,Ozuna,1,['7rwX0O3RlxqqIjQM8evm5E']
Mambo Kingz,Wisin,1,['7rwX0O3RlxqqIjQM8evm5E']
Drake,Migos,1,['6n4U3TlzUGhdSFbUUhTvLP']
21 Savage,Migos,1,['4BHzHISX21PYwGXiBEUQ70']
Chris Stapleton,Justin Timberlake,1,['1LhMopPAallLeaeNutqbgS']
Big Sean,Migos,1,['2KokOIKdw4zZutDil85Ugh']
Big Sean,Travis Scott,1,['2KokOIKdw4zZutDil85Ugh']
Big Sean,Ty Dolla $ign,1,['2KokOIKdw4zZutDil85Ugh']
Migos,Travis Scott,1,['2KokOIKdw4zZutDil85Ugh']
Migos,Ty Dolla $ign,1,['2KokOIKdw4zZutDil85Ugh']
Travis Scott,Ty Dolla $ign,1,['2KokOIKdw4zZutDil85Ugh']
Grey,Maren Morris,1,['09IStsImFySgyp0pIQdqAc']
Grey,Zedd,1,['09IStsImFySgyp0pIQdqAc']
Maren Morris,Zedd,1,['09IStsImFySgyp0pIQdqAc']
Migos,Post Malone,1,['3OnOomd79OjqSYHchCQ6ht']
2 Chainz,Migos,1,['3BvXHtUdGbfLOVxfRWn6NT']
AFROJACK,Sia,1,['2ludbmtPoyCPe2K08fAlFl']
Future,MC Fioti,1,['4zWO4gvuFtw6EJZC5FFGlr']
SZA,Travis Scott,1,['0q75NwOoFiARAVp4EXU4Bs']
Kendrick Lamar,Rihanna,1,['6SwRhMLwNqEi6alNPVG00n']
Kendrick Lamar,Rich The Kid,1,['0eHCArTPhwUxatY7cEXRiK']
Kendrick Lamar,The Weeknd,1,['4ofvoCdXq99vpMZO4Cfp8x']
Alicia Keys,Justin Timberlake,1,['3KnLHwhRhJGuQM822JVSoI']
Offset,Rich Brian,1,['16wWFYS9S4hKBk2Ofj3Ss6']
Future,Juan Magán,1,['4zWO4gvuFtw6EJZC5FFGlr']
MC Kevinho,Simone & Simaria,1,['6etab3UBCo5GOTMZqUvRka']
2 Chainz,Saudi,1,['4LmAnpjlhWTahvRkYR8xJa']
2 Chainz,ScHoolboy Q,1,['4LmAnpjlhWTahvRkYR8xJa']
Saudi,ScHoolboy Q,1,['4LmAnpjlhWTahvRkYR8xJa']
Khalid,Swae Lee,1,['5jyyPsIGM2yqkZN9R3TmvN']
Kendrick Lamar,Travis Scott,1,['5cXg9IQS34FzLVdHhp7hu7']
Anne-Marie,Marshmello,1,['08bNPGLD8AhKpnnERrAc6G']
BlocBoy JB,Drake,1,['4qKcDkK6siZ7Jp1Jb4m0aL']
Vince Staples,Yugen Blakrok,1,['7bUcBztfGqO7cSI2gMZeCI']
Calvin Harris,PARTYNEXTDOOR,1,['2rYyq0b3XWwmWl0k727OVG']
Ab-Soul,Anderson .Paak,1,['4KXwFI9pgJLpUIAc9oSL8j']
Ab-Soul,James Blake,1,['4KXwFI9pgJLpUIAc9oSL8j']
Anderson .Paak,James Blake,1,['4KXwFI9pgJLpUIAc9oSL8j']
Babes Wodumo,Zacari,1,['76iVOVsliCHlWqKuDnCfhE']
Mozzy,REASON,1,['35cOyocq8Gb6UcT0NWeTwn']
Mozzy,Sjava,1,['35cOyocq8Gb6UcT0NWeTwn']
REASON,Sjava,1,['35cOyocq8Gb6UcT0NWeTwn']
Khalid,Normani,1,['45Egmo7icyopuzJN0oMEdk']
De La Ghetto,Jason Derulo,1,['737gzPI5VAmgUGWiJ9yXuu']
De La Ghetto,Sofía Reyes,1,['737gzPI5VAmgUGWiJ9yXuu']
Jason Derulo,Sofía Reyes,1,['737gzPI5VAmgUGWiJ9yXuu']
Becky G,David Guetta,1,['4dSoDnmR9opAQ8KxUc9SbC']
Becky G,Sean Paul,1,['4dSoDnmR9opAQ8KxUc9SbC']
David Guetta,Sean Paul,1,['4dSoDnmR9opAQ8KxUc9SbC']
Ozuna,Reik,1,['6jA8JUuPCGYjFcgw0AoM5T']
Reik,Wisin,1,['6jA8JUuPCGYjFcgw0AoM5T']
21 Savage,A$AP Rocky,1,['1nO2NjuFkGaAWcMdJ1pNrp']
21 Savage,Gucci Mane,1,['1nO2NjuFkGaAWcMdJ1pNrp']
21 Savage,London On Da Track,1,['1nO2NjuFkGaAWcMdJ1pNrp']
A$AP Rocky,Gucci Mane,1,['1nO2NjuFkGaAWcMdJ1pNrp']
A$AP Rocky,London On Da Track,1,['1nO2NjuFkGaAWcMdJ1pNrp']
Gucci Mane,London On Da Track,1,['1nO2NjuFkGaAWcMdJ1pNrp']
Post Malone,Ty Dolla $ign,1,['3swc6WTsr7rl9DqQKQA55C']
Brooks,David Guetta,1,['4aBYzs8RxZMuqyOanNlf8I']
Brooks,Martin Garrix,1,['4aBYzs8RxZMuqyOanNlf8I']
Future,J Balvin,1,['4zWO4gvuFtw6EJZC5FFGlr']
6ix9ine,Young Thug,1,['1Y500yrabUJY2mIQS3RDt4']
Tory Lanez,Young Thug,1,['1Y500yrabUJY2mIQS3RDt4']
A Boogie Wit da Hoodie,Maroon 5,1,['0SvxydoxEEkXt9aMAqTfpB']
Becky G,KAROL G,1,['6kOHug1s9Nd5gsHrX8irs2']
Becky G,Lali,1,['6kOHug1s9Nd5gsHrX8irs2']
Becky G,Leslie Grace,1,['6kOHug1s9Nd5gsHrX8irs2']
Becky G,Mau y Ricky,1,['6kOHug1s9Nd5gsHrX8irs2']
KAROL G,Lali,1,['6kOHug1s9Nd5gsHrX8irs2']
KAROL G,Leslie Grace,1,['6kOHug1s9Nd5gsHrX8irs2']
KAROL G,Mau y Ricky,1,['6kOHug1s9Nd5gsHrX8irs2']
Lali,Leslie Grace,1,['6kOHug1s9Nd5gsHrX8irs2']
Lali,Mau y Ricky,1,['6kOHug1s9Nd5gsHrX8irs2']
Leslie Grace,Mau y Ricky,1,['6kOHug1s9Nd5gsHrX8irs2']
Logic,Marshmello,1,['4EAV2cKiqKP5UPZmY6dejk']
Beyoncé,DJ Khaled,1,['1W6wxOOYyJyyok8fqYSZ3m']
Beyoncé,Future,1,['1W6wxOOYyJyyok8fqYSZ3m']
Beyoncé,JAY-Z,1,['1W6wxOOYyJyyok8fqYSZ3m']
DJ Khaled,Future,1,['1W6wxOOYyJyyok8fqYSZ3m']
DJ Khaled,JAY-Z,1,['1W6wxOOYyJyyok8fqYSZ3m']
Future,JAY-Z,1,['1W6wxOOYyJyyok8fqYSZ3m']
Martin Garrix,Romy Dya,1,['0OlnLZY4cmQzT6ZGttvWBM']
Juicy J,Rae Sremmurd,1,['1BuZAIO8WZpavWVbbq3Lci']
Juicy J,Slim Jxmmi,1,['1BuZAIO8WZpavWVbbq3Lci']
Juicy J,Swae Lee,1,['1BuZAIO8WZpavWVbbq3Lci']
Jamie Scott,Romy Dya,1,['0OlnLZY4cmQzT6ZGttvWBM']
Jamie Scott,Martin Garrix,1,['0OlnLZY4cmQzT6ZGttvWBM']
David Guetta,Romy Dya,1,['0OlnLZY4cmQzT6ZGttvWBM']
Cheat Codes,Kiiara,1,['2zLIP4R6Yt3afkyh7uhmar']
David Guetta,Jamie Scott,1,['0OlnLZY4cmQzT6ZGttvWBM']
Logic,Wiz Khalifa,1,['0jqBo5RYn008f4ZY8kPewW']
Big Sean,Logic,1,['5KVciTEfXvpcFHR3RFbtJy']
Logic,Young Sinatra,1,['3W4JFzOQdo5J2Wgt9DFg24']
2 Chainz,Logic,1,['58cvckETahSOG74RP5WE99']
Lil Yachty,Trippie Redd,1,['6tarvNiKnEjYMj1VZhlDqR']
Lil Yachty,Ugly God,1,['2PsZsnqSMXt4oKi0xHVvgF']
Lil Yachty,Quavo,1,['5uAMiB0RMCjdq7p5mEjfY1']
Lil Pump,Lil Yachty,1,['3ALgsy4RtDm58xl3VNoSgZ']
Lil Pump,Offset,1,['3ALgsy4RtDm58xl3VNoSgZ']
Nacho,Yandel,1,['3VClLWqNn80Llv0PJOsKgr']
Lil Yachty,PnB Rock,1,['2jey6aQoRNao7Ou9ftOXFC']
Lil Yachty,YoungBoy Never Broke Again,1,['6K2anECyrckidwf5wxS78Q']
2 Chainz,K$upreme,1,['6M1qLtDxfOeBSbM5HnIo54']
2 Chainz,Lil Yachty,1,['6M1qLtDxfOeBSbM5HnIo54']
K$upreme,Lil Yachty,1,['6M1qLtDxfOeBSbM5HnIo54']
Lil Yachty,Tee Grizzley,1,['6asKJPlXOTx6BLyGnEAagB']
DJ A1,YBN Nahmir,1,['00gpGR84M27moP7AFuqHIx']
Chris Brown,Lil Dicky,1,['10Igtw8bSDyyFs7KIsKngZ']
Joey Bada$$,XXXTENTACION,1,['7J2gyNghNTzl4EsLhXp01Q']
Kygo,Miguel,1,['6xTU6B6nFwKKTSZ9ySXS80']
Andrez Babii,Judah,1,['14boA065HMHWvqyPPEeN4y']
Andrez Babii,Rio Santana,1,['14boA065HMHWvqyPPEeN4y']
Andrez Babii,XXXTENTACION,1,['14boA065HMHWvqyPPEeN4y']
Judah,Rio Santana,1,['14boA065HMHWvqyPPEeN4y']
Judah,XXXTENTACION,1,['14boA065HMHWvqyPPEeN4y']
Rio Santana,XXXTENTACION,1,['14boA065HMHWvqyPPEeN4y']
Matt OX,XXXTENTACION,1,['65u1dHQyQyE4y4aN2eDmMF']
PnB Rock,XXXTENTACION,1,['6rAGFgcGtlIdYxlhDizXNo']
Mambo Kingz,Yandel,1,['3VClLWqNn80Llv0PJOsKgr']
Charlie Puth,Kehlani,1,['1lsBTdE6MGsKeZCD6llNu7']
Jonas Blue,Sabrina Carpenter,1,['0RUTnY2B3s05fZuCHsNaUP']
Bad Bunny,Cazzu,1,['2CRbiMK0W14l71SpDKqKZM']
Bad Bunny,Duki,1,['2CRbiMK0W14l71SpDKqKZM']
Bad Bunny,KHEA,1,['2CRbiMK0W14l71SpDKqKZM']
Cazzu,Duki,1,['2CRbiMK0W14l71SpDKqKZM']
Cazzu,KHEA,1,['2CRbiMK0W14l71SpDKqKZM']
Duki,KHEA,1,['2CRbiMK0W14l71SpDKqKZM']
Drake,N.E.R.D,1,['739vCwA3EpBSkk3uDsI2wB']
Drake,Rihanna,1,['739vCwA3EpBSkk3uDsI2wB']
N.E.R.D,Rihanna,1,['739vCwA3EpBSkk3uDsI2wB']
Paulo Londra,Piso 21,1,['2RVrdr062uLFxXwIxwdXPH']
Diplo,Lil Xan,1,['7thTA3hqO2MgOlzo0rPInX']
Diplo,Lil Yachty,1,['6GW4n7EdAV9w8YpAgtJnuc']
Diplo,Santigold,1,['6GW4n7EdAV9w8YpAgtJnuc']
Lil Yachty,Santigold,1,['6GW4n7EdAV9w8YpAgtJnuc']
Mambo Kingz,Nacho,1,['3VClLWqNn80Llv0PJOsKgr']
A$AP Rocky,BlocBoy JB,1,['3ZYwSDF9knZI0RVlKR4PHC']
Khalid,Rich The Kid,1,['4j30n3zuJQJ5qGA6rSTaST']
Lil Wayne,Rich The Kid,1,['0qFX9pVJQB4lBMxRoFXqGr']
Logic,Sam Smith,1,['3n3b5WNEohHP7Ou4ndBo6b']
DJ Luian,Yandel,1,['3VClLWqNn80Llv0PJOsKgr']
Gucci Mane,Ty Dolla $ign,1,['0TFVOjSvPTjFHkiZZekK5k']
Quavo,Ty Dolla $ign,1,['0TFVOjSvPTjFHkiZZekK5k']
Future,Rich The Kid,1,['0ITqOOwNtw5DP2GLYAlTQx']
Offset,Rich The Kid,1,['0P1O6JO2i19etVxXqgPHpa']
Quavo,Rich The Kid,1,['0P1O6JO2i19etVxXqgPHpa']
Hayley Kiyoko,Kehlani,1,['5nFyaoBWwwMJ9fv33tZ2MB']
Ricky Martin,Wisin,1,['0oFqlgK2LJ9eMlpGBCmRvf']
Ricky Martin,Yandel,1,['0oFqlgK2LJ9eMlpGBCmRvf']
AJR,Rivers Cuomo,1,['5537GkcZu99NDs1gH9iCOY']
KYLE,Kehlani,1,['4F1yvJfQ7gJkrcgFJQDjOr']
DJ Luian,Nacho,1,['3VClLWqNn80Llv0PJOsKgr']
Calvin Harris,Dua Lipa,1,['76dIZzTdrNO15mGBrU3MHi']
Cardi B,SZA,1,['1f5PNhkNgUpvDEeZfcIlO1']
Bad Bunny,Cardi B,1,['58q2HKrzhC3ozto2nDdN4z']
Cardi B,J Balvin,1,['58q2HKrzhC3ozto2nDdN4z']
Cardi B,Chance the Rapper,1,['00B7TZ0Xawar6NZ00JFomN']
Cardi B,Kehlani,1,['5DfWF0jqMgZDCiu9zJENTA']
BloodPop®,John Legend,1,['7gevvAspxft2qQmcvJjNBH']
Cardi B,YG,1,['0CfmNX2TXk7yoJqHJiixnp']
Jay Electronica,Justin Bieber,1,['0sPJELXHyWpFgkxlzvvRFI']
Jay Electronica,Poo Bear,1,['0sPJELXHyWpFgkxlzvvRFI']
Justin Bieber,Poo Bear,1,['0sPJELXHyWpFgkxlzvvRFI']
Halsey,Thirty Seconds To Mars,1,['04CyO54TZk5tEylFg2Df41']
Bomba Estéreo,Tainy,1,['5LciLoxa1gK70yIUeoHgRx']
Bea Miller,NOTD,1,['18W92Zm1KjLCbUIszOhpkD']
G-Eazy,YBN Nahmir,1,['794QVQtFNy7hvtjQP1keQd']
G-Eazy,Yo Gotti,1,['794QVQtFNy7hvtjQP1keQd']
YBN Nahmir,Yo Gotti,1,['794QVQtFNy7hvtjQP1keQd']
Nicki Minaj,Young Thug,1,['5I30ByMf5nhgbSokY1EZiN']
Bad Bunny,Casper Magico,1,['3V8UKqhEK5zBkBb6d6ub8i']
Bad Bunny,Darell,1,['3V8UKqhEK5zBkBb6d6ub8i']
Bad Bunny,Nicky Jam,1,['3V8UKqhEK5zBkBb6d6ub8i']
Bad Bunny,Nio Garcia,1,['3V8UKqhEK5zBkBb6d6ub8i']
Casper Magico,Darell,1,['3V8UKqhEK5zBkBb6d6ub8i']
Casper Magico,Nicky Jam,1,['3V8UKqhEK5zBkBb6d6ub8i']
Casper Magico,Nio Garcia,1,['3V8UKqhEK5zBkBb6d6ub8i']
Casper Magico,Ozuna,1,['3V8UKqhEK5zBkBb6d6ub8i']
Darell,Nicky Jam,1,['3V8UKqhEK5zBkBb6d6ub8i']
Darell,Nio Garcia,1,['3V8UKqhEK5zBkBb6d6ub8i']
Bad Bunny,Nacho,1,['3VClLWqNn80Llv0PJOsKgr']
Nicky Jam,Nio Garcia,1,['3V8UKqhEK5zBkBb6d6ub8i']
Migos,Nicki Minaj,1,['4wFjTWCunQFKtukqrNijEt']
Nio Garcia,Ozuna,1,['3V8UKqhEK5zBkBb6d6ub8i']
Paloma Faith,Sigala,1,['5xzCzOAOfRi4DOttSzvznR']
MC Kekel,MC Rita,1,['76KDy62J99FKu6ZsxMJy3j']
Leslie Grace,Noriel,1,['31M5m42C3EGlbydf9XB5to']
Bad Bunny,Cosculluela,1,['0r9d60ZYPAlFHq8qnUtkXN']
Lary Over,Luis Figueroa,1,['2alIsNw1mqEShbWyO1HXZZ']
Lary Over,Sebastian Yatra,1,['2alIsNw1mqEShbWyO1HXZZ']
Luis Figueroa,Sebastian Yatra,1,['2alIsNw1mqEShbWyO1HXZZ']
Cardi B,Nicki Minaj,1,['4wFjTWCunQFKtukqrNijEt']
Drew Love,The Chainsmokers,1,['3pWcj8hxj3fsb9TDAcMpEl']
J Balvin,Liam Payne,1,['0Y4hwUppbGc8aIBmiTz30A']
6LACK,Khalid,1,['6Hgh47WXVKtXN5zGOu0hjI']
6LACK,Ty Dolla $ign,1,['6Hgh47WXVKtXN5zGOu0hjI']
Khalid,Ty Dolla $ign,1,['6Hgh47WXVKtXN5zGOu0hjI']
Alex Sensation,Ozuna,1,['7ofxPmTNMj2GP07g1VZa0O']
Rae Sremmurd,Travis Scott,1,['1oUudyBYVGMIC8JXeIsFzq']
Slim Jxmmi,Travis Scott,1,['1oUudyBYVGMIC8JXeIsFzq']
Nicky Jam,Shakira,1,['70lnL3QaSOIIyMa2X9aVRL']
Capo Plaza,DrefGold,1,['093RgZ7RXHZwIrxZhZYX4Q']
Capo Plaza,Sfera Ebbasta,1,['093RgZ7RXHZwIrxZhZYX4Q']
Dagny,Seeb,1,['2GGGm4MLQynB3I4E4ycIYC']
Avicii,Billy Raffoul,1,['12ip0ceCeszDTDFxDY1AXJ']
Avicii,Nicky Romero,1,['2bNrvWD9d5Zn9tS8XvcaMk']
Avicii,Tim Berg,1,['6J7ZSdEEYo3ns4gnHdwRL0']
Avicii,Leona Lewis,1,['3bxtgzAeAZPdRtKoPL5GG2']
Banx & Ranx,Ella Eyre,1,['1HagMz5nWk1HmevNCBOxF3']
Banx & Ranx,Yxng Bane,1,['1HagMz5nWk1HmevNCBOxF3']
Ella Eyre,Yxng Bane,1,['1HagMz5nWk1HmevNCBOxF3']
Lil Skies,Rich The Kid,1,['7ms3VzLTfr7fXNOqA4Mkx9']
Camila Cabello,Daddy Yankee,1,['3whrwq4DtvucphBPUogRuJ']
Kyla,Wizkid,1,['1zi7xx7UVEFkmKfv06H8x0']
Nicki Minaj,Post Malone,1,['6IaieqiCVvsNvEt6Y7yOFa']
G-Eazy,Post Malone,1,['688QpQAwqsLdBR6lr13wK1']
G-Eazy,YG,1,['688QpQAwqsLdBR6lr13wK1']
Post Malone,YG,1,['688QpQAwqsLdBR6lr13wK1']
Capital Bra,Ufo361,1,['0d0d2CuQSQDF7Q7vNhwA3i']
Drake,Wizkid,1,['1zi7xx7UVEFkmKfv06H8x0']
DJ RD,MC MM,1,['68uKHxQzoY6gd7YSKJf21J']
Becky G,Daddy Yankee,1,['6U2NuJILEOEpW2tVCuqKHb']
Daddy Yankee,NATTI NATASHA,1,['6U2NuJILEOEpW2tVCuqKHb']
Lenny Tavárez,Paulo Londra,1,['3TnhQSRwT3AVMdXw5JPq0x']
Khalid,Shawn Mendes,1,['5SwEgzUFDHwpWHKrbnP32Z']
Kanye West,Lil Uzi Vert,1,['3DoBTwfr8yi2LN08SBpFkN']
Kanye West,Travis Scott,1,['3DoBTwfr8yi2LN08SBpFkN']
Lil Uzi Vert,Travis Scott,1,['3DoBTwfr8yi2LN08SBpFkN']
Charlie Charles,Ghali,1,['4BGmYEDOK1swwoxTtfmVZD']
Charlie Charles,Sfera Ebbasta,1,['4BGmYEDOK1swwoxTtfmVZD']
Ghali,Sfera Ebbasta,1,['4BGmYEDOK1swwoxTtfmVZD']
Drake,Kyla,1,['1zi7xx7UVEFkmKfv06H8x0']
Halsey,The Chainsmokers,1,['7BKLCZ1jbUBVqRi2FVlTVw']
Coldplay,The Chainsmokers,1,['6RUKPb4LETWmmr3iAEQktW']
Clean Bandit,Julia Michaels,1,['2xmrfQpmS2iJExTlklLoAL']
Manuel Turizo,Piso 21,1,['1j6xOGusnyXq3l6IryKF3G']
Justin Jesso,Kygo,1,['0Zbbxnx4SGGHoIow4PpISP']
James Arthur,Juicy J,1,['3ZbJMlEL4Kcme0ONRO7Slx']
James Arthur,Marshmello,1,['3ZbJMlEL4Kcme0ONRO7Slx']
Juicy J,Marshmello,1,['3ZbJMlEL4Kcme0ONRO7Slx']
2 Chainz,Christina Aguilera,1,['5eQ9IwVa9EodrmIItRQpaA']
2 Chainz,Ty Dolla $ign,1,['5eQ9IwVa9EodrmIItRQpaA']
Christina Aguilera,Ty Dolla $ign,1,['5eQ9IwVa9EodrmIItRQpaA']
Future,Rae Sremmurd,1,['2TtWdYXulGcHCeUJUWwZ4M']
Future,Slim Jxmmi,1,['2TtWdYXulGcHCeUJUWwZ4M']
Future,Swae Lee,1,['2TtWdYXulGcHCeUJUWwZ4M']
Julia Michaels,Trippie Redd,1,['2OvV4NjEBRE9v8Oo7QeUCq']
Rae Sremmurd,The Weeknd,1,['6nI74KsH94IN0J2vp5shdT']
Slim Jxmmi,The Weeknd,1,['6nI74KsH94IN0J2vp5shdT']
Swae Lee,The Weeknd,1,['6nI74KsH94IN0J2vp5shdT']
Fedez,J-AX,1,['0ptaq4BSl6jrXfGyLzJjYE']
Enrique Iglesias,Pitbull,1,['1BuTNbYxxFYezD1tT8AJR9']
Maluma,Wolfine,1,['0SaYeGhSXN0dDWstyNTQ56']
Bebe Rexha,Cardi B,1,['1YNQscOx6OqBQjxgJVhEeW']
Bebe Rexha,Charli xcx,1,['1YNQscOx6OqBQjxgJVhEeW']
Bebe Rexha,Rita Ora,1,['1YNQscOx6OqBQjxgJVhEeW']
Cardi B,Charli xcx,1,['1YNQscOx6OqBQjxgJVhEeW']
Cardi B,Rita Ora,1,['1YNQscOx6OqBQjxgJVhEeW']
Charli xcx,Rita Ora,1,['1YNQscOx6OqBQjxgJVhEeW']
