artist_1,artist_1_id,artist_2,artist_2_id,count,song_ids
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,1,['567e29TDzLwZwfDuEpGTwo']
Elton John,3PhoLpVuITZKcymswpck5b,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,1,['6JIC3hbC28JZKZ8AlAqX8h']
Elton John,3PhoLpVuITZKcymswpck5b,PNAU,6n28c9qs9hNGriNa72b26u,1,['6JIC3hbC28JZKZ8AlAqX8h']
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,PNAU,6n28c9qs9hNGriNa72b26u,1,['6JIC3hbC28JZKZ8AlAqX8h']
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,1,['5Z9KJZvQzH6PFmb8SNkxuk']
Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,JID,6U3ybJ9UHNKEdsH7ktGBZ7,1,['3CIyK1V4JEJkg02E4EJnDl']
Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,Arcane,57nPqD7z62gDdq37US9XJR,2,"['3CIyK1V4JEJkg02E4EJnDl', '5UlnuulVAVmmesw4VzqHdG']"
League of Legends,47mIJdHORyRerp4os813jD,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,2,"['3CIyK1V4JEJkg02E4EJnDl', '5UlnuulVAVmmesw4VzqHdG']"
Arcane,57nPqD7z62gDdq37US9XJR,JID,6U3ybJ9UHNKEdsH7ktGBZ7,1,['3CIyK1V4JEJkg02E4EJnDl']
League of Legends,47mIJdHORyRerp4os813jD,JID,6U3ybJ9UHNKEdsH7ktGBZ7,1,['3CIyK1V4JEJkg02E4EJnDl']
League of Legends,47mIJdHORyRerp4os813jD,Arcane,57nPqD7z62gDdq37US9XJR,2,"['3CIyK1V4JEJkg02E4EJnDl', '5UlnuulVAVmmesw4VzqHdG']"
Cherish,1c70yCa8sRgIiQxl3HOEFo,ACRAZE,4pnp4w9g30yLfVIAFnZMRd,1,['20on25jryn53hWghthWWW3']
Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,SZA,7tYKF4w9nC0nq9CsPZTHyP,1,['3DarAbFujv6eYNliUTyqtz']
BTS,3Nrfpe0tUJi4K4DXYWgMUX,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1,['46HNZY1i7O6jwTA7Slo2PI']
Mc Danny,3PZTvUS5fUUhV3EKAjqdZk,Zé Felipe,7cmuxPnXRJxwuYDHfbD8Eu,1,['5VTjBl3ddZEiG2LrH4VzyR']
DaBaby,4r63FhuTkUYltbVAg5TQnk,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,1,['5nujrmhLynf4yMoMtj8AQF']
Marília Mendonça,1yR65psqiazQpeM79CcGh8,George Henrique & Rodrigo,3FlCKtwOEYQQYyGVEbxG2Z,1,['2wSCalnGOnXdAJC0Fn8OUY']
Tainy,0GM7qgcRCORpGnfcN2tCiB,Bad Bunny,4q3ewBCX7sLwd24euuV69X,2,"['4gzsuuZypVbxs0Af1LSZyB', '71wFwRo8xGc4lrcyKwsvba']"
Tainy,0GM7qgcRCORpGnfcN2tCiB,Julieta Venegas,2QWIScpFDNxmS6ZEMIUvgm,1,['4gzsuuZypVbxs0Af1LSZyB']
Julieta Venegas,2QWIScpFDNxmS6ZEMIUvgm,Bad Bunny,4q3ewBCX7sLwd24euuV69X,1,['4gzsuuZypVbxs0Af1LSZyB']
