spotify_track_id,song,artist,genres,parent_genres,album,time,all_streams,years_on_chart,song_type
000xQL6tZNLJzIrtIgxqSl,Still Got Time (feat. PARTYNEXTDOOR),"ZAYN,PARTYNEXTDOOR",r&b,R&B,Still Got Time (feat. PARTYNEXTDOOR),03:08,106734890,2017,Collaboration
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,The Killers,alternative rock,Rock,Hot Fuss,03:42,781058438,2020,Solo
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,The Killers,alternative rock,Rock,Hot Fuss,03:42,781058438,2021,Solo
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,The Killers,alternative rock,Rock,Hot Fuss,03:42,781058438,2022,Solo
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,The Killers,alternative rock,Rock,Hot Fuss,03:42,781058438,2023,Solo
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,The Killers,alternative rock,Rock,Hot Fuss,03:42,781058438,2024,Solo
00EPIEnX1JFjff8sC6bccd,No Me Acuerdo,"Thalia,NATTI NATASHA","latin pop, reggaeton, latin, urbano latino",Latin,No Me Acuerdo,03:37,99336818,2018,Collaboration
00ZKeP47bZtswtANkvxz2j,Baile do Bruxo,"Tropa do Bruxo,DJ Ws da Igrejinha,SMU,Triz,Mc Menor Thalis","funk, funk de bh, brazilian trap, brazilian funk, funk carioca",Hip Hop,Baile do Bruxo,03:41,62094603,2023,Collaboration
00ZKeP47bZtswtANkvxz2j,Baile do Bruxo,"Tropa do Bruxo,DJ Ws da Igrejinha,SMU,Triz,Mc Menor Thalis","funk, funk de bh, brazilian trap, brazilian funk, funk carioca",Hip Hop,Baile do Bruxo,03:41,62094603,2024,Collaboration
00rxTS5TKv3oXpDA6nWfBi,Maria Mariah,"JC NO BEAT,DJ F7,MC Meno Dani,Silva Mc","funk, brazilian funk",Hip Hop,Maria Mariah,01:58,25477272,2023,Collaboration
00rxTS5TKv3oXpDA6nWfBi,Maria Mariah,"JC NO BEAT,DJ F7,MC Meno Dani,Silva Mc","funk, brazilian funk",Hip Hop,Maria Mariah,01:58,25477272,2024,Collaboration
00syWkRGIVQvYsg2OwfBUw,East Side of Sorrow,Zach Bryan,"country, red dirt",Country,Zach Bryan,03:29,20301852,2023,Solo
0163eXbLwh5dFhKa73n9wG,300 Noches,"Belinda,Natanael Cano","latin pop, corridos tumbados, corrido, corridos bélicos, sad sierreño, electro corridos, sierreño, música mexicana, banda",Latin,300 Noches,03:24,22606321,2024,Collaboration
017PF4Q3l4DBUiWoXk4OWT,Break My Heart,Dua Lipa,pop,Pop,Future Nostalgia,03:41,675204956,2020,Solo
017PF4Q3l4DBUiWoXk4OWT,Break My Heart,Dua Lipa,pop,Pop,Future Nostalgia,03:41,675204956,2021,Solo
01DOm09B2AbiTARAbXVI6g,CHopstix (with Travis Scott),"ScHoolboy Q,Travis Scott",rap,Hip Hop,CHopstix (with Travis Scott),03:01,10407677,2019,Collaboration
01Qb6dN5suQNu87VJ1mIpf,Did It Again,Lil Tecca,"melodic rap, rap",Hip Hop,Did It Again,01:56,11335143,2019,Solo
01TnVDiet1DFTsyWKUKovl,NUMB,XXXTENTACION,emo rap,Hip Hop,?,03:06,53948923,2018,Solo
01ppKlDRCmPpusO3yNrSRY,TELEFONO NUEVO,"Bad Bunny,Luar La L","reggaeton, trap latino, latin, urbano latino",Latin,nadie sabe lo que va a pasar mañana,05:54,62498370,2023,Collaboration
01qFKNWq73UfEslI0GvumE,3D (feat. Jack Harlow),"Jung Kook,Jack Harlow","k-pop, ",Pop,3D : The Remixes,03:21,732886323,2023,Collaboration
01qFKNWq73UfEslI0GvumE,3D (feat. Jack Harlow),"Jung Kook,Jack Harlow","k-pop, ",Pop,3D : The Remixes,03:21,732886323,2024,Collaboration
01uk7IzZyFNfQTDBXxx6NB,One Last Song,Sam Smith,soft pop,Pop,The Thrill Of It All (Special Edition),03:12,11843789,2017,Solo
020wG4EHTwBy5h2rbpxqvK,SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),"Marracash,thasup,Sfera Ebbasta","italian trap, trap",Hip Hop,Persona,03:43,10580175,2019,Collaboration
0247StOpd3AkeBQzANX4Zf,Do They Know It's Christmas? - 1984 Version,Band Aid,christmas,Jazz,Do They Know It's Christmas?,03:42,243113452,2018,Solo
0247StOpd3AkeBQzANX4Zf,Do They Know It's Christmas? - 1984 Version,Band Aid,christmas,Jazz,Do They Know It's Christmas?,03:42,243113452,2019,Solo
0247StOpd3AkeBQzANX4Zf,Do They Know It's Christmas? - 1984 Version,Band Aid,christmas,Jazz,Do They Know It's Christmas?,03:42,243113452,2020,Solo
0247StOpd3AkeBQzANX4Zf,Do They Know It's Christmas? - 1984 Version,Band Aid,christmas,Jazz,Do They Know It's Christmas?,03:42,243113452,2021,Solo
02CrqOYzrJR8fYOffhvRZZ,number one girl,ROSÉ,k-pop,Pop,number one girl,03:36,31799929,2024,Solo
02FaKXXL7KUtRc7K0k54tL,Cozy Little Christmas,Katy Perry,pop,Pop,Cozy Little Christmas,03:02,26385207,2019,Solo
02FaKXXL7KUtRc7K0k54tL,Cozy Little Christmas,Katy Perry,pop,Pop,Cozy Little Christmas,03:02,26385207,2020,Solo
02FaKXXL7KUtRc7K0k54tL,Cozy Little Christmas,Katy Perry,pop,Pop,Cozy Little Christmas,03:02,26385207,2022,Solo
02FaKXXL7KUtRc7K0k54tL,Cozy Little Christmas,Katy Perry,pop,Pop,Cozy Little Christmas,03:02,26385207,2023,Solo
02FaKXXL7KUtRc7K0k54tL,Cozy Little Christmas,Katy Perry,pop,Pop,Cozy Little Christmas,03:02,26385207,2024,Solo
02H58MSfVESkKyx4diDgu7,LOST!,RM,"k-pop, k-rap",Pop,"Right Place, Wrong Person",03:53,13610233,2024,Solo
02WacdrRpm4zlP8H7X6bnQ,Dancing On My Own,Calum Scott,soft pop,Pop,Dancing On My Own,04:20,25318526,2017,Solo
02itaCXOdC54J0ISjqqFAp,All Around The World (La La La),"R3HAB,A Touch Of Class","slap house, edm, europop, eurodance",Electronic,All Around The World (La La La),02:27,105576121,2019,Collaboration
02jLfqc9gMo8PkHEGHY3OT,Si Te La Encuentras Por Ahí,Feid,"reggaeton, urbano latino",Latin,Si Te La Encuentras Por Ahí,03:11,41725702,2022,Solo
02kDW379Yfd5PzW5A6vuGt,Lemonade,"Internet Money,Gunna,Don Toliver,NAV",melodic rap,Hip Hop,"Lemonade (feat. Gunna, Don Toliver & NAV)",03:15,19804278,2020,Collaboration
02wk5BttM0QL38ERjLPQJB,Cool With You,NewJeans,k-pop,Pop,NewJeans 2nd EP 'Get Up',02:27,73125120,2023,Solo
030mot3ZKR3oskfMsqDB2R,Have Yourself A Merry Little Christmas,Judy Garland,christmas,Jazz,Meet Me In St. Louis,02:42,11363891,2019,Solo
030mot3ZKR3oskfMsqDB2R,Have Yourself A Merry Little Christmas,Judy Garland,christmas,Jazz,Meet Me In St. Louis,02:42,11363891,2020,Solo
030mot3ZKR3oskfMsqDB2R,Have Yourself A Merry Little Christmas,Judy Garland,christmas,Jazz,Meet Me In St. Louis,02:42,11363891,2021,Solo
03IpZ9yqJlo3EIgDQUgBSF,Nueva Era,"Duki,Myke Towers","argentine trap, trap, trap latino, reggaeton, urbano latino",Hip Hop,AMERI,03:37,22705801,2024,Collaboration
03LfOYi0icz4souspZVVhq,"Nicky Jam: Bzrp Music Sessions, Vol. 41","Bizarrap,Nicky Jam","argentine trap, trap latino, urbano latino, reggaeton, latin",Hip Hop,"Nicky Jam: Bzrp Music Sessions, Vol. 41",02:38,80323165,2021,Collaboration
03fs6oV5JAlbytRYf3371S,Everything I Love,Morgan Wallen,country,Country,One Thing At A Time,03:07,19841480,2023,Solo
03iCbZaM4OkRR4We6wIzvx,IDOL,"BTS,Nicki Minaj","k-pop, ",Pop,Love Yourself 結 'Answer',04:20,20342559,2018,Collaboration
03rwnftfgpYVO6QDWOZcG6,Drew A Picasso,Drake,"rap, hip hop",Hip Hop,For All The Dogs,04:22,23169266,2023,Solo
03y045SZqaC94yfXl1cU4E,Petrouchka (feat. PLK),"Soso Maness,PLK",pop urbaine,Hip Hop,Avec le temps,03:09,16974759,2021,Collaboration
040I32EKLxQrkuxQu1pqvT,Saturn,SZA,r&b,R&B,SOS Deluxe: LANA,03:06,20782725,2024,Solo
042x9bsUBWW2fJgJ6fUh61,Not Going Home (feat. Gia Koka),"DVBBS,CMC$,Gia Koka","edm, big room, electronica, ",Electronic,Not Going Home (feat. Gia Koka),03:16,31785540,2017,Collaboration
04CttTezSnv71USiiG9mIo,Lighthouse - Andrelli Remix,"Hearts & Colors,Andrelli",tropical house,Electronic,Lighthouse (Andrelli Remix),03:38,39296383,2017,Collaboration
04CyMEHliadfQWMUJb1w99,BURN,"¥$,Kanye West,Ty Dolla $ign","rap, ",Hip Hop,VULTURES 1,01:51,72563010,2024,Collaboration
04DwTuZ2VBdJCCC5TROn7L,In the Name of Love,"Martin Garrix,Bebe Rexha","edm, electronica, progressive house, ",Electronic,The Martin Garrix Collection,03:15,216649184,2017,Collaboration
04MLEeAMuV9IlHEsD8vF6A,No Stylist (feat. Drake),"French Montana,Drake","rap, hip hop",Hip Hop,No Stylist,03:12,183799468,2018,Collaboration
04MLEeAMuV9IlHEsD8vF6A,No Stylist (feat. Drake),"French Montana,Drake","rap, hip hop",Hip Hop,No Stylist,03:12,183799468,2019,Collaboration
04WxWo7XeVyx22xEsrWRUb,GOD'S COUNTRY,Travis Scott,rap,Hip Hop,UTOPIA,02:07,49566640,2023,Solo
04cd1MHVq1D8v1nuTZoCdv,Puntos Suspensivos,Piso 21,"reggaeton, colombian pop, pop urbano",Pop,Ubuntu,03:06,12884126,2018,Solo
04cd1MHVq1D8v1nuTZoCdv,Puntos Suspensivos,Piso 21,"reggaeton, colombian pop, pop urbano",Pop,Ubuntu,03:06,12884126,2019,Solo
04ndZkbKGthTgYSv3xS7en,Cupido,TINI,latin pop,Pop,Cupido,02:54,343089026,2023,Solo
04vLj9QUXoKdRlsp3gkURo,Mele Kalikimaka (Merry Christmas),"Bing Crosby,The Andrews Sisters","christmas, big band, swing music",Easy listening,White Christmas,02:55,36535554,2018,Collaboration
04vLj9QUXoKdRlsp3gkURo,Mele Kalikimaka (Merry Christmas),"Bing Crosby,The Andrews Sisters","christmas, big band, swing music",Easy listening,White Christmas,02:55,36535554,2019,Collaboration
04vLj9QUXoKdRlsp3gkURo,Mele Kalikimaka (Merry Christmas),"Bing Crosby,The Andrews Sisters","christmas, big band, swing music",Easy listening,White Christmas,02:55,36535554,2024,Collaboration
053zWWZDziDJd3U94x8RuP,Todo Mundo Menos Você,"Marília Mendonça,Maiara & Maraisa","sertanejo, sertanejo universitário, arrocha, forró, piseiro",Country,Festa das Patroas 35%,03:26,40023075,2021,Collaboration
053zWWZDziDJd3U94x8RuP,Todo Mundo Menos Você,"Marília Mendonça,Maiara & Maraisa","sertanejo, sertanejo universitário, arrocha, forró, piseiro",Country,Festa das Patroas 35%,03:26,40023075,2022,Collaboration
059bcIhyc2SBwm6sw2AZzd,Te Vi,"Piso 21,Micro TDH","reggaeton, colombian pop, pop urbano, ",Pop,Te Vi,03:51,209597510,2019,Collaboration
059qzhNaJb8tsqpdl2bHfF,Una Velita,Bad Bunny,"reggaeton, trap latino, latin, urbano latino",Latin,Una Velita,03:59,10090210,2024,Solo
05KOgYg8PGeJyyWBPi5ja8,Free Smoke,Drake,"rap, hip hop",Hip Hop,More Life,03:38,51271511,2017,Solo
05WVKTdZhlIMX4qqMLuo0f,BELLAKEO,"Peso Pluma,Anitta","corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda, brazilian pop, funk pop, funk carioca, funk, pagode baiano",Latin,BELLAKEO,03:17,366110417,2023,Collaboration
05WVKTdZhlIMX4qqMLuo0f,BELLAKEO,"Peso Pluma,Anitta","corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda, brazilian pop, funk pop, funk carioca, funk, pagode baiano",Latin,BELLAKEO,03:17,366110417,2024,Collaboration
05Z7jet4VDNVgNQWcYHnrk,Party (feat. Usher & Gucci Mane),"Chris Brown,USHER,Gucci Mane","r&b, southern hip hop, rap, trap",R&B,Party (feat. Usher & Gucci Mane),03:40,13609737,2017,Collaboration
05ZXXyeZFhZtA6DAP3Aw7x,Loca (feat. Cali y El Dandee),"Maite Perroni,Cali Y El Dandee","latin pop, colombian pop, reggaeton",Pop,Loca (feat. Cali y El Dandee),03:54,14297713,2017,Collaboration
05aZ9sAU1YXndHv0FMi9iW,Demons (feat. Fivio Foreign & Sosa Geek),"Drake,Fivio Foreign,Sosa Geek","rap, hip hop, brooklyn drill, new york drill, drill, uk drill",Hip Hop,Dark Lane Demo Tapes,03:24,13197609,2020,Collaboration
05bfbizlM5AX6Mf1RRyMho,AM Remix,"Nio Garcia,J Balvin,Bad Bunny","reggaeton, trap latino, latin, urbano latino",Latin,AM Remix,04:21,367271465,2021,Collaboration
05bfbizlM5AX6Mf1RRyMho,AM Remix,"Nio Garcia,J Balvin,Bad Bunny","reggaeton, trap latino, latin, urbano latino",Latin,AM Remix,04:21,367271465,2022,Collaboration
05mAIVLkIWc2d1UBYZBCp8,1999,"Charli xcx,Troye Sivan","hyperpop, art pop, ",Pop,1999,03:09,32852205,2018,Collaboration
05rJdH2MRLJ3sQoEUO78qs,Paradinha,Anitta,"brazilian pop, funk pop, funk carioca, funk, pagode baiano",Pop,Paradinha,02:21,38276224,2017,Solo
05t7JMip6JrLuSrMV5yYjX,Envy Me,Calboy,melodic rap,Hip Hop,Envy Me,02:00,73509849,2019,Solo
05tGmdz9dVZ4yGqz4YJdPK,La Intención,"Christian Nodal,Peso Pluma","banda, ranchera, mariachi, norteño, música mexicana, grupera, corrido, corridos tumbados, corridos bélicos, sad sierreño, electro corridos",Latin,La Intención,04:09,43957690,2024,Collaboration
05zd5Nv0e02ZqrlC8A2cwx,United In Grief,Kendrick Lamar,"hip hop, west coast hip hop",Hip Hop,Mr. Morale & The Big Steppers,04:15,36566509,2022,Solo
06FCvd7rrRcF3DdvWH5Isp,LUST.,Kendrick Lamar,"hip hop, west coast hip hop",Hip Hop,DAMN.,05:07,35455979,2017,Solo
06JvOZ39sK8D8SqiqfaxDU,True Love,"Kanye West,XXXTENTACION","rap, emo rap",Hip Hop,True Love,02:28,51482863,2022,Collaboration
06Qo2fYR2KS1F7bL338iVT,Closer to You (feat. Major Lazer),"Jung Kook,Major Lazer","k-pop, moombahton",Pop,GOLDEN,02:50,28085712,2023,Collaboration
06qMRF18gwbOYYbnP2du6i,Last Christmas - Single Version,Wham!,christmas,Jazz,The Singles: Echoes from the Edge of Heaven,04:25,645877076,2023,Solo
06qMRF18gwbOYYbnP2du6i,Last Christmas - Single Version,Wham!,christmas,Jazz,The Singles: Echoes from the Edge of Heaven,04:25,645877076,2024,Solo
06s3QtMJVXw1AJX3UfvZG1,Hasta Que Dios Diga,"Anuel AA,Bad Bunny","reggaeton, trap latino, urbano latino, latin",Latin,Emmanuel,04:06,196191970,2020,Collaboration
073ILU1C3APNRGF66VhtyA,Liar,Camila Cabello,pop,Pop,Romance,03:27,57503074,2019,Solo
073ILU1C3APNRGF66VhtyA,Liar,Camila Cabello,pop,Pop,Romance,03:27,57503074,2020,Solo
079Ey5uxL04AKPQgVQwx5h,Baila Conmigo (with Rauw Alejandro),"Selena Gomez,Rauw Alejandro","pop, reggaeton, urbano latino, trap latino, latin",Latin,Revelación - EP,03:06,170621325,2021,Collaboration
07FkzikE6FuHIa8Ma7zJGc,Lie,NF,christian hip hop,Hip Hop,Perception,03:29,13235639,2018,Solo
07KXEDMj78x68D884wgVEm,High Fashion (feat. Mustard),"Roddy Ricch,Mustard","melodic rap, ",Hip Hop,Please Excuse Me for Being Antisocial,03:40,222761594,2020,Collaboration
07Oz5StQ7GRoygNLaXs2pd,Good as Hell (feat. Ariana Grande) - Remix,"Lizzo,Ariana Grande",pop,Pop,Good as Hell (feat. Ariana Grande) [Remix],02:39,132301024,2019,Collaboration
07Oz5StQ7GRoygNLaXs2pd,Good as Hell (feat. Ariana Grande) - Remix,"Lizzo,Ariana Grande",pop,Pop,Good as Hell (feat. Ariana Grande) [Remix],02:39,132301024,2020,Collaboration
07bsRv0pcpbG4zJeLsUs1p,Eyes Closed,Ed Sheeran,soft pop,Pop,Eyes Closed,03:14,15712580,2023,Solo
07rmSXN6vNoquX1AsWd9pP,Lalala,"Y2K,bbno$",meme rap,Hip Hop,Lalala,02:40,12017351,2019,Collaboration
07s9NNOT0sZQp7TyolLLgu,Own It (feat. Ed Sheeran & Burna Boy),"Stormzy,Burna Boy,Ed Sheeran","grime, uk drill, afrobeats, afrobeat, afropop, afroswing, dancehall, afropiano, soft pop",Traditional music,Own It (feat. Ed Sheeran & Burna Boy),03:36,26568908,2019,Collaboration
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,Arctic Monkeys,"indie, garage rock",Rock,AM,02:41,998545471,2022,Solo
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,Arctic Monkeys,"indie, garage rock",Rock,AM,02:41,998545471,2023,Solo
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,Arctic Monkeys,"indie, garage rock",Rock,AM,02:41,998545471,2024,Solo
08EPQiLMyGB8GJX2EiVoCM,Blaues Licht,"RAF Camora,Bonez MC",german hip hop,Hip Hop,Zukunft,02:24,15849970,2021,Collaboration
08F16baYbciTva9P4BvpiI,MAFIA,Travis Scott,rap,Hip Hop,ESCAPE PLAN / MAFIA,04:00,17668670,2021,Solo
08LwMWf5Tcfsd752EPzFV0,i n t e r l u d e,J. Cole,rap,Hip Hop,The Off-Season,02:13,28850851,2021,Solo
08WPvDEsHvTFuB9w8tC2OS,Now and Later,Sage The Gemini,hyphy,Hip Hop,Morse Code,03:13,103051504,2017,Solo
08XWh5c0BMyD1nKVxxl91z,Fountains (with Tems),"Drake,Tems","rap, hip hop, afrobeats, alté, afrobeat, afropop",Traditional music,Certified Lover Boy,03:12,21240887,2021,Collaboration
08aYFNUTIOMGq93e2VSArQ,Que Le De,"Rauw Alejandro,Nicky Jam","reggaeton, urbano latino, trap latino, latin",Latin,Que Le De,03:45,10185839,2019,Collaboration
08bNPGLD8AhKpnnERrAc6G,FRIENDS,"Marshmello,Anne-Marie","edm, ",Electronic,FRIENDS,03:22,705121626,2018,Collaboration
08bNPGLD8AhKpnnERrAc6G,FRIENDS,"Marshmello,Anne-Marie","edm, ",Electronic,FRIENDS,03:22,705121626,2019,Collaboration
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,"rock, hard rock, classic rock, rock and roll",Rock,Back In Black,04:15,12828872,2020,Solo
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,"rock, hard rock, classic rock, rock and roll",Rock,Back In Black,04:15,12828872,2024,Solo
09CnYHiZ5jGT1wr1TXJ9Zt,Thank You (Not So Bad),"Dimitri Vegas & Like Mike,Tiësto,Dido,W&W,Dimitri Vegas,Like Mike","big room, electronica, edm, electro, trance, house, dance, ",Electronic,Thank You (Not So Bad),02:20,122164941,2024,Collaboration
09FfQO3PqHO4HIJL511Ksi,Nice Guy (with Jessie Reyez),"Eminem,Jessie Reyez","rap, hip hop, ",Hip Hop,Kamikaze,02:30,18273729,2018,Collaboration
09IStsImFySgyp0pIQdqAc,The Middle,"Zedd,Maren Morris,Grey","edm, country, ",Country,The Middle,03:04,421847588,2018,Collaboration
09IStsImFySgyp0pIQdqAc,The Middle,"Zedd,Maren Morris,Grey","edm, country, ",Country,The Middle,03:04,421847588,2019,Collaboration
09IStsImFySgyp0pIQdqAc,The Middle,"Zedd,Maren Morris,Grey","edm, country, ",Country,The Middle,03:04,421847588,2020,Collaboration
09OojFvtrM9YRzRjnXqJjA,Rockin' Around the Christmas Tree - Rerecorded Version,Brenda Lee,christmas,Jazz,A Brenda Lee Christmas,02:06,22727636,2017,Solo
09OojFvtrM9YRzRjnXqJjA,Rockin' Around the Christmas Tree - Rerecorded Version,Brenda Lee,christmas,Jazz,A Brenda Lee Christmas,02:06,22727636,2018,Solo
09OojFvtrM9YRzRjnXqJjA,Rockin' Around the Christmas Tree - Rerecorded Version,Brenda Lee,christmas,Jazz,A Brenda Lee Christmas,02:06,22727636,2019,Solo
09OojFvtrM9YRzRjnXqJjA,Rockin' Around the Christmas Tree - Rerecorded Version,Brenda Lee,christmas,Jazz,A Brenda Lee Christmas,02:06,22727636,2020,Solo
09OojFvtrM9YRzRjnXqJjA,Rockin' Around the Christmas Tree - Rerecorded Version,Brenda Lee,christmas,Jazz,A Brenda Lee Christmas,02:06,22727636,2021,Solo
09OojFvtrM9YRzRjnXqJjA,Rockin' Around the Christmas Tree - Rerecorded Version,Brenda Lee,christmas,Jazz,A Brenda Lee Christmas,02:06,22727636,2022,Solo
09OojFvtrM9YRzRjnXqJjA,Rockin' Around the Christmas Tree - Rerecorded Version,Brenda Lee,christmas,Jazz,A Brenda Lee Christmas,02:06,22727636,2023,Solo
09OojFvtrM9YRzRjnXqJjA,Rockin' Around the Christmas Tree - Rerecorded Version,Brenda Lee,christmas,Jazz,A Brenda Lee Christmas,02:06,22727636,2024,Solo
09WAnxdBuebQopKhJT3oZS,TRELLAS,Bad Bunny,"reggaeton, trap latino, latin, urbano latino",Latin,EL ÚLTIMO TOUR DEL MUNDO,02:37,10733416,2020,Solo
09gysnJpfQ3ublBmJDfcEC,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),"Amaarae,Kali Uchis,MOLIY","alté, afrobeats",R&B,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),03:24,121090034,2021,Collaboration
09gysnJpfQ3ublBmJDfcEC,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),"Amaarae,Kali Uchis,MOLIY","alté, afrobeats",R&B,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),03:24,121090034,2022,Collaboration
09u787BYeYIGd2mFIJ505t,Cry Your Heart Out,Adele,soft pop,Pop,30,04:15,23730056,2021,Solo
0A37XY67wSdGqkGjtfW6aV,Fantasias - Remix,"Rauw Alejandro,Anuel AA,NATTI NATASHA,Farruko,Lunay","reggaeton, urbano latino, trap latino, latin",Latin,Fantasias (Remix) [feat. Farruko & Lunay],04:27,37301719,2020,Collaboration
0A5gdlrpAuQqZ2iFgnqBFW,Moonlight,Gaullin,slap house,Electronic,Moonlight,02:53,26178542,2019,Solo
0AYt6NMyyLd0rLuvr0UkMH,Slime You Out (feat. SZA),"Drake,SZA","rap, hip hop, r&b",Hip Hop,For All The Dogs,05:10,64203088,2023,Collaboration
0AaV4MJrgmLV3XhoiWXjjb,evermore (feat. Bon Iver),"Taylor Swift,Bon Iver",indie folk,Folk/Acoustic,evermore,05:04,14830858,2020,Collaboration
0ArVfVP8B5svkfj8clHNzB,Screw The World - Interlude,Drake,"rap, hip hop",Hip Hop,For All The Dogs,01:52,11686492,2023,Solo
0At2qAoaVjIwWNAqrscXli,Boo'd Up,Ella Mai,r&b,R&B,READY,04:16,50751755,2018,Solo
0AtP8EkGPn6SwxKDaUuXec,Remember The Name (feat. Eminem & 50 Cent),"Ed Sheeran,Eminem,50 Cent","soft pop, rap, hip hop, east coast hip hop",Hip Hop,No.6 Collaborations Project,03:27,46081673,2019,Collaboration
0B3FovCVaGKS5w1FTidEUP,BROWN SKIN GIRL,"Blue Ivy,SAINt JHN,Beyoncé,Wizkid","afrobeats, afrobeat, afropop, azonto, afroswing, afropiano, dancehall",Traditional music,The Lion King: The Gift,04:08,11155049,2019,Collaboration
0B6g379TMw0nYGXA7y5xHz,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Metro Boomin,Future,Lil Uzi Vert","rap, melodic rap",Hip Hop,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),04:05,25149300,2023,Collaboration
0BFQC00Y58JtjMyTXOJazO,S91,KAROL G,"reggaeton, latin, urbano latino",Latin,MAÑANA SERÁ BONITO (BICHOTA SEASON),02:53,146102400,2023,Solo
0BUkQGUXgcvf3gdCWYbtnJ,Oh Garota Eu Quero Você Só Pra Mim,"Oruam,Zé Felipe,MC Tuto,Dj Lc da Roça,MC K9,Mc Rodrigo do CN,mc pl alves","brazilian trap, trap funk, trap, piseiro, sertanejo, arrocha, agronejo, forró, sertanejo universitário, funk, funk consciente, funk carioca, brazilian funk, funk de bh",Country,Oh Garota Eu Quero Você Só Pra Mim,02:46,16994558,2024,Collaboration
0Be7sopyKMv8Y8npsUkax2,Tacones Rojos,Sebastian Yatra,"colombian pop, reggaeton, latin",Pop,Tacones Rojos,03:09,82145212,2021,Solo
0Be7sopyKMv8Y8npsUkax2,Tacones Rojos,Sebastian Yatra,"colombian pop, reggaeton, latin",Pop,Tacones Rojos,03:09,82145212,2022,Solo
0BiDnJFB3TlRB6aji7jUz3,Rey Sin Reina,Julión Álvarez y su Norteño Banda,"banda, norteño, grupera, corrido",Latin,Atento Aviso ... Rey Sin Reina,02:30,114379985,2024,Solo
0BnTBAGmr9FtYwkZrwKhwS,Just Us (feat. SZA),"DJ Khaled,SZA",r&b,R&B,Father Of Asahd,03:41,29356244,2019,Collaboration
0Bv7O6fmZk3GrNQFYJaXPn,"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]","La Pantera,Quevedo,Juseph,ABHIR,BEJO,Cruz Cafuné,EL IMA","reggaeton, ",Latin,"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",06:53,109400475,2022,Collaboration
0CBFOvHlyqy30Q5tbyNHfQ,Want To,Dua Lipa,pop,Pop,Want To,03:32,24364838,2018,Solo
0CBQ0m3mufWH75LTYB3s6h,Let It Fly (feat. Travis Scott),"Lil Wayne,Travis Scott","rap, hip hop",Hip Hop,Tha Carter V,03:06,27889593,2018,Collaboration
0CYTGMBYkwUxrj1MWDLrC5,CHORRITO PA LAS ANIMAS,Feid,"reggaeton, urbano latino",Latin,SIXDO,02:48,615573385,2022,Solo
0CYTGMBYkwUxrj1MWDLrC5,CHORRITO PA LAS ANIMAS,Feid,"reggaeton, urbano latino",Latin,SIXDO,02:48,615573385,2023,Solo
0Clb9aiXWa0dvVff5aN4VN,Think Before I Talk,Astrid S,norwegian pop,Pop,Think Before I Talk,03:04,13989777,2017,Solo
0CrcwVLUe8wzLUIXgjXVZJ,Kill Bill (feat. Doja Cat),"SZA,Doja Cat","r&b, ",R&B,Kill Bill (feat. Doja Cat),02:55,47448142,2023,Collaboration
0CtZpaOhtzvLV3FfcsVpQo,Besharam Rang (From  Pathaan ),"Vishal-Shekhar,Shilpa Rao,Caralisa Monteiro,Vishal Dadlani,Shekhar Ravjiani,Kumaar","bollywood, desi, hindi pop, desi pop",Hip Hop,Besharam Rang (From  Pathaan ),04:18,36214003,2022,Collaboration
0CtZpaOhtzvLV3FfcsVpQo,Besharam Rang (From  Pathaan ),"Vishal-Shekhar,Shilpa Rao,Caralisa Monteiro,Vishal Dadlani,Shekhar Ravjiani,Kumaar","bollywood, desi, hindi pop, desi pop",Hip Hop,Besharam Rang (From  Pathaan ),04:18,36214003,2023,Collaboration
0D75ciM842cdUMKSMfAR9y,Baila Conmigo (with Rauw Alejandro),"Selena Gomez,Rauw Alejandro","pop, reggaeton, urbano latino, trap latino, latin",Latin,Baila Conmigo (with Rauw Alejandro),03:06,89118775,2021,Collaboration
0D8ZpOXVjapLXrjz5VfZSD,Pray,Sam Smith,soft pop,Pop,Pray,03:41,25722331,2017,Solo
