artist_name,artist_id,genres,num_hits,num_collab_hits
Prince Royce,3MHaV05u0io8fQbZ2XPtlC,"bachata, bachata pop, latin, pop, reggaeton, trap latino, urbano latino",3,2
Mambo Kingz,2T1aUibqR2QC2sINIDQOAK,"bachata, bachata pop, hip hop, latin, pop, reggaeton, trap, trap latino, urbano latino",4,4
DJ Luian,64aJYyrXljOodnUG6jvhRD,"bachata, bachata pop, hip hop, latin, pop, reggaeton, trap, trap latino, urbano latino",4,4
Hailee Steinfeld,5p7f24Rk5HkUZsaS3BLG5F,"acoustic country, country, edm, electronic, pop country",4,3
Alesso,4AVFqumd2ogHFlRbKIjp1t,"acoustic country, country, edm, electronic, pop country",2,1
Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,"acoustic country, country, edm, electronic, pop country",3,2
WATT,4olE3I5QU0dvSR7LIpqTXc,"acoustic country, country, edm, electronic, pop country",1,1
Anitta,7FNnA9vBm6EKceENgCGRMb,"agronejo, arrocha, brazilian funk, brazilian pop, country, forró, funk, funk carioca, funk pop, hip hop, latin, pagode baiano, piseiro, pop, r&b, reggaeton, sertanejo, sertanejo universitário",8,5
Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,"electronic, tropical house",15,1
ZAYN,5ZsFI1h6hIdQRw2ti0hz81,,9,4
Sia,5WUlDfRSoLAfcVSX1WnrxN,"big room, dance, edm, electronic, moombahton",10,7
Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,"emo rap, hip hop, melodic rap, rage rap, rap, trap",10,8
Becky G,4obzFoKoKRHIphyHzJ35G3,"argentine trap, bachata, bachata pop, dance, dancehall, edm, electronic, hip hop, latin, latin pop, pop, reggaeton, traditional music, trap latino, urbano latino",8,8
Logic,4xRYI6VqpkE3UwrDrAZL8L,"boom bap, east coast hip hop, edm, electronic, hardcore hip hop, hip hop, pop, rap, soft pop, southern hip hop",27,15
Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,"edm, electronic",4,2
French Montana,6vXTefBL93Dj5IqAWq6OTv,"art pop, big room, dance, edm, electronic, hip hop, hyperpop, latin, moombahton, pop, rap, reggaeton, trap latino",10,10
Swae Lee,1zNqQNIdeOUZHb8zbZRFMX,"afrobeat, afrobeats, afropiano, afropop, afroswing, azonto, crunk, dancehall, electronic, emo rap, hip hop, latin, memphis rap, moombahton, pop, r&b, rap, reggaeton, traditional music, urbano latino",19,19
Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,"acoustic country, art pop, country, dance, edm, electronic, hyperpop, latin, pop, pop country, reggaeton",7,5
Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,"new jack swing, pop, quiet storm, r&b, soft pop",8,4
ZAAC,76Xa625geVw0Q7BdyxNjA2,"brazilian funk, brazilian pop, funk, funk carioca, funk pop, hip hop, latin, pagode baiano, pop, r&b",1,1
Maejor,3XcCT5MPlQPWFTJyzXbfuX,"brazilian funk, brazilian pop, funk, funk carioca, funk pop, hip hop, latin, pagode baiano, pop, r&b",1,1
Tropkillaz,5bzWtCkjIAMgN93gLt56SO,"brazilian funk, brazilian pop, funk, funk carioca, funk pop, hip hop, latin, pagode baiano, pop, r&b",1,1
DJ Yuri Martins,0xA8Rmfl9di0sVaPl9AyR9,"brazilian funk, brazilian pop, funk, funk carioca, funk pop, hip hop, latin, pagode baiano, pop, r&b",1,1
Quavo,0VRj0yCOv2FXJNP47XQnx5,"hip hop, italian trap, melodic rap, rap, southern hip hop, trap",27,22
Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,"hip hop, r&b, rap, trap, west coast hip hop",13,10
Big Shaq,7mnAzEmgquhrVtGob81SmO,,1,0
Kygo,23fqKkggKUBHNkbKtXEls4,"electronic, pop, r&b, soft pop, tropical house",6,6
Justin Jesso,1QDrz3DMMaz3TB1cm0PGDu,"electronic, tropical house",1,1
Piso 21,4bw2Am3p9ji3mYsXNXtQcd,"argentine trap, colombian pop, hip hop, latin, pop, pop urbano, reggaeton, trap latino",3,2
Manuel Turizo,0tmwSHipWxN12fsoLcFU3B,"colombian pop, latin, latin pop, pop, pop urbano, reggaeton, trap latino, urbano latino",7,4
Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,"afrobeat, afrobeats, afropiano, afropop, afroswing, azonto, dancehall, hip hop, latin, melodic rap, pop, r&b, rap, reggaeton, southern hip hop, traditional music, trap",16,16
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,"afrobeat, afrobeats, afropiano, afropop, afroswing, azonto, dancehall, hip hop, latin, melodic rap, pop, r&b, rap, reggaeton, southern hip hop, traditional music, trap",15,15
Clean Bandit,6MDME20pz9RveH9rEXvrOM,"dancehall, latin, traditional music",6,6
Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m,"hip hop, melodic rap, pop",6,4
The Chainsmokers,69GGBxA162lTqCwzJG5jLp,"bass house, country, edm trap, electronic, hip hop",13,8
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,,3,1
Drake,3TVXtAsR1Inumwj472S9r4,"afrobeat, afrobeats, afropiano, afropop, afroswing, azonto, dancehall, east coast hip hop, hip hop, latin, melodic rap, memphis rap, pop, r&b, rap, reggaeton, southern hip hop, traditional music, trap, trap latino, urbano latino",39,15
Wizkid,3tVQdUvClmAT7URs9V3rsp,"afrobeat, afrobeats, afropiano, afropop, afroswing, azonto, dancehall, edm, electronic, hip hop, latin, pop, r&b, rap, reggaeton, traditional music",4,4
Kyla,6TK7fjRPdy2GW2pJzNF23L,"afrobeat, afrobeats, afropiano, afropop, afroswing, azonto, dancehall, hip hop, pop, r&b, rap, traditional music",1,1
Shakira,0EmeFodog0BfCgMzAIvKQp,"latin, latin pop, pop, reggaeton, urbano latino",4,4
Nicky Jam,1SupJlEpv7RS2tPNRaHViT,"bachata, bachata pop, dembow, latin, latin pop, pop, reggaeton, trap latino, urbano latino",7,7
Alex Sensation,0OROVBEZCocg0FcgJpyBse,"latin, reggaeton, trap latino, urbano latino",1,1
Axwell /\ Ingrosso,2XnBwblw31dfGnspMIwgWz,,2,0
Migos,6oMuImdp5ZcFhWP0ESe6mG,"edm, electronic, hip hop, melodic rap, rap, southern hip hop, trap",29,13
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,"afro house, dance, edm, electronic, hip hop, hyphy, k-pop, latin, melodic rap, memphis rap, pop, rap, reggaeton, southern hip hop, trap, trap latino, urbano latino",31,24
Nacho,2ayNSoKPCRAfjp6hQ76hRu,"latin, reggaeton, trap latino, urbano latino",2,1
Yandel,0eHQ9o50hj6ZDNBt6Ys1sD,"latin, latin pop, pop, reggaeton, trap latino, urbano latino",6,6
Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,"edm, electronic, pop",18,4
Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,"dance, edm, electronic, electronica, future house, pop, progressive house",8,8
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,"art pop, big room, dance, dancehall, edm, electronic, electronica, future house, hardstyle, hyperpop, latin, pop, progressive house, reggaeton, traditional music",11,11
Jamie Scott,29QbBR0oTzA7A0kiOzrbbr,"dance, edm, electronic, electronica, progressive house",1,1
Romy Dya,5gWzmnHTLNXz5CjOc0wAuK,"dance, edm, electronic, electronica, progressive house",1,1
Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,"hip hop, rap",4,1
MC Fioti,2W6kbe0nm96COrHzNmfLLd,"brazilian funk, dancehall, funk, hip hop, latin, r&b, rap, reggaeton, traditional music",1,1
Future,1RyvyyTE3xzB2ZywiAwp0i,"brazilian funk, cloud rap, dancehall, east coast hip hop, emo rap, funk, hip hop, latin, melodic rap, pop, r&b, rap, reggaeton, soft pop, traditional music, trap, west coast hip hop",27,22
Stefflon Don,2ExGrw6XpbtUAJHTLtUXUD,"brazilian funk, dancehall, funk, hip hop, latin, r&b, rap, reggaeton, traditional music",2,2
Juan Magán,1ackd5XprZEkH3McKbQD51,"brazilian funk, colombian pop, dancehall, funk, hip hop, latin, latin hip hop, latin pop, pop, r&b, rap, reggaeton, traditional music",3,3
Wisin,3E6xrwgnVfYCrCs0ePERDz,"hip hop, latin, latin pop, pop, reggaeton, trap, trap latino, urbano latino",6,6
A$AP Ferg,5dHt1vcEm9qb8fCyLcB3HL,"hip hop, rap",2,1
Carlos Vives,4vhNDa5ycK0ST968ek7kRr,"colombian pop, latin, latin pop, pop, reggaeton, vallenato",1,1
Sebastian Yatra,07YUOmWljBTXwIseAUd9TW,"colombian pop, dembow, hip hop, latin, latin pop, pop, reggaeton, salsa, salsa romantica, trap, trap latino, vallenato",6,5
Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,,2,1
Rita Ora,5CCwRZC6euC8Odo6y9X8jr,"art pop, edm, electronic, hyperpop, pop",7,3
Famous Dex,0WOxhx4hikIsyF3CRPLC8W,"hip hop, rap",2,1
Joey Montana,3ATyg4fGC9F8trfb0GRWmX,"colombian pop, latin, pop, reggaeton",1,1
Kodak Black,46SHBwWsqBkxI7EeeBEQG7,"emo rap, hip hop, melodic rap, rap, southern hip hop, trap",12,9
Lil Wayne,55Aa2cqylxrFIXC767Z865,"emo rap, g-funk, gangster rap, hip hop, r&b, rap, trap, west coast hip hop",29,16
Avicii,1vCWHaC5f2uS3yhpwWbIA6,"big room, edm, electro house, electronic, progressive house",18,6
Lauv,5JZ7CnR6gTvEMKX4g70Amv,,7,2
DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,"east coast hip hop, hip hop, r&b, rap",5,5
Chance the Rapper,1anyVhU62p31KFi8MEzkbf,"hip hop, rap",7,4
Alan Walker,7vk5e3vY1uw9plTHJAMwjN,,5,5
Noah Cyrus,55fhWPvDiMpLnE4ZzNXZyW,"emo rap, hip hop",3,3
Digital Farm Animals,5fyDppLDl1juIu1BcUT5zh,,3,3
Juliander,4gvkdged3Xw3ImXFm3jiay,,2,2
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,"hip hop, r&b, rap, west coast hip hop",4,3
Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,"hip hop, r&b, rage rap",2,2
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"dubstep, edm, electro, electronic, hip hop, melodic rap, r&b, rage rap, rap, trap, west coast hip hop",39,21
Liam Payne,5pUo3fmmHT8bhCyHE52hA6,"electronic, latin, reggaeton, tropical house",5,5
Calvin Harris,7CajNmpbOovFoOoasH2HaY,"afrobeat, afrobeats, afropiano, afropop, afroswing, azonto, dancehall, edm, electronic, hip hop, pop, r&b, soft pop, traditional music, trap",8,8
Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,"edm, electronic, hip hop, pop, west coast hip hop",5,4
Katy Perry,6jJ0s89eD6GaHleKKya26X,"edm, electronic, pop",1,1
Big Sean,0c173mlxpT3dSFRgMO8XPh,"edm, electronic, hip hop, hyphy, pop, rap, southern hip hop, trap",4,4
Funk Wav,4A0TivfinfALCAMJqqjZIk,"edm, electronic, hip hop, pop, r&b, trap",3,3
Bruno Mars,0du5cEVh5yTK9QJze8zA0C,"hip hop, rap, southern hip hop, trap",5,3
Jowell & Randy,4IMAo2UQchVFyPH24PAjUs,"latin, reggaeton, urbano latino",1,1
Macklemore,3JhNCzhSMTxs9WLGJJxWOY,,4,4
Ryan Lewis,4myTppRgh0rojLxx8RycOp,,1,1
Macklemore & Ryan Lewis,6WLvgbfYXQPO396oJEYCsi,,1,1
Ray Dalton,4e0nWw2r4BoQSKPQ2zpU13,,1,1
Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,"dance, edm, electronic, latin, latin pop, pop, reggaeton, trap latino, urbano latino",4,4
XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,"christian hip hop, cloud rap, dark trap, emo rap, hip hop, horrorcore, latin, melodic rap, rage rap, rap, rap rock, reggaeton, rock, urbano latino",53,16
Zacari,3qBKjEOanahMxlRojwCzhI,"gqom, hip hop, traditional music, west coast hip hop",3,2
mgk,6TIYQ3jFPwQSRmorSezPxX,,2,1
X Ambassadors,3NPpFNZtSTHheNBaWC82rB,,1,1
BloodPop®,1okJ4NC308qbtY9LyHn6DO,"neo soul, pop, r&b, soft pop",3,3
Outkast,1G9G7WwrXka3Z1r7aIDjI7,"hip hop, southern hip hop",1,0
Miguel,360IAlyVv4PCEVjgyMZrxK,"electronic, hip hop, r&b, rap, tropical house",3,3
Ty Dolla $ign,7c0XG5cIJTrrAgEC3ULPiq,"emo rap, hip hop, rap, southern hip hop, trap",10,10
Lil Xan,3EXdLajEO02ziZ90P90bSW,"cloud rap, electronic, hip hop, moombahton",2,1
Zedd,2qxJFvFYMEDqd7ui6kSAcq,"country, edm, electronic, pop",4,4
Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,"hip hop, rap, southern hip hop, trap",12,12
Frank Ocean,2h93pZq0e7k5yf4dywlkpM,"edm, electronic, hip hop, rap, trap",3,2
Daya,6Dd3NScHWwnW6obMFbl1BH,,1,1
Foster The People,7gP3bB2nilZXLfPHJhMdvc,,1,0
Romeo Santos,5lwmRuXgjX8xIwlnauTZIP,"bachata, bachata pop, latin, pop, reggaeton, trap latino, urbano latino",4,4
BTS,3Nrfpe0tUJi4K4DXYWgMUX,"edm, electro house, electronic, k-pop, pop",25,4
Desiigner,7pFeBzX627ff0VnN6bxPR4,"edm, electro house, electronic, k-pop, pop",1,1
Steve Aoki,77AiFEVeAVj2ORpC85QVJs,"big room, edm, electro house, electronic, k-pop, pop, progressive house",4,4
Dalmata,3jGlU8UMMo44I2xeLQ6FD3,"colombian pop, latin, pop, reggaeton",1,1
James Arthur,4IWBUUAFIplrNtaOHcJPRM,"crunk, edm, electronic, hip hop, memphis rap, pop, soft pop",6,2
Marvin Gaye,3koiLjNrgRTNbOwViDipeA,"motown, northern soul, quiet storm, r&b, soul",1,1
Tammi Terrell,75jNCko3SnEMI5gwGqrbb8,"motown, northern soul, quiet storm, r&b, soul",1,1
Skylar Grey,4utLUGcTvOJFr6aqIJtYWV,,1,1
Wolfine,2OnKRchqP7tT0FzTvWIFI7,"latin, reggaeton, urbano latino",2,1
Jonas Blue,1HBjj22wzbscIZ9sEb5dyf,"electronic, tropical house",4,4
William Singe,5exS0bytCYdixgv02DaCm3,"electronic, tropical house",1,1
Taylor Swift,06HL4z0CvFAxyc27GXpf02,"hip hop, pop, rap, soft pop",7,2
MC Kevinho,1mXAhKnZEdF6rotyyd4GBi,"arrocha, brazilian funk, brazilian pop, country, forró, funk, funk carioca, funk melody, funk pop, hip hop, latin, pop, r&b, sertanejo, sertanejo universitário",4,3
The Jackson 5,2iE18Oxc8YSumAU232n4rW,"christmas, jazz, motown, r&b",3,0
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"electro, electronic, french house, hip hop, west coast hip hop",11,7
Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,"electro, electronic, french house, hip hop",2,2
Queen,1dfeR4HaWDbWqFHLkxsg1d,"art rock, classic rock, glam rock, rock",13,1
Bee Gees,1LZEQNv7sE11VDY3SdxQeN,"disco, r&b",1,0
Chris Jedi,0qTZZWLzuD59Un5r1speHm,"hip hop, latin, reggaeton, trap, trap latino, urbano latino",2,2
Arcángel,4SsVbpTthjScTS7U2hmr1X,"latin, reggaeton, trap latino, urbano latino",2,2
Earth Wind & Fire,4QQgXkCYTt3BlENzhyNETg,"disco, r&b",1,0
Maggie Lindemann,0uGk2czvcpWQA383Im6ajf,,1,1
Cheat Codes,7DMveApC7UnC2NPfPvlHSU,,5,5
CADE,0CEK8AzyeD5ZUdUloB6yQV,,1,1
Jesse & Joy,1mX1TWKpNxDSAH16LgDfiR,"latin, latin dance, latin pop, pop",1,1
Gente De Zona,2cy1zPcrFcXAJTP0APWewL,"latin, latin dance, latin pop, pop",1,1
NAV,7rkW85dBwwrJtlHRDkJDAC,"drill, hip hop, melodic rap, rap",4,4
P!nk,1KCSPY1glIKqW2TotWuXOR,,2,0
AFROJACK,4D75GcNG95ebPtNvoNVXhz,"art pop, big room, dance, edm, electronic, hyperpop, pop",2,2
Charli xcx,25uiPmTg16RbhZWAqwLBy5,"art pop, big room, dance, edm, electronic, hyperpop, pop",4,3
Anne-Marie,1zNqDE7qDGCsyzJwohVaoX,"afrobeat, afrobeats, afropop, afroswing, azonto, dance, dancehall, edm, electronic, hiplife, moombahton, pop, r&b, soft pop, traditional music",6,5
Sean Paul,3Isy6kedDrgPYoTS1dazA9,"dance, dancehall, edm, electronic, latin, reggaeton, traditional music",2,2
Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,,4,0
Daryl Hall & John Oates,77tT1kLj6mCWtFNqiOmP9H,"rock, soft rock",2,0
MC's Jhowzinho & Kadinho,2Q4r4Epfaaho06ONTHx7OS,"brazilian funk, brega funk, funk, hip hop, pop, r&b",1,0
Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,"electronic, emo rap, hip hop, melodic rap, moombahton, rap, trap",24,11
Shaggy,5EvFsr3kj42KNv97ZEnqij,"dancehall, electronic, hip hop, lovers rock, r&b, ragga, reggae, riddim, rock, traditional music",1,1
Rik Rok,67wCYxOq4A1ohAs7jWYaOJ,"dancehall, electronic, hip hop, lovers rock, r&b, ragga, reggae, riddim, rock, traditional music",1,1
CNCO,0eecdvMrqBftK0M1VKhaF4,"latin, reggaeton, urbano latino",3,2
Little Mix,3e7awlrlDSwF3iM0WBjGMp,"latin, reggaeton",4,4
The Clash,3RGLhK1IP9jnYFH4BRFJBS,"punk, rock",1,0
Sandro Cavazza,5JYo7gm2dkyLLlWHjxS7Dy,"edm, electronic, tropical house",2,2
Oh Wonder,5cIc3SBFuBLVxJz58W2tU9,"hip hop, melodic rap",1,1
Huncho Jack,6extd4B6hl8VTmnlhpl2bY,"hip hop, rap",2,2
Mark Ronson,3hv9jJF3adDNsBSIQDqcjp,"electronic, moombahton, pop",4,4
Niall Horan,1Hsdzj7Dlq2I7tHP7501T4,,2,0
Zac Efron,6U1dBXJhC8gXFjamvFTmHg,"classical, musicals",3,3
Zendaya,6sCbFbEjbYepqswM1vWjjs,"classical, musicals",3,3
Major Lazer,738wLrAtLtCtFOLvQBXOXp,"afrobeat, afrobeats, afropop, afroswing, azonto, dancehall, electronic, hiplife, moombahton, pop, r&b, traditional music",5,5
Nyla,4VZY0nxYMSNotbS7WjNVQy,"afrobeats, azonto, dancehall, electronic, hiplife, moombahton, r&b, traditional music",1,1
Fuse ODG,374sWpAJsbZckf98df2jJJ,"afrobeats, azonto, dancehall, electronic, hiplife, moombahton, r&b, traditional music",1,1
Justin Timberlake,31TPClRtHm23RisEBtV3X7,"country, neo soul, r&b",12,2
Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,"motown, r&b, soul",2,0
Keala Settle,7HV2RI2qNug4EcQqLbCAKS,"classical, musicals",3,3
The Greatest Showman Ensemble,63nv0hWWDob56Rk8GlNpN8,"classical, musicals",4,4
Louis Tomlinson,57WHJIHrjOE3iAxpihhMnp,,1,1
TOTO,0PFtn5NtBbbUNbU9EAmIWF,"rock, soft rock",1,0
Yo Gotti,6Ha4aES39QiVjR0L2lwuwq,"hip hop, memphis rap, southern hip hop",2,2
6ix9ine,7gZfnEnfiaHzxARJ2LeXrf,"german hip hop, hip hop, latin, melodic rap, pop urbaine, rap, reggaeton, trap, trap latino, urbano latino",21,16
Journey,0rvjqX7ttXeg3mTy8Xscbt,"album rock, classic rock, rock",1,0
Wyclef Jean,7aBzpmFXB4WWpPl2F7RjBe,"latin, latin pop, pop",1,1
KYLE,4qBgvVog0wzW75IQ48mU7v,,2,2
Lil Yachty,6icQOAFXDZKsumw3YXyusw,"electronic, emo rap, hip hop, melodic rap, moombahton, rage rap, rap, southern hip hop",16,15
AC/DC,711MCceyCBcFnzjGY4Q7Un,"classic rock, hard rock, rock, rock and roll",2,0
Hugh Jackman,5F1aoppMtU3OMiltO8ymJ2,"classical, musicals",6,6
DJ Snake,540vIaP2JwjQb9dm3aArA4,"latin, pop, reggaeton, trap latino, urbano latino",4,4
Loren Allred,0LyOADBjj28cbvJWTXUEGA,,1,0
Ziv Zaifman,2cQr2KbzdRtIFlfbHGnNsL,"classical, musicals",1,1
Michelle Williams,2LAqcqAQ8KPTsl1HBgBrqM,"classical, musicals",2,1
Kesha,6LqNN22kT3074XbTVUrhzX,,2,1
Harry Styles,6KImCVD70vtIoJWnq6nGn3,,1,0
Troye Sivan,3WGpXCj9YhhfX11TToZcXP,"art pop, edm, electronic, electronica, hyperpop, pop, progressive house",9,3
Matt Terry,2JLqTvFXmC87BksiCsBezV,,1,0
The Killers,0C0XlULifJtAgn6ZNCW2eu,"alternative rock, rock",1,0
OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,"electronic, pop, soft pop, tropical house",4,2
Abraham Mateo,2bxxlINUlcMQQb39K7IopR,"bachata, latin, reggaeton, trap latino",1,1
Farruko,329e4yvIujISKGKz1BZZbO,"bachata, latin, latin pop, pop, reggaeton, trap latino",3,3
Christian Daniel,2fC8dVxeS2bsfIDvFj1M4V,"bachata, latin, reggaeton, trap latino",1,1
A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,"emo rap, hip hop, melodic rap, pop",8,7
Oasis,2DaxqgrOhkeH0fpeiQq2f4,"britpop, madchester, pop, rock",1,0
Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,"country, pop country",1,0
Belinda,5LeiVcEnsZcwc133TUhJNW,"colombian pop, latin, latin pop, pop, reggaeton",1,1
Snova,5oOyEfGd8NxAKA41zGQhoj,"colombian pop, latin, latin pop, pop, reggaeton",1,1
B-Case,1o9x7ez0NvhDb7gBqrYnUj,"colombian pop, latin, latin pop, pop, reggaeton",1,1
Daniel Everidge,2Rimf9z3oYDBeszSXFACRR,"classical, musicals",1,1
Fetty Wap,6PXS4YHDkKvl1wkIl4V8DL,"hip hop, melodic rap",2,2
CVBZ,0pt7PX4Hftlg8mV1ySU84Q,,1,1
Boyz II Men,6O74knDqdv3XaWtkII7Xjp,"new jack swing, pop, quiet storm, r&b, soft pop",1,1
Lil Skies,7d3WFRME3vBY2cgoP38RDo,"hip hop, melodic rap, rap, trap",6,5
Landon Cube,04ei5kNgmDuNAydFhhIHnD,"hip hop, melodic rap",2,2
YBN Nahmir,3gGUMEwIX6XodWsYEvKSal,"hip hop, memphis rap, southern hip hop",4,2
Austyn Johnson,6Y20PijIkUoCtuvtkz37dO,"classical, musicals",1,1
Cameron Seely,0nFUCMGlkx1lMZnHL6ArVJ,"classical, musicals",1,1
Jax Jones,4Q6nIcaBED8qUel8bBx6Cr,"norwegian pop, pop",1,1
Ina Wroldsen,7hssUdpvtY5oiARaUDgFZ3,"norwegian pop, pop",1,1
Nate Dogg,1Oa0bMld0A3u5OTYfMzp5h,"g-funk, gangster rap, hip hop, rap, west coast hip hop",1,1
Lil Peep,2kCcBybjl3SAtIcwdWpUe3,"cloud rap, edm, electronic, emo rap, hip hop",11,2
Enrique Iglesias,7qG3b048QCHVRO5Pv1T5lw,"latin, latin pop, pop, reggaeton, trap latino, urbano latino",2,2
Jay Rock,28ExwzUQsvgJooOI0X1mr3,"hip hop, rap, west coast hip hop",1,1
