Artist,Genres,num_hits,num_collab_hits
Yung Kayo,"hip hop, melodic rap, rage rap, rap, trap",1,1
Lil Uzi Vert,"hip hop, melodic rap, rage rap, rap, trap",9,8
Troye Sivan,,2,1
Rowdy Rebel,"brooklyn drill, hip hop, melodic rap, new york drill, rap, trap",1,1
Kygo,"electronic, tropical house",4,4
James Gillespie,"electronic, tropical house",1,1
Lil Duke,"hip hop, melodic rap, rap, trap",1,1
Yak Gotti,"hip hop, melodic rap, rap, trap",1,1
YTB Trench,"hip hop, melodic rap, rap, trap",1,1
NGEE,"german hip hop, hip hop",1,1
Beéle,"argentine trap, dembow, hip hop, latin, reggaeton, trap latino, urbano latino",2,2
Mambo Kingz,"dembow, latin, reggaeton, trap latino, urbano latino",1,1
DJ Luian,"dembow, latin, reggaeton, trap latino, urbano latino",1,1
Darell,"dembow, latin, reggaeton, trap latino, urbano latino",1,1
Dj Guuga,"arrocha, brazilian funk, brega, brega funk, country, forró, funk, hip hop, latin, piseiro, pop, r&b, sertanejo",1,1
Majestic,"disco, r&b",1,1
Boney M.,"disco, r&b",2,1
Mc Poze do Rodo,"brazilian funk, brazilian hip hop, brazilian trap, electronic, funk, funk consciente, hip hop, latin, r&b, trap, trap funk",1,1
Neo Beats,"brazilian funk, brazilian hip hop, brazilian trap, electronic, funk, funk consciente, hip hop, latin, r&b, trap, trap funk",2,2
Mainstreet,"brazilian funk, brazilian hip hop, brazilian trap, electronic, funk, funk consciente, hip hop, latin, r&b, trap, trap funk",1,1
Gera MX,"banda, grupera, hip hop, latin, latin hip hop, mariachi, mexican hip hop, música mexicana, norteño, ranchera, trap latino, urbano latino",2,2
Christian Nodal,"banda, corrido, grupera, hip hop, latin, latin hip hop, mariachi, mexican hip hop, música mexicana, norteño, ranchera",2,2
H.E.R.,r&b,1,1
UZI,"drill, hip hop, turkish hip hop",1,0
ENHYPEN,"k-pop, pop",2,0
Lord Huron,,1,0
Surf Curse,"indie, rock",2,0
Kevin Gates,,1,0
Damso,"chanson, easy listening, french pop, hip hop, pop, pop urbaine, variété française",11,2
YG Pablo,"hip hop, pop urbaine",1,1
Wizkid,"afrobeat, afrobeats, afropiano, afropop, afroswing, alté, azonto, dancehall, drill, electronic, grime, hip hop, pop, r&b, rap, traditional music, uk drill",3,3
Kyla,"afrobeat, afrobeats, afropiano, afropop, afroswing, azonto, dancehall, hip hop, pop, r&b, rap, traditional music",1,1
Kellin Quinn,"pop punk, rock",1,1
Baby Keem,"hip hop, rap, west coast hip hop",6,4
ITZY,"k-pop, pop",3,0
Snow Tha Product,"argentine trap, hip hop, latin, latin hip hop, mexican hip hop, trap latino, urbano latino",1,1
Bryson Tiller,"hip hop, melodic rap, r&b",1,1
TINI,"argentine trap, cuarteto, hip hop, latin, latin pop, pop, rkt, trap, trap latino, turreo",3,3
AFROJACK,"big room, dance, edm, electronic, latin, latin dance",2,2
Tom Grennan,"edm, electronic",2,1
Nas,"east coast hip hop, hip hop, rap",2,2
James Fauntleroy,"east coast hip hop, hip hop, rap",1,1
Th CDM,"brega, brega funk, country, funk, piseiro, pop, r&b",1,1
ArrDee,"afrobeat, afrobeats, afroswing, brooklyn drill, drill, electronic, grime, hip hop, new york drill, pop, r&b, traditional music, uk drill",1,1
E1 (3x3),"afrobeat, afrobeats, afroswing, brooklyn drill, drill, electronic, grime, hip hop, new york drill, pop, r&b, traditional music, uk drill",1,1
ZT (3x3),"afrobeat, afrobeats, afroswing, brooklyn drill, drill, electronic, grime, hip hop, new york drill, pop, r&b, traditional music, uk drill",1,1
Bugzy Malone,"afrobeat, afrobeats, afroswing, brooklyn drill, drill, electronic, grime, hip hop, new york drill, pop, r&b, traditional music, uk drill",1,1
Buni,"afrobeat, afrobeats, afroswing, brooklyn drill, drill, electronic, grime, hip hop, new york drill, pop, r&b, traditional music, uk drill",1,1
Darkoo,"afrobeat, afrobeats, afroswing, brooklyn drill, drill, electronic, grime, hip hop, new york drill, pop, r&b, traditional music, uk drill",1,1
Mora,"latin, reggaeton, trap latino, urbano latino",2,2
StarBoi3,,1,1
Joyner Lucas,"hip hop, rap",2,2
Mc Davi,"brazilian funk, electronic, funk, funk consciente, hip hop, latin, r&b, trap funk",1,1
Mc Pedrinho,"brazilian funk, electronic, funk, funk consciente, hip hop, latin, r&b, trap funk",1,1
DJ 900,"brazilian funk, electronic, funk, funk consciente, hip hop, latin, r&b, trap funk",1,1
Playboi Carti,"hip hop, melodic rap, rage rap",4,3
Frauenarzt,"german hip hop, hip hop",1,1
Mr. Naisgai,"latin, reggaeton, trap latino, urbano latino",2,2
MC Kevin o Chris,"brazilian funk, brega funk, funk, funk carioca, hip hop, pop, r&b",1,0
Lil Zey,"german hip hop, hip hop, turkish hip hop",1,1
Alex Rose,"latin, reggaeton, trap latino, urbano latino",1,1
Crissin,"latin, reggaeton, urbano latino",3,3
Totoy El Frio,"latin, reggaeton, urbano latino",3,3
Natan & Shander,"latin, reggaeton, urbano latino",3,3
Lovejoy,,1,0
NCT DREAM,"k-pop, pop",1,0
Morray,"hip hop, rap",1,1
Bas,"brooklyn drill, hip hop, melodic rap, rap",4,4
Migos,"brooklyn drill, drill, emo rap, hip hop, melodic rap, new york drill, rap, trap",15,7
Bono,"edm, electronic, electronica, progressive house",1,1
The Edge,"edm, electronic, electronica, progressive house",1,1
Katy Perry,"edm, electronic, pop",2,1
Bella Poarch,,2,1
Shirin David,"german hip hop, german pop, hip hop, pop",3,1
sangiovanni,,1,0
aespa,"k-pop, pop",2,0
NATTI NATASHA,"latin, reggaeton, urbano latino",1,1
Becky G,"argentine trap, dembow, hip hop, latin, reggaeton, urbano latino",3,3
Galantis,"dance, edm, electronic",1,1
Little Mix,"dance, edm, electronic",2,2
Niall Horan,,3,3
Dream,,2,1
Maxwell,"german hip hop, hip hop",1,1
LX,"german hip hop, hip hop",1,1
Barbara Pravi,"chanson, easy listening, french pop, pop",1,0
Blind Channel,,1,0
Go_A,,1,0
Gjon's Tears,,1,0
Daði Freyr,,1,0
Elena Tsagrinou,,1,0
Destiny,,1,0
THE ROOP,,1,0
Tusse,,1,0
Efendi,,1,0
Luar La L,"latin, reggaeton, trap latino, urbano latino",1,1
Cochise,"hip hop, rage rap",1,1
$NOT,"hip hop, rage rap",1,1
Jonas Brothers,"edm, electronic",2,1
Loredana,"german hip hop, hip hop",1,1
Mozzik,"german hip hop, hip hop",1,1
Akon,"afrobeats, amapiano, dance, edm, electronic, gqom, r&b, traditional music",1,1
Matheus Fernandes,"arrocha, country, forró, latin, pagode, piseiro, samba, sertanejo, sertanejo universitário",3,3
Dilsinho,"arrocha, country, forró, latin, pagode, piseiro, samba, sertanejo, sertanejo universitário",2,2
Cordae,"hip hop, rap",1,1
TOMORROW X TOGETHER,"k-pop, pop",5,2
Seori,"k-pop, pop",2,2
Justin Wellington,"r&b, reggae, roots reggae",1,1
Small Jam,"r&b, reggae, roots reggae",1,1
WILLOW,"rap rock, rock",3,3
John Mayer,"folk/acoustic, singer-songwriter",7,0
Meek Mill,"drill, hip hop, melodic rap, rap",5,4
Matt Maltese,,1,0
EXO,"k-pop, pop",1,0
Soso Maness,"hip hop, pop urbaine",1,1
PLK,"hip hop, pop urbaine",1,1
Chimbala,"dembow, latin, reggaeton",2,2
Zion & Lennox,"dembow, latin, reggaeton",2,2
Trinidad Cardona,,1,0
Eladio Carrion,"argentine trap, hip hop, latin, trap, trap latino, urbano latino",1,1
Lorde,,14,0
Scorey,"hip hop, melodic rap",1,1
G Herbo,"drill, hip hop",2,2
Achille Lauro,"hip hop, italian trap",1,1
Orietta Berti,"hip hop, italian trap",1,1
Bo Burnham,"comedy, country",3,0
Vegedream,"hip hop, latin, pop urbaine, shatta",1,0
BLANCO,"hip hop, italian trap, trap",4,2
MC Zaquin,"brazilian funk, brega funk, funk, funk de bh, hip hop, pop, r&b",1,1
MC Rick,"brazilian funk, brega funk, funk, funk de bh, hip hop, pop, r&b",1,1
Mata,,1,1
Pedro,,1,1
francis,,1,1
MYA,"argentine trap, cuarteto, hip hop, latin, latin pop, pop, trap, trap latino",1,1
BANDIDO,"argentine trap, hip hop, latin, rkt, trap, trap latino, turreo, urbano latino",1,1
Rei,"argentine trap, hip hop, latin, rkt, trap, trap latino, turreo, urbano latino",1,1
YoungBoy Never Broke Again,,1,1
Ty Dolla $ign,"alternative r&b, dance, edm, electronic, hip hop, melodic rap, r&b, rap",5,5
42 Dugg,"brooklyn drill, drill, hip hop, new york drill",2,2
DJ Drama,"hip hop, southern hip hop",1,1
Fana Hues,"alternative r&b, r&b",1,1
Teezo Touchdown,,1,1
Domo Genesis,,1,1
DAISY WORLD,,1,1
Pashanim,"german hip hop, hip hop",1,0
JID,,2,2
Mari Fernandez,"agronejo, arrocha, brega, country, forró, latin, piseiro, sertanejo, sertanejo universitário",2,1
WATT,"chamber music, classical, metal, rap metal, rap rock, rock",1,1
Elton John,"chamber music, classical, metal, pop, rap metal, rap rock, rock, soft pop",6,5
Yo-Yo Ma,"chamber music, classical, metal, rap metal, rap rock, rock",1,1
Robert Trujillo,"chamber music, classical, metal, rap metal, rap rock, rock",1,1
Chad Smith,"chamber music, classical, metal, rap metal, rap rock, rock",1,1
Chase Atlantic,,1,0
João Gomes,"arrocha, brega, country, forró, latin, piseiro, seresta, sertanejo",5,1
Madison Beer,,1,0
Sarah Cothran,,2,0
Marc Seguí,"latin, reggaeton, trap latino, urbano latino",1,1
Pol Granch,"latin, reggaeton, trap latino, urbano latino",1,1
The Neptunes,"brooklyn drill, drill, hip hop, new york drill, r&b, rap",2,2
Big Red Machine,,1,1
Skrillex,"dubstep, edm, electro, electronic, hip hop, latin, reggaeton",3,3
MistaJam,"dance, edm, electronic",1,1
John Newman,"dance, edm, electronic",1,1
dvsn,"alternative r&b, r&b",1,1
Mac Miller,"alternative r&b, r&b",2,1
Logic,,1,0
Luan Santana,"arrocha, country, latin, sertanejo, sertanejo universitário",1,0
Shouse,"dance, edm, electronic",2,1
Lynyrd Skynyrd,"classic rock, rock, southern rock",1,0
Zac Brown Band,"acoustic country, country",1,0
Bruce Springsteen,,2,1
Creedence Clearwater Revival,"classic rock, country rock, rock, southern rock",1,0
Jamie Miller,,1,0
Eagles,"classic rock, rock, soft rock",2,0
Mark Ronson,,1,1
Dhruv,,2,0
Baddiel,,1,1
Skinner & Lightning Seeds,,1,1
Dave,"afrobeat, afrobeats, afropiano, afropop, afroswing, azonto, dancehall, drill, electronic, grime, hip hop, pop, r&b, traditional music, uk drill",6,3
Stormzy,"drill, electronic, grime, hip hop, pop, uk drill",2,2
Kane Brown,"country, pop country",1,1
BIA,,1,1
mc jhenny,"brazilian funk, brega funk, funk, funk carioca, hip hop, phonk, pop, r&b",1,1
Mc Gw,"brazilian funk, brega funk, funk, funk carioca, hip hop, phonk, pop, r&b",1,1
KOSTA,"brazilian funk, brega funk, funk, funk carioca, hip hop, phonk, pop, r&b",1,1
Neil Diamond,,1,0
The White Stripes,"alternative rock, blues rock, garage rock, rock",1,0
Fat Les,,1,0
Kanye West,"brooklyn drill, drill, hip hop, new york drill, rap",33,2
Pusha T,"brooklyn drill, drill, hip hop, new york drill, rap",2,2
The-Dream,"brooklyn drill, drill, hip hop, new york drill, r&b, southern hip hop",1,1
Rah Swish,"brooklyn drill, drill, hip hop, new york drill",1,1
Bizzy Banks,"brooklyn drill, drill, hip hop, new york drill",1,1
Takeoff,"brooklyn drill, drill, hip hop, new york drill",1,1
Normani,,1,1
TRAVI,"brooklyn drill, drill, hip hop, new york drill",1,1
Kodak Black,"brooklyn drill, drill, hip hop, melodic rap, new york drill",3,2
RAF Camora,"german hip hop, hip hop",5,3
Vitor Fernandes,"arrocha, brega, country, forró, latin, piseiro, seresta, sertanejo",1,1
Sleepy Hallow,"brooklyn drill, hip hop, new york drill",1,0
Emilia,"argentine trap, hip hop, latin, trap, trap latino",1,1
Belly,"east coast hip hop, hip hop, melodic rap, rap, trap",2,2
Ingratax,,1,0
Stunna Gambino,,1,1
Smiley,"hip hop, rap",1,1
Mustard,,1,1
Maiara & Maraisa,"agronejo, arrocha, brega, country, forró, latin, piseiro, sertanejo, sertanejo universitário, tecnobrega",5,5
Brisa Star,"arrocha, brega, country, forró, latin, piseiro, sertanejo, tecnobrega",2,2
Thiago Jhonathan (TJ),"arrocha, brega, country, forró, latin, piseiro, sertanejo, tecnobrega",2,2
Walker Hayes,country,2,0
Kungs,,1,0
Blxst,,1,1
Tyga,,1,1
PinkPantheress,"bedroom pop, pop",2,0
Rels B,"hip hop, latin, latin hip hop, mexican hip hop, trap latino, urbano latino",1,1
Isaiah Rashad,"hip hop, melodic rap",1,1
Marcynho Sensação,"agronejo, arrocha, brega, brega funk, country, forró, funk, latin, piseiro, pop, r&b, seresta, sertanejo, sertanejo universitário",5,5
Montez,"german hip hop, german pop, hip hop, pop",1,0
Aventura,"bachata, bachata pop, latin, pop, reggaeton, trap latino, urbano latino",1,1
Ruth B.,,1,0
Sasha Alex Sloan,"edm, electronic, electronica, progressive house",1,1
Nessa Barrett,,1,0
Steve Lacy,,1,0
Sefo,"hip hop, pop, turkish hip hop, turkish pop",2,0
Tai Verdes,,1,0
Matuê,"brazilian hip hop, brazilian trap, electronic, hip hop, trap, trap funk",2,1
Lizzo,,1,1
PNAU,pop,2,2
Jax Jones,"art pop, dance pop, hyperpop, pop",1,1
Charli xcx,"art pop, dance pop, hyperpop, pop",3,2
Reik,"latin, latin pop, pop, reggaeton, trap latino, urbano latino",1,1
Costa Gold,"boom bap, brazilian hip hop, brazilian trap, electronic, hip hop, trap, trap funk",1,1
André Nine,"boom bap, brazilian hip hop, brazilian trap, electronic, hip hop, trap, trap funk",1,1
Red Velvet,"k-pop, pop",1,0
Tanishk Bagchi,"bhajan, bollywood, desi, desi pop, devotional, gujarati garba, hindi pop, hip hop, jazz, new age, pop",1,1
Jubin Nautiyal,"bhajan, bollywood, desi, desi pop, devotional, gujarati garba, hindi pop, hip hop, jazz, new age, pop",1,1
Asees Kaur,"bhajan, bollywood, desi, desi pop, devotional, gujarati garba, hindi pop, hip hop, jazz, new age, pop",1,1
Tems,"afrobeat, afrobeats, afropiano, afropop, afroswing, alté, azonto, dancehall, hip hop, pop, r&b, rap, traditional music",2,2
Jasleen Royal,"bollywood, desi, desi pop, gujarati pop, hindi indie, hindi pop, hip hop, pop, punjabi pop, rock, sufi, traditional music",1,1
B Praak,"bollywood, desi, desi pop, gujarati pop, hindi indie, hindi pop, hip hop, pop, punjabi pop, rock, sufi, traditional music",1,1
Romy,"bollywood, desi, desi pop, gujarati pop, hindi indie, hindi pop, hip hop, pop, punjabi pop, rock, sufi, traditional music",1,1
A-Wall,,2,0
bbno$,"hip hop, meme rap",2,2
Rich Brian,"hip hop, meme rap",2,2
Sub Urban,,1,1
SoFaygo,"hip hop, melodic rap, rage rap",1,1
Alec Benjamin,,1,1
Alesso,"edm, electronic, pop",2,2
James Bay,"edm, electronic",1,1
Juju,"german hip hop, hip hop",1,1
Ski Mask The Slump God,"hip hop, melodic rap",1,1
John Amplificado,"arrocha, country, forró, latin, piseiro, sertanejo",1,0
Henrique & Juliano,"agronejo, arrocha, country, latin, sertanejo, sertanejo universitário",4,0
Stray Kids,"k-pop, pop",3,0
The Rolling Stones,"classic rock, rock",1,0
Lost Frequencies,"electronic, pop, soft pop, tropical house",1,1
Calum Scott,"electronic, pop, soft pop, tropical house",1,1
Kendrick Lamar,"hip hop, west coast hip hop",3,3
Chief Keef,"drill, hip hop, melodic rap, rap",1,1
Kacey Musgraves,,2,0
Adele,"pop, soft pop",26,0
zzoilo,"latin pop, pop",1,1
Aitana,"latin pop, pop",1,1
Coolio,"g-funk, hip hop, new jack swing, r&b, west coast hip hop",3,3
L.V.,"g-funk, hip hop, new jack swing, r&b, west coast hip hop",3,3
THE ANXIETY,,1,1
Tyler Cole,,1,1
Oliver Tree,,1,0
ABBA,,12,0
Project Pat,"crunk, gangster rap, hip hop, memphis rap, rap, southern hip hop",1,1
Yebba,"hip hop, rap",1,1
Juliette,"brazilian pop, forró, latin, nova mpb, pop",6,0
Night Lovell,"dark trap, emo rap, hip hop, horrorcore",1,1
A. G. Cook,"art pop, hyperpop, pop",1,1
Eslabon Armado,"corrido, corridos bélicos, corridos tumbados, electro corridos, latin, música mexicana, sad sierreño, sierreño",1,1
DannyLux,"corrido, corridos bélicos, corridos tumbados, electro corridos, latin, música mexicana, sad sierreño, sierreño",1,1
Calibre 50,"banda, corrido, grupera, latin, música mexicana, norteño, sierreño",1,0
Cults,"dub, dubstep, electronic, hip hop, r&b, rap",1,1
Amber Coffman,"dub, dubstep, electronic, hip hop, r&b, rap",1,1
Rvssian,"latin, r&b, reggaeton, trap latino, urbano latino",1,1
LISA,"k-pop, latin, pop, reggaeton, trap latino, urbano latino",3,1
Chlöe,,1,0
Central Cee,"drill, electronic, grime, hip hop, pop, uk drill",1,0
Mc Anjim,"brazilian funk, funk, funk de bh, hip hop, r&b",1,1
Dj Lv Mdp,"brazilian funk, funk, funk de bh, hip hop, r&b",1,1
DJ PH DA SERRA,"brazilian funk, funk, funk de bh, hip hop, r&b",1,1
CKay,"afrobeat, afrobeats, afropop, arabic rap, hip hop, moroccan pop, pop, r&b, traditional music",3,2
ElGrandeToto,"afrobeat, afrobeats, afropop, arabic rap, hip hop, moroccan pop, pop, r&b, traditional music",1,1
Dj Yo!,"afrobeat, afrobeats, afropop, pop, r&b, traditional music",1,1
AX'EL,"afrobeat, afrobeats, afropop, pop, r&b, traditional music",1,1
$uicideboy$,"cloud rap, dark trap, emo rap, hip hop, horrorcore, punk rap, underground hip hop",1,0
Jc La Nevula,"dembow, latin",1,1
Atomic Otro Way,"dembow, latin",1,1
Banda MS de Sergio Lizárraga,"banda, corrido, grupera, latin, mariachi, música mexicana, norteño, ranchera",1,1
Matheus & Kauan,"agronejo, arrocha, country, latin, sertanejo, sertanejo universitário",1,0
Grupo Firme,"banda, corrido, corridos bélicos, corridos tumbados, grupera, latin, música mexicana, norteño, reggaeton, sierreño, urbano latino",2,1
LeeHi,"k-ballad, k-pop, pop",1,0
Nate Dogg,"g-funk, gangster rap, hip hop, rap, west coast hip hop",1,1
Skylar Grey,"hip hop, rap",1,1
Mozzy,"hip hop, rap",1,1
Salmo,"hip hop, italian trap",4,1
Victor Cardenas,"dembow, guaracha, latin, reggaeton, trap latino",1,1
Dj Adoni,"dembow, guaracha, latin, reggaeton, trap latino",1,1
Tokischa,"dembow, electronic, latin, neoperreo",1,1
girl in red,"bedroom pop, pop",1,0
Noyz Narcos,"hip hop, italian trap",1,1
Doode,"brazilian hip hop, brazilian trap, electronic, hip hop, trap, trap funk",1,1
Teto,"brazilian hip hop, brazilian trap, electronic, hip hop, trap, trap funk",1,1
Gabry Ponte,"electronic, italo dance, melbourne bounce, pop, slap house",1,1
LUM!X,"electronic, italo dance, melbourne bounce, pop, slap house",1,1
Prezioso,"electronic, italo dance, melbourne bounce, pop, slap house",1,1
MKTO,,1,0
My Chemical Romance,"emo, emo pop, pop, pop punk, rock",1,0
Julieta Venegas,"latin, latin pop, latin rock, pop, reggaeton, rock, trap latino, urbano latino",1,1
Mitski,,1,0
Avine Vinny,"arrocha, country, forró, latin, pagode, piseiro, sertanejo, sertanejo universitário",1,1
Ivan Cornejo,"corrido, corridos tumbados, latin, música mexicana, sad sierreño, sierreño",1,0
Ptazeta,"argentine trap, hip hop, latin, trap latino, urbano latino",1,1
TroyBoi,"edm trap, hip hop",1,1
Jesy Nelson,,1,1
DJ Patrick Muniz,"brazilian funk, funk, funk carioca, hip hop, r&b",1,1
Dj Olliver,"brazilian funk, funk, funk carioca, hip hop, r&b",1,1
Mc Topre,"brazilian funk, funk, funk carioca, hip hop, r&b",1,1
Mc Rennan,"brazilian funk, funk, funk carioca, hip hop, r&b",1,1
Nardo Wick,"drill, hip hop",1,1
RealestK,,2,0
The Walters,,2,0
Jaymes Young,,1,0
George Michael,,1,0
Stromae,"french pop, pop",1,0
X Ambassadors,"electronic, tropical house",1,1
T-Shyne,"hip hop, melodic rap, rap, trap",1,1
Strick,"hip hop, melodic rap, rap, trap",1,1
Felipe Amorim,"agronejo, arrocha, brega, country, forró, latin, piseiro, sertanejo",1,0
BoyWithUke,,2,0
siouxxie sixxsta,"hyperpop, pop",2,0
NEIKED,,1,1
Mae Muller,,1,1
Swedish House Mafia,"edm, electronic",1,1
Kay Flock,"brooklyn drill, drill, hip hop, melodic rap, new york drill, pop, uk drill",1,1
Sean Paul,"dancehall, pop, traditional music",2,2
SEVENTEEN,"k-pop, pop",1,0
PEDRO SAMPAIO,"brazilian funk, brazilian pop, brega funk, funk, funk carioca, funk pop, hip hop, latin, pagode baiano, pop, r&b",2,1
Monsieur Periné,"bachata, colombian pop, guaracha, latin, latin alternative, latin folk, latin indie, pop, spanish-language reggae",1,1
Vicente Garcia,"bachata, colombian pop, guaracha, latin, latin alternative, latin folk, latin indie, pop, spanish-language reggae",1,1
Benson Boone,,1,0
Rockwell,,2,0
Trueno,"argentine trap, hip hop, latin, urbano latino",3,1
Arcane,,2,2
League of Legends,,2,2
cakal,"drill, hip hop, turkish hip hop",1,0
Kitty Kat,"german hip hop, german pop, hip hop, pop",1,1
AC/DC,"classic rock, hard rock, rock, rock and roll",1,0
Ray Parker Jr.,,1,0
Bobby  Boris  Pickett,,0,0
The Crypt-Kickers,,1,1
Disney Characters,,1,0
Britney Spears,pop,2,0
Eurythmics,"new wave, pop, rock, synthpop",1,1
Annie Lennox,"new wave, pop, rock, synthpop",1,1
Dave Stewart,"new wave, pop, rock, synthpop",1,1
ACRAZE,"electronic, tech house",1,1
Cherish,"electronic, tech house",1,1
Rihanna,,1,0
Andrew Gold,,1,0
Stevie Wonder,"motown, r&b, soul",3,0
Backstreet Boys,,1,0
Little Nell,,1,1
Patricia Quinn,,1,1
Richard O'Brien,,1,1
Mariah Carey,"christmas, jazz, pop",5,1
Amaarae,"afrobeats, alté, r&b",2,2
MOLIY,"afrobeats, alté, r&b",2,2
Gesaffelstein,,1,1
Summer Walker,"alternative r&b, drill, hip hop, neo soul, r&b",12,5
JT,r&b,1,1
City Girls,r&b,1,1
Ari Lennox,"alternative r&b, neo soul, r&b",1,1
NLE Choppa,,1,1
Paulo Pires,"arrocha, brega, brega funk, country, forró, funk, latin, piseiro, pop, r&b, sertanejo",1,1
MC Levin,"brazilian funk, brega funk, funk, hip hop, pop, r&b",1,1
DJ Nikolas Alves Exclusive,"brazilian funk, brega funk, funk, hip hop, pop, r&b",1,1
DJ Kaioken,"brazilian funk, brega funk, funk, hip hop, pop, r&b",1,1
DJ Gege,"brazilian funk, brega funk, funk, hip hop, pop, r&b",1,1
Randy,"electronic, latin, moombahton, reggaeton",1,1
Ape Drums,"electronic, latin, moombahton, reggaeton",1,1
Jin,"k-pop, pop",1,0
Fuego,"argentine trap, colombian pop, hip hop, latin, pop, reggaeton, trap, trap latino",1,1
Bruno Major,,1,0
Avril Lavigne,,1,0
Phoebe Bridgers,,1,1
Gary Lightbody,,1,1
Thundercat,,1,1
Bootsy Collins,,1,1
Wham!,"christmas, jazz",1,0
Bing Crosby,"big band, christmas, easy listening, jazz, swing music",9,3
Ken Darby Singers,"christmas, jazz",1,1
John Scott Trotter & His Orchestra,"christmas, jazz",1,1
GAYLE,,2,0
Michael Bublé,"christmas, classical, country, easy listening, electro swing, jazz, musicals, swing music",17,3
Bobby Helms,"christmas, jazz",1,0
Brenda Lee,"christmas, jazz",2,0
André 3000,"hip hop, rap",1,1
The Rare Occasions,,2,0
Trei Degete,"electronic, french house",1,1
Squeezie,"electronic, french house",1,1
Myd,"electronic, french house",1,1
KronoMuzik,"electronic, french house",1,1
Orelsan,,5,0
Blessd,"argentine trap, hip hop, latin, reggaeton, trap latino, urbano latino",1,1
Marracash,"hip hop, indie, italian trap, rock",9,3
Guè,"hip hop, italian trap",1,1
George Henrique & Rodrigo,"agronejo, arrocha, country, forró, latin, sertanejo, sertanejo universitário",1,1
Calcutta,"hip hop, indie, italian trap, rock",1,1
Andy Williams,"christmas, jazz",3,0
Kelly Clarkson,"christmas, country, jazz, pop",3,2
Nat King Cole,"adult standards, christmas, easy listening, jazz, vocal jazz",5,0
José Feliciano,"bolero, christmas, jazz, latin",1,0
Emmy Meli,,1,0
The Ronettes,"christmas, jazz",2,0
Frank Sinatra,"adult standards, big band, christmas, easy listening, jazz, swing music, vocal jazz",5,1
B. Swanson Quartet,"adult standards, big band, christmas, easy listening, jazz, swing music, vocal jazz",1,1
Dean Martin,"adult standards, big band, christmas, easy listening, jazz, swing music",3,0
Paul McCartney,,1,0
Chris Rea,"christmas, jazz",1,0
Band Aid,"christmas, jazz",1,0
John Lennon,"christmas, jazz",1,1
Yoko Ono,"christmas, jazz",1,1
Benjamin Ingrosso,,1,1
Shakin' Stevens,"christmas, jazz, rock, rockabilly",1,0
Perry Como,"adult standards, christmas, easy listening, jazz",2,1
The Fontane Sisters,"adult standards, christmas, easy listening, jazz",1,1
Mitchell Ayres & His Orchestra,"adult standards, christmas, easy listening, jazz",1,1
Burl Ives,"christmas, jazz",2,0
Daryl Hall & John Oates,"rock, soft rock",1,0
Darlene Love,"christmas, jazz",2,0
The Jackson 5,"christmas, jazz, motown, r&b",2,0
Elvis Presley,"rock, rock and roll, rockabilly",2,0
The Pogues,"celtic, celtic rock, christmas, folk punk, folk/acoustic, jazz, rock, traditional music",1,1
Kirsty MacColl,"celtic, celtic rock, christmas, folk punk, folk/acoustic, jazz, rock, traditional music",1,1
Chuck Berry,"rock, rock and roll, rockabilly",1,0
Ninho,"hip hop, pop urbaine",10,0
XoMusic,,0,0
Kylie Minogue,"dance pop, pop",1,0
Eartha Kitt,"christmas, easy listening, exotica, jazz",1,1
Henri René and His Orchestra,"christmas, easy listening, exotica, jazz",1,1
John Williams,"easy listening, soundtrack",1,0
IVE,"k-pop, pop",1,0
Vundabar,,1,0
Elley Duhé,,1,0
Morad,"argentine trap, drill, hip hop, latin, trap latino, urbano latino",1,1
SUGA,"emo rap, hip hop, k-pop, melodic rap, pop",1,1
Amy Grant,"ccm, christian, christmas, hip hop, jazz, pop",1,0
Grupo F1rmo,,1,1
Malumma,,1,1
Gwen Stefani,country,1,1
Blake Shelton,country,1,1
SALES,"bedroom pop, pop",1,0
Vicente Fernández,"banda, bolero, latin, mariachi, música mexicana, norteño, ranchera",3,0
FKA twigs,"alternative r&b, art pop, pop, r&b",1,1
Leona Lewis,,1,0
Aaliyah,r&b,1,1
The Beach Boys,"baroque pop, pop",1,0
Gene Autry,"christmas, jazz",1,0
Wizzard,"christmas, glam rock, jazz, rock",1,0
The Andrews Sisters,"big band, christmas, easy listening, jazz, swing music",1,1
Ella Fitzgerald,"big band, blues, christmas, easy listening, jazz, jazz blues, swing music, vocal jazz",2,0
Otis Redding,"blues, motown, r&b, soul, soul blues",1,0
Tony Bennett,"adult standards, big band, christmas, easy listening, jazz, vocal jazz",1,0
Slade,"christmas, glam rock, jazz, rock",1,0
Pentatonix,"christmas, jazz",2,0
*NSYNC,,1,0
Donny Hathaway,"r&b, soul",1,0
Meghan Trainor,"christmas, country, jazz",3,1
Brett Eldredge,"christmas, country, jazz",3,2
Idina Menzel,"christmas, classical, jazz, musicals",1,1
The Puppini Sisters,"christmas, easy listening, electro swing, jazz, swing music",1,1
Jennifer Hudson,"christmas, jazz, pop",1,1
Shania Twain,"christmas, country, jazz",1,1
Judy Garland,"christmas, jazz",1,0
Vince Guaraldi Trio,"christmas, jazz",3,0
Melanie Thornton,"christmas, jazz",1,0
Bryan Adams,,1,0
Cliff Richard,"christmas, jazz",1,0
Liz Gillies,"christmas, jazz, pop",1,1
Alessia Cara,,1,0
Train,"pop, soft pop",1,0
Mud,"christmas, glam rock, jazz, rock",1,0
