Artist,Genres,num_hits,num_collab_hits
Felipe Amorim,"agronejo, arrocha, brega, country, forró, latin, piseiro, sertanejo",2,0
ROSALÍA,"bachata, bachata pop, dembow, electronic, latin, neoperreo, pop, reggaeton, trap latino, urbano latino",21,8
Joel Corry,"art pop, dance pop, hyperpop, pop",2,2
Jax Jones,"art pop, dance pop, hyperpop, pop",2,2
Charli xcx,"art pop, big room, dance, dance pop, edm, electronic, house, hyperpop, pop, trance",4,3
Saweetie,"art pop, dance pop, hyperpop, pop",1,1
Tones And I,,1,0
Queen,"classic rock, glam rock, rock",4,0
Drake,"afrobeat, afrobeats, afropiano, afropop, afroswing, alté, azonto, crunk, dancehall, gangster rap, hip hop, melodic rap, memphis rap, pop, r&b, rap, southern hip hop, traditional music, trap",42,25
21 Savage,"crunk, drill, edm, electronic, gangster rap, hip hop, melodic rap, memphis rap, rap, southern hip hop",27,26
Project Pat,"crunk, gangster rap, hip hop, memphis rap, rap, southern hip hop",1,1
Dilsinho,"arrocha, country, forró, latin, pagode, piseiro, samba, sertanejo, sertanejo universitário",1,1
Lewis Capaldi,"pop, soft pop",4,0
Macklemore,,1,1
Ryan Lewis,,1,1
Macklemore & Ryan Lewis,,1,1
Ray Dalton,,1,1
Playboi Carti,"hip hop, rage rap",1,0
Ruth B.,,1,0
Tarcísio do Acordeon,"arrocha, brazilian funk, brega, country, electronic, forró, funk, funk consciente, hip hop, latin, piseiro, r&b, seresta, sertanejo, trap funk",2,2
Anuel AA,"latin, reggaeton, trap latino, urbano latino",4,3
Future,"afrobeat, afrobeats, afropop, alté, drill, hip hop, melodic rap, pop, r&b, rap, traditional music, trap",34,23
Young Thug,"edm, electronic, hip hop, melodic rap, pop, rap, trap",13,13
Fireboy DML,"afro soul, afrobeat, afrobeats, afropiano, afropop, afroswing, pop, r&b, soft pop, traditional music",1,1
Fleetwood Mac,"classic rock, rock, soft rock",1,0
Avicii,"edm, electronic",2,0
Michael Jackson,,5,0
Carin Leon,"banda, corrido, corridos bélicos, corridos tumbados, cumbia norteña, grupera, latin, música mexicana, norteño, ranchera, sad sierreño, sierreño, tejano",2,2
Masked Wolf,,1,0
Surf Curse,"indie, rock",1,0
SAINt JHN,"electronic, slap house",1,1
Imanbek,"electronic, slap house",2,2
Sleepy Hallow,"brooklyn drill, hip hop, new york drill",2,1
Tayrone,"arrocha, brega, country, forró, latin, piseiro, seresta, sertanejo, sertanejo universitário",1,1
Khalid,"edm, electronic",4,2
Gera MX,"banda, grupera, hip hop, latin, latin hip hop, mariachi, mexican hip hop, música mexicana, norteño, ranchera",1,1
Christian Nodal,"banda, grupera, hip hop, latin, latin hip hop, mariachi, mexican hip hop, música mexicana, norteño, ranchera",3,1
DJ Matt D,"brazilian hip hop, brazilian trap, electronic, funk, funk consciente, hip hop, latin, r&b, trap, trap funk",1,1
Menor MC,"brazilian hip hop, brazilian trap, electronic, funk, funk consciente, hip hop, latin, r&b, trap, trap funk",1,1
MC GP,"brazilian hip hop, brazilian trap, electronic, funk, funk consciente, hip hop, latin, r&b, trap, trap funk",1,1
Vulgo FK,"brazilian hip hop, brazilian trap, electronic, funk, funk consciente, hip hop, latin, r&b, trap, trap funk",1,1
Jason Derulo,"latin, latin pop, pop, reggaeton, trap latino, urbano latino",2,1
Skrillex,"dubstep, edm, electro, electronic, hip hop, latin, reggaeton",1,1
Eminem,"east coast hip hop, emo rap, g-funk, gangster rap, hip hop, melodic rap, rap, west coast hip hop",13,9
DJ Patrick Muniz,"brazilian funk, funk, funk carioca, hip hop, r&b",1,1
Dj Olliver,"brazilian funk, funk, funk carioca, hip hop, r&b",1,1
Mc Topre,"brazilian funk, funk, funk carioca, hip hop, r&b",1,1
Mc Rennan,"brazilian funk, funk, funk carioca, hip hop, r&b",1,1
Journey,"album rock, classic rock, rock",2,1
a-ha,"new wave, pop, rock, synthpop",1,0
Miley Cyrus,,1,0
Tom Odell,,1,0
Sean Paul,"dancehall, pop, traditional music",1,1
SALES,"bedroom pop, pop",1,0
Myke Towers,"colombian pop, latin, pop, reggaeton, trap latino, urbano latino",5,5
Nirvana,"grunge, rock",2,0
Matheus & Kauan,"agronejo, arrocha, country, latin, sertanejo, sertanejo universitário",2,1
Juice WRLD,"edm, electronic, emo rap, hip hop, k-pop, melodic rap, pop, rap",11,5
The Police,,1,0
ABBA,,3,0
IVE,"k-pop, pop",3,0
Gabry Ponte,"electronic, italo dance, melbourne bounce, pop, slap house",1,1
LUM!X,"electronic, italo dance, melbourne bounce, pop, slap house",1,1
Prezioso,"electronic, italo dance, melbourne bounce, pop, slap house",1,1
Shouse,,1,0
Kanye West,"brooklyn drill, drill, emo rap, gangster rap, hip hop, neo soul, new york drill, pop, r&b, rap, uk drill, west coast hip hop",11,8
Os Barões Da Pisadinha,"agronejo, arrocha, brega, country, forró, latin, piseiro, sertanejo, sertanejo universitário, tecnobrega",1,1
Don Omar,"latin, reggaeton, urbano latino",0,0
Lucenzo,"latin, reggaeton, urbano latino",1,1
Whitney Houston,,1,0
Marc Seguí,"latin, reggaeton, trap latino, urbano latino",1,1
Pol Granch,"latin, reggaeton, trap latino, urbano latino",1,1
TWICE,"k-pop, pop",3,0
OneRepublic,"edm, electronic, future bass, melodic bass, pop, soft pop",3,1
Lady Gaga,"art pop, pop",5,2
Bradley Cooper,"art pop, pop",1,1
Conan Gray,,5,0
MNEK,"dance pop, pop",2,2
J. Cole,"hip hop, rap",3,1
Baby Keem,"hip hop, west coast hip hop",2,2
Kendrick Lamar,"east coast hip hop, hardcore hip hop, hip hop, r&b, west coast hip hop",24,11
Travis Scott,"hip hop, melodic rap, r&b, rap, trap",16,15
Britney Spears,pop,4,2
Dímelo Flow,"argentine trap, hip hop, latin, reggaeton, trap latino, urbano latino",1,1
Dalex,"argentine trap, hip hop, latin, reggaeton, trap latino, urbano latino",1,1
Arcángel,"argentine trap, hip hop, latin, reggaeton, trap latino, urbano latino",3,3
De La Ghetto,"argentine trap, chilean mambo, chilean trap, hip hop, latin, latin pop, mambo, pop, reggaeton, reggaeton chileno, trap, trap latino, urbano latino",5,5
Gesaffelstein,,2,2
Coolio,"g-funk, hip hop, new jack swing, r&b, west coast hip hop",1,1
L.V.,"g-funk, hip hop, new jack swing, r&b, west coast hip hop",1,1
Elley Duhé,,2,1
GoldSkull,,0,0
Arctic Monkeys,"garage rock, indie, rock",17,0
SUGA,"emo rap, hip hop, k-pop, melodic rap, pop",2,2
Hozier,,1,0
Duncan Laurence,,1,0
Tate McRae,"big room, dance, edm, electronic, house, trance",9,1
Alesso,"edm, electronic, pop",2,2
Katy Perry,"crunk, edm, electronic, hip hop, memphis rap, pop",3,2
XXXTENTACION,"emo rap, hip hop, rap",5,1
John Legend,"east coast hip hop, hip hop, motown, neo soul, pop, r&b, rap, soft pop, soul, southern hip hop",5,4
Maroon 5,"hip hop, pop, rap",2,1
Vance Joy,"folk pop, pop",1,0
Camila Cabello,"pop, soft pop",6,5
Edison Lighthouse,,1,0
James Arthur,"pop, soft pop",1,0
Beach House,"dream pop, pop",1,0
Wiz Khalifa,"hip hop, pop, rap",1,1
bbno$,"hip hop, meme rap",1,1
Rich Brian,"hip hop, meme rap",1,1
Vundabar,,1,0
Internet Money,"hip hop, melodic rap",1,1
Gunna,"drill, hip hop, melodic rap, rap, trap",22,16
Don Toliver,"hip hop, melodic rap, r&b, rap",11,11
NAV,"hip hop, melodic rap, rap",2,2
The Rare Occasions,,1,0
JNR CHOI,,3,3
Marshmello,"edm, electronic, emo rap, hip hop, melodic rap",3,3
Jonas Brothers,"edm, electronic",2,1
Lil Durk,"country, drill, hip hop, melodic rap, rap",5,4
Morgan Wallen,"country, drill, hip hop",7,1
Olga Merediz,,1,1
Benson Boone,,2,0
LIT killah,"argentine trap, hip hop, latin, trap, trap latino, urbano latino",2,2
Nate Dogg,"g-funk, gangster rap, hip hop, rap, west coast hip hop",1,1
V,"k-pop, pop",1,0
Lauren Spencer Smith,,3,0
Boza,"argentine trap, hip hop, latin, reggaeton, trap latino, urbano latino",2,2
Lunay,"argentine trap, hip hop, latin, reggaeton, trap latino, urbano latino",2,2
Juhn,"argentine trap, hip hop, latin, reggaeton, trap latino, urbano latino",2,2
Beéle,"argentine trap, hip hop, latin, reggaeton, trap latino, urbano latino",2,2
Nicki Nicole,"argentine trap, chilean mambo, chilean trap, hip hop, latin, mambo, reggaeton, reggaeton chileno, rkt, trap, trap latino, urbano latino",2,2
NIKI,,1,0
Daft Punk,"electro, electronic, french house, hip hop",2,2
Tyler,"bedroom pop, hip hop, pop, r&b, rap",8,8
The Creator,"bedroom pop, hip hop, pop, r&b, rap",8,8
Lil Wayne,"east coast hip hop, hip hop, neo soul, pop, r&b, rap, soft pop, southern hip hop",6,6
Lil Baby,"hip hop, melodic rap, pop, rap, soft pop, trap",22,13
Sick Luke,"hip hop, italian trap, trap",2,2
thasup,"hip hop, italian trap, trap",2,2
Sfera Ebbasta,"hip hop, italian trap, trap",4,4
G Herbo,"drill, hip hop, melodic rap",1,1
Chlöe,"hip hop, melodic rap",1,1
David Kushner,,1,0
Gzuz,"german hip hop, hip hop",2,2
Bonez MC,"german hip hop, hip hop",4,4
Shiva,"hip hop, italian trap, trap",3,2
Capo Plaza,"hip hop, italian trap, trap",1,1
Tedua,"hip hop, italian trap, trap",1,1
Pyrex,"hip hop, italian trap, trap",1,1
Stromae,"french pop, pop",5,0
SiM,"anime, j-rock, pop, rock",1,0
ENHYPEN,"k-pop, pop",2,0
AP Dhillon,"bhangra, desi, desi hip hop, desi pop, hip hop, pop, punjabi hip hop, punjabi pop, traditional music",1,1
Gurinder Gill,"bhangra, desi, desi hip hop, desi pop, hip hop, pop, punjabi hip hop, punjabi pop, traditional music",1,1
Intense,"bhangra, desi, desi hip hop, desi pop, hip hop, pop, punjabi hip hop, punjabi pop, traditional music",1,1
Frank Ocean,,2,0
Labrinth,,9,3
Avril Lavigne,,1,1
blackbear,,5,5
Muse,"alternative rock, rock",1,0
Hugo & Guilherme,"agronejo, arrocha, country, forró, latin, piseiro, sertanejo, sertanejo universitário",3,3
Luude,"drum and bass, electronic",3,3
Colin Hay,"drum and bass, electronic",3,3
The Lumineers,"folk pop, folk/acoustic, indie folk, pop",1,0
The Game,"gangster rap, hip hop, rap, west coast hip hop",1,1
Kep1er,"k-pop, pop",1,0
Bruno Major,,1,0
Zendaya,,4,4
Alvaro Diaz,"latin, reggaeton, trap latino, urbano latino",1,1
Chefin,"brazilian hip hop, brazilian pop, brazilian trap, choral, classical, electronic, funk, funk carioca, funk consciente, funk pop, hip hop, latin, pop, r&b, trap, trap funk",2,2
Mainstreet,"brazilian hip hop, brazilian trap, electronic, hip hop, trap, trap funk",1,1
Charlie Puth,"afrobeats, dancehall, edm, electronic, hip hop, k-pop, pop, r&b, soca, soft pop, traditional music",7,3
Chase Atlantic,,1,0
Lana Del Rey,,5,2
Travis Barker,"hip hop, melodic rap, rap rock, rock",1,1
mgk,"emo, glitch, hip hop, hyperpop, melodic rap, metal, metalcore, new age, pop, post-hardcore, rap, rap rock, rock, screamo, trap",17,13
Meat Loaf,,3,0
Muni Long,,1,0
Wizkid,"afrobeat, afrobeats, afropiano, afropop, afroswing, azonto, dancehall, hip hop, pop, r&b, rap, traditional music",1,1
Kyla,"afrobeat, afrobeats, afropiano, afropop, afroswing, azonto, dancehall, hip hop, pop, r&b, rap, traditional music",1,1
Devi Sri Prasad,"kollywood, pop, tamil dance, tamil pop, telugu pop, tollywood",1,1
Sid Sriram,"kollywood, pop, tamil dance, tamil pop, telugu pop, tollywood",1,1
Chandra Bose,"kollywood, pop, tamil dance, tamil pop, telugu pop, tollywood",1,1
girl in red,"bedroom pop, pop",3,0
Sam Tompkins,,3,3
Yung Lean,"cloud rap, hip hop",1,0
La Pantera,"latin, reggaeton",1,1
Quevedo,"argentine trap, hip hop, latin, reggaeton, trap, trap latino, urbano latino",8,6
Juseph,"latin, reggaeton",1,1
ABHIR,"latin, reggaeton",1,1
BEJO,"latin, reggaeton",1,1
Cruz Cafuné,"latin, reggaeton",1,1
EL IMA,"latin, reggaeton",1,1
Ryan Castro,"latin, reggaeton",3,0
The Chainsmokers,,4,2
Rina Sawayama,"art pop, hyperpop, pop",1,1
Em Beihold,,2,1
Lord Huron,,1,0
Mahmood,,1,1
BLANCO,,1,1
Rkomi,"hip hop, italian trap",1,0
La rappresentante di lista,,1,0
Elisa,"folk/acoustic, italian singer-songwriter",1,0
sangiovanni,,1,0
Nicki Minaj,,4,2
Red Hot Chili Peppers,"alternative rock, funk rock, rock",2,0
King Von,"drill, hip hop",1,1
Irama,,1,0
$NOT,"hip hop, rap",2,2
A$AP Rocky,"hip hop, rap",6,5
Dargen D'Amico,,1,0
Malik Montana,"electronic, grime",1,1
DaChoyce,"electronic, grime",1,1
SRNO,"electronic, grime",1,1
The Plug,"electronic, grime",1,1
Dr. Dre,"g-funk, gangster rap, hip hop, quiet storm, r&b, rap, west coast hip hop",5,5
Daddy Yankee,"crunk, dembow, hip hop, latin, reggaeton, trap latino, urbano latino",15,8
Jung Kook,"k-pop, pop, soft pop",4,3
Fivio Foreign,"brooklyn drill, drill, hip hop, neo soul, new york drill, pop, r&b, rap, uk drill",2,2
Alicia Keys,"brooklyn drill, drill, hip hop, neo soul, new york drill, pop, r&b, rap, uk drill",2,2
Dove Cameron,,1,0
Becky G,"brazilian pop, funk, funk carioca, funk pop, hip hop, latin, latin pop, pagode baiano, pop, r&b, reggaeton, urbano latino",4,4
Snoop Dogg,"g-funk, gangster rap, hip hop, k-pop, pop, rap, west coast hip hop",4,4
50 Cent,"east coast hip hop, hip hop, rap",2,1
2Pac,"g-funk, gangster rap, hip hop, quiet storm, r&b, rap, west coast hip hop",1,1
Roger,"g-funk, gangster rap, hip hop, quiet storm, r&b, rap, west coast hip hop",1,1
Dido,"hip hop, rap",1,1
Sia,,3,0
Anirudh Ravichander,"bollywood, desi, hindi pop, hip hop, kollywood, pop, tamil dance, tamil hip hop, tamil pop, telugu pop, tollywood",1,1
Jonita Gandhi,"bollywood, desi, hindi pop, hip hop, kollywood, pop, tamil dance, tamil hip hop, tamil pop, telugu pop, tollywood",1,1
Bring Me The Horizon,"emo, metal, metalcore, pop, post-hardcore, rock, screamo, soft pop",3,3
Mc Pedrinho,"brazilian funk, brazilian pop, brega funk, funk, funk carioca, funk pop, hip hop, pop, r&b",1,1
Tarkan,"pop, t-pop, turkish pop",1,0
Dj Guuga,"agronejo, arrocha, brazilian funk, brega funk, country, forró, funk, hip hop, latin, piseiro, pop, r&b, sertanejo, sertanejo universitário",1,1
Wesley Safadão,"agronejo, arrocha, brazilian funk, brega, brega funk, country, forró, funk, hip hop, latin, pagode baiano, piseiro, pop, r&b, sertanejo, sertanejo universitário",3,2
Luan Santana,"agronejo, arrocha, brazilian pop, country, funk, funk pop, latin, pop, r&b, sertanejo, sertanejo universitário",3,2
Zion & Lennox,"latin, reggaeton",1,0
Halsey,"edm, electronic, k-pop, pop",5,4
Linkin Park,"alternative metal, metal, nu metal, rap metal, rock",1,0
Cris Mj,"argentine trap, chilean mambo, chilean trap, hip hop, latin, mambo, reggaeton, reggaeton chileno, rkt, trap, trap latino, urbano latino",4,3
Rogerinho,"arrocha, brega, brega funk, country, forró, funk, latin, pagode baiano, piseiro, pop, r&b, sertanejo, sertanejo universitário",2,1
Tyga,,1,1
Kygo,"edm, electronic, future bass, melodic bass, pop, soft pop, tropical house",3,3
DNCE,"electronic, tropical house",1,1
Florence + The Machine,"baroque pop, pop",1,0
Mc Don Juan,"arrocha, brazilian funk, brega, country, electronic, forró, funk, funk consciente, hip hop, latin, piseiro, r&b, seresta, sertanejo, trap funk",2,2
DG e Batidão Stronda,"arrocha, brazilian funk, brega, country, electronic, forró, funk, funk consciente, hip hop, latin, piseiro, r&b, seresta, sertanejo, trap funk",1,1
MC Teteu,"brazilian funk, brega funk, funk, hip hop, pop, r&b",1,1
Dj Serpinha,"brazilian funk, brega funk, funk, hip hop, pop, r&b",1,1
TREASURE,"k-pop, pop",1,0
Lil Peep,"cloud rap, emo rap, hip hop",1,0
Gotye,,1,1
Kimbra,,1,1
Eden Muñoz,"banda, corrido, corridos bélicos, corridos tumbados, latin, música mexicana, norteño",1,0
Residente,"argentine trap, hip hop, latin, latin hip hop, trap latino, urbano latino",1,1
Omah Lay,"afro soul, afrobeat, afrobeats, afropiano, afropop, afroswing, alté, pop, r&b, traditional music",1,1
Dave,"drill, electronic, grime, hip hop, pop, uk drill",1,0
Dominic Fike,,1,1
Miksu / Macloud,"german hip hop, hip hop",2,2
t-low,"german hip hop, hip hop",2,2
shadowraze,"hip hop, hyperpop, phonk, pop",1,0
JVKE,,4,0
C. Tangana,"flamenco, latin",1,0
Tulus,"indonesian indie, indonesian pop, pop, rock",1,0
NMIXX,"k-pop, pop",1,0
Yeat,"hip hop, melodic rap, rage rap",5,1
Kevin Gates,"crunk, hip hop, memphis rap",1,1
Juicy J,"crunk, hip hop, memphis rap, pop",2,2
Megan Thee Stallion,pop,3,2
Rex Orange County,"bedroom pop, pop",3,1
Rammstein,"industrial, industrial metal, industrial rock, metal, rock",6,0
Gloria Groove,"brazilian funk, brazilian pop, funk pop, hip hop, latin, pagode, pop",1,0
Cornelia Jakobs,,1,0
AnnenMayKantereit,"german pop, pop",1,1
Giant Rooks,"german pop, pop",1,1
(G)I-DLE,"k-pop, pop",2,0
Danny Ocean,"latin, reggaeton, trap latino, urbano latino",2,1
Stray Kids,"k-pop, pop",16,0
UZI,"drill, hip hop, turkish hip hop",1,0
Alejo,"latin, reggaeton, urbano latino",1,1
Feid,"argentine trap, chilean mambo, chilean trap, colombian pop, hip hop, latin, latin pop, mambo, pop, reggaeton, reggaeton chileno, trap latino, urbano latino",20,10
ROBI,"latin, reggaeton, urbano latino",1,1
Tokischa,"dembow, electronic, latin, neoperreo",1,1
Demi Lovato,,3,0
Davi Kneip,"agronejo, brazilian funk, brazilian pop, brega funk, country, funk, funk carioca, funk de bh, funk pop, hip hop, pop, r&b",2,2
Mc Frog,"agronejo, brazilian funk, brazilian pop, brega funk, country, funk, funk carioca, funk de bh, funk pop, hip hop, pop, r&b",2,2
Dj Gabriel do Borel,"agronejo, brazilian funk, brazilian pop, brega funk, country, funk, funk carioca, funk de bh, funk pop, hip hop, pop, r&b",2,2
