Artist,Genres,num_hits,num_collab_hits
5 Seconds of Summer,"dance, edm, electronic",1,1
French Montana,,1,1
Sia,,3,0
AC/DC,"classic rock, hard rock, rock, rock and roll",4,0
Bill Withers,"motown, r&b, soul",1,0
JAY-Z,"east coast hip hop, hip hop, rap",1,1
Charli xcx,"ambient, art pop, dembow, electro corridos, electronic, hyperpop, idm, latin, pop",14,10
Wyclef Jean,"latin, latin pop, pop",1,1
gins&melodies,"hip hop, opm, p-pop, pinoy hip hop, pinoy r&b, pop, r&b",1,1
Hev Abi,"hip hop, opm, p-pop, pinoy hip hop, pinoy r&b, pop, r&b",1,1
Nonna,pop,2,2
Britney Spears,pop,2,0
WALK THE MOON,,1,0
AFROJACK,"big room, edm, electronic, latin, latin dance",1,1
Ne-Yo,"big room, edm, electronic, latin, latin dance",2,2
Nayer,"big room, edm, electronic, latin, latin dance",1,1
Dasha,,3,0
Zeynep Bastık,"hip hop, pop, t-pop, turkish hip hop, turkish pop",1,0
Pressure 9X19,"dembow, hip hop, latin, reggaeton, trap, trap latino, urbano latino",1,1
Anuel AA,"dembow, hip hop, latin, reggaeton, trap, trap latino, urbano latino",3,3
YOVNGCHIMI,"dembow, hip hop, latin, reggaeton, trap, trap latino, urbano latino",1,1
CDobleta,"dembow, hip hop, latin, reggaeton, trap, trap latino, urbano latino",1,1
Oruam,"agronejo, arrocha, brazilian funk, brazilian hip hop, brazilian trap, country, electronic, forró, funk, funk carioca, funk consciente, funk de bh, hip hop, latin, piseiro, r&b, sertanejo, sertanejo universitário, trap, trap funk",2,2
Mc Poze do Rodo,"brazilian funk, brazilian hip hop, brazilian trap, electronic, funk, funk consciente, hip hop, latin, r&b, trap, trap funk",1,1
MC Nego Micha,"brazilian funk, brazilian hip hop, brazilian trap, electronic, funk, funk consciente, hip hop, latin, r&b, trap, trap funk",1,1
Murillo e LT no Beat,"brazilian funk, brazilian hip hop, brazilian trap, electronic, funk, funk consciente, hip hop, latin, r&b, trap, trap funk",2,2
The Cranberries,,2,0
Artemas,,3,0
Beach Weather,,1,0
Foster The People,,1,0
Joel De La P,"banda, corrido, corridos bélicos, corridos tumbados, dembow, electro corridos, latin, música mexicana, sad sierreño, sierreño",3,3
Rick Ross,"hip hop, rap, southern hip hop",1,1
Allison Russell,"folk, folk/acoustic",1,1
Cardi B,"latin, latin pop, pop",1,1
CYRIL,"alternative metal, hard rock, heavy metal, metal, nu metal, rap metal, rock",2,1
ILLIT,"k-pop, pop",1,0
G-Eazy,"electronic, french house, nu disco, r&b",2,0
Christoph Andersson,"electronic, french house, nu disco, r&b",0,0
Dominic Fike,,2,0
Mark Ambor,,3,0
Jungle,,1,0
Camila Cabello,"hip hop, pop, rage rap, rap",2,2
Henry Moodie,,1,0
Tanner Adell,,1,1
Brittney Spencer,,1,1
Tiera Kennedy,,1,1
Reyna Roberts,,1,1
Linda Martell,,1,1
Shaboozey,,4,2
Rumi Carter,,1,1
Willie Nelson,"country, honky tonk, rock, traditional country",1,1
j-hope,"easy listening, hip hop, k-ballad, k-pop, k-rap, pop, soundtrack",2,2
Gaeko,"easy listening, hip hop, k-ballad, k-pop, k-rap, pop, soundtrack",1,1
YOON MIRAE,"easy listening, hip hop, k-ballad, k-pop, k-rap, pop, soundtrack",1,1
Willie Jones,"country hip hop, hip hop",1,1
Dolly Parton,country,3,2
The Academy: Segunda Misión,"argentine trap, hip hop, latin, reggaeton, trap latino, urbano latino",1,1
Sech,"argentine trap, hip hop, latin, reggaeton, trap latino, urbano latino",1,1
Justin Quiles,"argentine trap, hip hop, latin, reggaeton, trap latino, urbano latino",1,1
Dalex,"argentine trap, hip hop, latin, reggaeton, trap latino, urbano latino",1,1
Dímelo Flow,"argentine trap, hip hop, latin, reggaeton, trap latino, urbano latino",1,1
Isabel LaRosa,,1,0
Earth,"disco, r&b",1,1
Wind & Fire,"disco, r&b",1,1
BABYMONSTER,"k-pop, pop",2,0
TOMORROW X TOGETHER,"k-pop, pop",1,0
XXXTENTACION,"cloud rap, emo rap, hip hop",2,1
Ari Lennox,"alternative r&b, crunk, hip hop, neo soul, r&b, rap, southern hip hop, trap",1,1
Young Dro,"alternative r&b, crunk, hip hop, neo soul, r&b, rap, southern hip hop, trap",1,1
Gucci Mane,"alternative r&b, crunk, hip hop, neo soul, r&b, rap, southern hip hop, trap",1,1
Bas,"drill, electronic, grime, hip hop, pop, rap, uk drill",2,2
Cam'ron,"east coast hip hop, hip hop, rap",1,1
Daylyt,"hip hop, rap",1,1
Ab-Soul,"hip hop, rap",1,1
Luis R Conriquez,"banda, corrido, corridos bélicos, corridos tumbados, dembow, electro corridos, latin, música mexicana, sad sierreño, sierreño",5,5
Neton Vega,"banda, corrido, corridos bélicos, corridos tumbados, electro corridos, latin, música mexicana, sad sierreño, sierreño",6,5
NATTAN,"agronejo, arrocha, brega, country, forró, latin, piseiro, seresta, sertanejo, sertanejo universitário",2,1
Bonnie Tyler,,1,0
Skillibeng,"afrobeats, dancehall, hip hop, melodic rap, r&b, traditional music",1,1
Noah Cyrus,,1,0
Lay Bankz,"jersey club, pop",2,0
Chappell Roan,,6,0
Jaxomy,,1,1
Agatino Romero,,1,1
Raffaella Carrà,,1,1
iZaak,"latin, reggaeton, trap latino, urbano latino",1,1
JHAYCO,"latin, reggaeton, trap latino, urbano latino",1,1
Disturbed,"alternative metal, hard rock, heavy metal, metal, nu metal, rap metal, rock",1,1
Ken Carson,"hip hop, rage rap",1,0
Brownstone,"hip hop, new jack swing, r&b, rap",1,1
A$AP Rocky,"cloud rap, electronic, hip hop, rap, witch house",6,4
Lil Baby,"drill, electronic, grime, hip hop, pop, rap, uk drill",2,2
DJ JZ,"arrocha, brega, country, forró, funk, funk de bh, latin, piseiro, r&b, seresta, sertanejo, sertanejo universitário",1,1
Humberto & Ronaldo,"arrocha, brega, country, forró, funk, funk de bh, latin, piseiro, r&b, seresta, sertanejo, sertanejo universitário",1,1
Mc Mininin,"arrocha, brega, country, forró, funk, funk de bh, latin, piseiro, r&b, seresta, sertanejo, sertanejo universitário",1,1
DJ LG PROD,"arrocha, brega, country, forró, funk, funk de bh, latin, piseiro, r&b, seresta, sertanejo, sertanejo universitário",1,1
Silvanno Salles,"arrocha, brega, country, forró, funk, funk de bh, latin, piseiro, r&b, seresta, sertanejo, sertanejo universitário",1,1
Bakar,r&b,1,1
Labrinth,,1,0
Rvssian,"afro soul, afrobeat, afrobeats, afropiano, afropop, latin, pop, r&b, reggaeton, traditional music, trap latino, urbano latino",2,2
Ayra Starr,"afro soul, afrobeat, afrobeats, afropiano, afropop, latin, pop, r&b, reggaeton, traditional music, trap latino, urbano latino",2,2
Bhavi,"argentine trap, hip hop, latin, trap, trap latino, urbano latino",1,1
Seven Kayne,"argentine trap, hip hop, latin, trap, trap latino, urbano latino",1,1
Neo Pistea,"argentine trap, hip hop, latin, trap, trap latino, urbano latino",1,1
The Outfield,,1,0
Florence + The Machine,"baroque pop, pop",1,1
Felipe e Rodrigo,"agronejo, country, latin, sertanejo, sertanejo universitário",2,0
Sevdaliza,"brazilian pop, country, dembow, electronic, funk pop, latin, neoperreo, pop, tecnobrega",2,2
Villano Antillano,"dembow, electronic, latin, neoperreo",1,1
Tokischa,"dembow, electronic, latin, neoperreo",1,1
Reynmen,"hip hop, pop, turkish hip hop, turkish pop",1,0
AYLIVA,"german hip hop, german pop, hip hop, pop",1,1
Apache 207,"german hip hop, german pop, hip hop, pop",1,1
Rels B,"banda, corrido, corridos bélicos, corridos tumbados, latin, música mexicana, reggaeton, sad sierreño, sierreño, trap latino, urbano latino",3,3
Lia Kali,"latin, trap latino, urbano latino",1,1
Tommy Richman,,4,0
Belinda,"banda, corrido, corridos bélicos, corridos tumbados, electro corridos, latin, latin pop, música mexicana, pop, sad sierreño, sierreño",1,1
ZICO,"hip hop, k-pop, k-rap, pop",1,1
Gustavo Moura & Rafael,"latin, sertanejo, sertanejo universitário",1,0
Amy Winehouse,,1,0
MUSIC LAB JPN,,2,0
SEVENTEEN,"k-pop, pop",1,0
Daya,,1,0
Train,"pop, soft pop",2,0
The White Stripes,"alternative rock, blues rock, garage rock, rock",1,0
Billy Joel,"rock, soft rock",1,0
Zé Vaqueiro,"arrocha, brega, country, forró, latin, piseiro, sertanejo",1,0
Bayhan,"arabesk, hip hop, pop, turkish hip hop, turkish pop",1,0
Lithe,,1,0
Dj Agus Lima,"latin, rkt, turreo",1,0
RM,"hip hop, k-pop, k-rap, pop",5,1
Myles Smith,,1,0
Stray Kids,"k-pop, latin, pop, soft pop, trap latino",12,3
Charlie Puth,"k-pop, pop, soft pop",4,4
SAIKO,"flamenco urbano, latin, trap latino, urbano latino",1,1
JC Reyes,"flamenco urbano, latin, trap latino, urbano latino",1,1
Dei V,"flamenco urbano, latin, trap latino, urbano latino",1,1
Nemo,,1,0
Baby Lasagna,,1,0
Slimane,"chanson, easy listening, french pop, pop, variété française",1,0
alyona alyona,,1,1
Jerry Heil,,1,1
Chimbala,"banda, corrido, corridos bélicos, corridos tumbados, dembow, electro corridos, latin, música mexicana, sad sierreño, sierreño",1,1
Van Morrison,,1,0
aespa,"k-pop, pop",6,0
LOVE BGM JPN,,0,0
Ram Sampath,"bangla pop, bollywood, desi, hindi pop, hip hop, pop",1,1
Prashant Pandey,"bangla pop, bollywood, desi, hindi pop, hip hop, pop",1,1
Alvaro Diaz,"latin, reggaeton, urbano latino",1,1
THE BOX,"brazilian funk, brazilian trap, brega funk, electronic, funk, funk consciente, funk de bh, hip hop, latin, pop, r&b, trap, trap funk",1,1
Mc Brinquedo,"brazilian funk, brazilian trap, brega funk, electronic, funk, funk consciente, funk de bh, hip hop, latin, pop, r&b, trap, trap funk",1,1
MC Cebezinho,"brazilian funk, brazilian trap, brega funk, electronic, funk, funk consciente, funk de bh, hip hop, latin, pop, r&b, trap, trap funk",2,2
MC Tuto,"agronejo, arrocha, brazilian funk, brazilian trap, brega funk, country, electronic, forró, funk, funk carioca, funk consciente, funk de bh, hip hop, latin, piseiro, pop, r&b, sertanejo, sertanejo universitário, trap, trap funk",4,4
Mc Laranjinha,"brazilian funk, brazilian trap, brega funk, electronic, funk, funk consciente, funk de bh, hip hop, latin, pop, r&b, trap, trap funk",1,1
DJ Oreia,"brazilian funk, brazilian trap, brega funk, electronic, funk, funk consciente, funk de bh, hip hop, latin, pop, r&b, trap, trap funk",2,2
TOTO,"rock, soft rock",2,0
Cyndi Lauper,,1,0
DJ TOPO,"brazilian funk, funk, funk carioca, funk de bh, hip hop, latin, mpb, pagode, r&b, samba",2,2
Seu Jorge,"brazilian funk, funk, funk de bh, hip hop, latin, mpb, pagode, r&b, samba",1,1
Mc Leozin,"brazilian funk, funk, funk de bh, hip hop, latin, mpb, pagode, r&b, samba",1,1
MC G15,"brazilian funk, funk, funk de bh, hip hop, latin, mpb, pagode, r&b, samba",1,1
leftovermax,,1,0
Øneheart,"dark ambient, electronic",1,1
reidenshi,"dark ambient, electronic",1,1
Eurythmics,"new wave, pop, rock, synthpop",1,1
Annie Lennox,"new wave, pop, rock, synthpop",1,1
Dave Stewart,"new wave, pop, rock, synthpop",1,1
Halsey,,1,1
Lewis Somes,"chilean trap, hip hop, latin, reggaeton chileno",2,2
Red Hot Chili Peppers,"alternative rock, funk rock, rock",2,0
Murilo Huff,"agronejo, arrocha, country, latin, piseiro, sertanejo, sertanejo universitário",1,1
System Of A Down,"alternative metal, metal, nu metal, rap metal, rock",2,0
Akon,"hip hop, rap",1,1
Los Ángeles Azules,"argentine trap, cumbia, cumbia sonidera, hip hop, latin, salsa",1,1
Gracie Abrams,,9,1
Tinashe,"alternative r&b, r&b",1,0
ERNEST,country,2,2
dj sv,"arrocha, country, forró, funk, funk de bh, latin, piseiro, r&b, seresta",1,1
Doug Hits,"arrocha, country, forró, funk, funk de bh, latin, piseiro, r&b, seresta",1,1
Manim Vaqueiro,"arrocha, country, forró, funk, funk de bh, latin, piseiro, r&b, seresta",1,1
Tony Effe,"hip hop, italian trap",1,1
Gaia,"hip hop, italian trap",1,1
DJ Glenner,"brazilian funk, brazilian trap, electronic, funk, funk consciente, hip hop, latin, r&b, trap funk",2,2
Dj Luan Gomes,"funk, funk de bh, r&b",1,0
DJ JOÃO PEREIRA,"brazilian funk, funk, funk de bh, hip hop, r&b",1,1
Mc Dudu Sk,"brazilian funk, funk, funk de bh, hip hop, r&b",1,1
MC TH DA SERRA,"brazilian funk, funk, funk de bh, hip hop, r&b",1,1
DALÃMA,"brazilian funk, funk, funk de bh, hip hop, r&b",1,1
Maki,"easy listening, harana, kundiman, opm, p-pop, pinoy indie, pinoy r&b, pop, r&b, traditional music",1,0
Lost Frequencies,"electronic, pop, soft pop, tropical house",2,2
Calum Scott,"electronic, pop, soft pop, tropical house",1,1
Luísa Sonza,"brazilian hip hop, brazilian pop, brazilian trap, electronic, funk, funk pop, hip hop, pop, r&b, trap, trap funk",1,1
KayBlack,"brazilian hip hop, brazilian pop, brazilian trap, electronic, funk, funk pop, hip hop, pop, r&b, trap, trap funk",1,1
Koe Wetzel,"country, country rock, red dirt, rock, texas country",1,1
Jessie Murph,"country, country rock, red dirt, rock, texas country",1,1
Nueva H,"banda, corrido, corridos bélicos, corridos tumbados, electro corridos, latin, música mexicana, sad sierreño, sierreño",2,2
Offset,"emo rap, hip hop, melodic rap",2,2
Kodak Black,,1,1
$uicideboy$,"cloud rap, dark trap, emo rap, hip hop, horrorcore, punk rap, underground hip hop",1,0
Charlie Wilson,"jersey club, pop, sexy drill",1,1
Cash Cobain,"jersey club, pop, sexy drill",1,1
Adam Port,"afro house, electronic, house, melodic house",1,1
Stryv,"afro house, electronic, house, melodic house",1,1
Keinemusik,"afro house, electronic, house, melodic house",1,1
Orso,"afro house, electronic, house, melodic house",1,1
Malachiii,"afro house, electronic, house, melodic house",1,1
Kings of Leon,"modern rock, rock",1,0
Blake Shelton,country,3,3
Lorde,"art pop, hyperpop, pop",1,1
Mustard,"hip hop, rap",1,1
Ivan Cornejo,"banda, corrido, corridos bélicos, corridos tumbados, electro corridos, latin, música mexicana, sad sierreño, sierreño",1,1
Jasiel Nuñez,"banda, corrido, corridos bélicos, corridos tumbados, electro corridos, latin, música mexicana, sad sierreño",1,1
Estevan Plazola,"banda, corrido, corridos bélicos, corridos tumbados, electro corridos, latin, música mexicana, sad sierreño",1,1
Brandy,"pop, r&b",1,1
Monica,"pop, r&b",1,1
Jordan Adetunji,sexy drill,3,0
Foo Fighters,"alternative rock, grunge, metal, modern rock, post-grunge, rock",1,0
Ellie Goulding,"edm, electronic",1,1
Loco,"hip hop, k-pop, k-rap, pop",2,2
LISA,"k-pop, latin, pop",4,1
Kelsea Ballerini,country,1,1
Pabllo Vittar,"brazilian pop, country, funk pop, pop, tecnobrega",1,1
Yseult,"brazilian pop, country, funk pop, pop, tecnobrega",1,1
Ovy On The Drums,"latin, reggaeton, trap latino, urbano latino",5,5
Gorillaz,,1,0
Tame Impala,"indie, pop, psychedelic pop, rock",1,0
Big Sean,"hip hop, rap",3,3
BabyTron,"hip hop, rap",2,2
Nickelback,"metal, post-grunge, rock",1,0
Ella Langley,country,1,1
Riley Green,country,1,1
Quavo,,1,1
Yuki Chiba,"hip hop, j-rap",1,1
Bruce Springsteen,,2,0
Katy Perry,pop,4,0
Daryl Hall & John Oates,"rock, soft rock",2,0
John Mayer,"country, folk/acoustic, red dirt, singer-songwriter",1,1
Childish Gambino,,3,0
CountryBeat,"agronejo, country, latin, sertanejo",1,1
Félix,"agronejo, country, latin, sertanejo",1,1
Léo Souzza,"agronejo, country, latin, sertanejo",1,1
Karan Aujla,"bhangra, desi, desi hip hop, hip hop, pop, punjabi hip hop, punjabi pop, traditional music",2,0
White Gold,"hip hop, rap",2,2
Sly Pyper,"hip hop, rap",2,2
Dem Jointz,"hip hop, rap",1,1
Jelly Roll,"country, country hip hop, hip hop, rap",2,2
Skylar Grey,"hip hop, rap",1,1
Ez Mil,"hip hop, pinoy hip hop, pinoy r&b, r&b, rap",1,1
ENHYPEN,"k-pop, pop",1,0
Ryan Castro,"banda, corrido, corridos bélicos, corridos tumbados, electro corridos, latin, música mexicana, reggaeton, sad sierreño, urbano latino",3,3
SOG,"banda, corrido, corridos bélicos, corridos tumbados, electro corridos, latin, música mexicana, reggaeton, sad sierreño",2,2
Maria Becerra,"argentine trap, cuarteto, cumbia, hip hop, latin",2,2
Lomiiel,"dembow, latin",1,0
Kapo,"latin, latin afrobeat, reggaeton",3,1
Sofia Carson,"k-pop, pop",1,1
Boza,"latin, latin r&b, r&b, reggaeton, urbano latino",1,1
ELENA ROSE,"latin, latin r&b, r&b, reggaeton, urbano latino",1,1
Dionela,"harana, hip hop, opm, p-pop, pinoy hip hop, pinoy r&b, pop, r&b, traditional music",2,1
Jay R,"harana, hip hop, opm, p-pop, pinoy hip hop, pinoy r&b, pop, r&b, traditional music",1,1
Sal Priadi,"indonesian indie, indonesian pop, pop, rock",1,0
Alphaville,"pop, synthpop",1,0
Kenia OS,"banda, corrido, corridos bélicos, corridos tumbados, electro corridos, latin, música mexicana, reggaeton mexa, sad sierreño",1,1
*NSYNC,,2,0
Gordo,"afro house, electronic, hip hop, latin house, rap",1,1
Otis Redding,"blues, motown, r&b, soul, soul blues",2,0
Backstreet Boys,,2,0
Hanumankind,"desi hip hop, hip hop, malayalam hip hop",1,1
Kalmi,"desi hip hop, hip hop, malayalam hip hop",1,1
Dudy Oris,"indonesian pop, pop",1,0
Daniel Caesar,r&b,4,4
H.E.R.,r&b,1,1
La Oreja de Van Gogh,"latin pop, pop",1,0
Jessica Pratt,"hip hop, rap",1,1
Asake,"afro adura, afrobeat, afrobeats, afropiano, afropop, afroswing, amapiano, azonto, dancehall, electronic, hip hop, pop, r&b, rap, traditional music",3,3
J Balvin,"latin, reggaeton, urbano latino",2,2
Grelo,"arrocha, brega, country, forró, latin, piseiro, seresta, sertanejo",1,0
Clayton & Romário,"agronejo, arrocha, country, latin, sertanejo, sertanejo universitário",1,0
Traia Véia,"agronejo, country, latin, piseiro, sertanejo, sertanejo universitário",1,1
Bernadya,"indonesian indie, indonesian pop, pop, rock",4,0
P!nk,,1,1
Nate Ruess,,1,1
Guns N' Roses,"classic rock, glam metal, hard rock, metal, rock",1,0
ROSALÍA,"k-pop, latin, pop",1,1
Tim McGraw,country,1,1
Chris Stapleton,country,1,1
Hank Williams,"country, country rock, honky tonk, rock, southern rock",1,1
Jr.,"country, country rock, honky tonk, rock, southern rock",1,1
Brad Paisley,country,1,1
Lainey Wilson,country,1,1
Jorge & Mateus,"agronejo, arrocha, country, latin, sertanejo, sertanejo universitário",1,1
Henrique & Juliano,"agronejo, arrocha, country, latin, sertanejo, sertanejo universitário",3,1
HARDY,"country, country rock, rock",1,1
Sierra Ferrell,"alt country, americana, bluegrass, country",1,1
Kaique e Felipe,"agronejo, country, latin, piseiro, sertanejo, sertanejo universitário",1,1
Gigi Perez,,2,0
PinkPantheress,"bedroom pop, pop",1,0
Alex Warren,,3,0
KALEO,,1,0
Little Simz,"afrobeat, afrobeats, afropiano, afropop, afroswing, dancehall, latin pop, pop, r&b, traditional music",2,2
Elyanna,"afrobeat, afrobeats, afropiano, afropop, afroswing, dancehall, latin pop, pop, r&b, traditional music",2,2
Maisak,"latin, reggaeton, urbano latino",1,1
Rich Homie Quan,"hip hop, melodic rap, rap, southern hip hop, trap",1,1
The 1975,"ambient, art pop, electronic, hip hop, hyperpop, idm, pop, rap",2,2
Mari Fernandez,"agronejo, arrocha, country, forró, latin, piseiro, sertanejo, sertanejo universitário",1,1
Zé Felipe,"agronejo, arrocha, brazilian funk, brazilian trap, brega, country, electronic, forró, funk, funk carioca, funk consciente, funk de bh, hip hop, latin, piseiro, r&b, seresta, sertanejo, sertanejo universitário, trap, trap funk",3,3
Sachin-Jigar,"bangla pop, bollywood, desi, gujarati garba, gujarati pop, hindi pop, hip hop, jazz, pop",1,1
Madhubanti Bagchi,"bangla pop, bollywood, desi, gujarati garba, gujarati pop, hindi pop, hip hop, jazz, pop",1,1
Divya Kumar,"bangla pop, bollywood, desi, gujarati garba, gujarati pop, hindi pop, hip hop, jazz, pop",1,1
Amitabh Bhattacharya,"bangla pop, bollywood, desi, gujarati garba, gujarati pop, hindi pop, hip hop, jazz, pop",1,1
El Padrinito Toys,"corrido, corridos bélicos, corridos tumbados, electro corridos, latin",1,0
Oasis,"britpop, madchester, pop, rock",4,0
Ícaro e Gilmar,"agronejo, country, latin, piseiro, sertanejo, sertanejo universitário",1,1
O REI DA BATIDINHA,"agronejo, arrocha, brega, country, forró, latin, piseiro, seresta, sertanejo, sertanejo universitário",1,1
KATSEYE,"k-pop, pop",1,0
Surf Curse,"indie, rock",2,0
Addison Rae,,1,0
HUGEL,"afro house, electronic, latin house, tech house",1,1
Topic,"afro house, electronic, latin house, tech house",1,1
Arash,"afro house, electronic, latin house, tech house",1,1
Daecolm,"afro house, electronic, latin house, tech house",1,1
Matuê,"brazilian hip hop, brazilian trap, electronic, hip hop, trap, trap funk",3,2
Veigh,"brazilian hip hop, brazilian trap, electronic, hip hop, trap, trap funk",1,1
Teto,"brazilian hip hop, brazilian trap, electronic, hip hop, trap, trap funk",1,1
Troye Sivan,"art pop, hyperpop, pop",2,2
LOUKI,"chilean mambo, chilean trap, hip hop, latin, reggaeton, reggaeton chileno",1,1
Odetari,"hyperpop, jersey club, nightcore, pop",1,0
Dhruv,,1,0
Ndotz,,1,0
Sfera Ebbasta,"hip hop, italian trap, trap",1,1
Victor Mendivil,"banda, corrido, corridos bélicos, corridos tumbados, dembow, electro corridos, latin, música mexicana, sad sierreño",1,1
girl in red,"bedroom pop, pop",1,0
HUMBE,,1,0
Omar Courtz,,1,1
De La Rose,,1,1
Valentino Merlo,"cuarteto, cumbia, latin, rkt, turreo",1,1
The La Planta,"cuarteto, cumbia, latin, rkt, turreo",1,1
Crowded House,,1,0
Lil Peep,"cloud rap, emo rap, hip hop",1,1
Imogen Heap,"cloud rap, electronic, hip hop, rap, witch house",1,1
Clams Casino,"cloud rap, electronic, hip hop, rap, witch house",1,1
Kesha,,3,1
Patrick Watson,,1,0
KSI,"hip hop, melodic rap",1,1
Trippie Redd,"hip hop, melodic rap",1,1
Jin,"k-ballad, k-pop, pop",11,1
Jon Hopkins,"ambient, art pop, electronic, hyperpop, idm, pop",1,1
Bb trickz,"art pop, dembow, electro corridos, hyperpop, latin, pop",1,1
Shygirl,"art pop, hyperpop, pop",1,1
Caroline Polachek,"art pop, hyperpop, pop",1,1
Capital Cities,,1,0
ROSÉ,"k-pop, pop",11,2
benny blanco,"emo rap, hip hop, latin, melodic rap, rap, reggaeton, trap latino, urbano latino",2,2
W Sound,"latin, reggaeton, urbano latino",1,1
Love Funk,"electronic, funk, funk consciente, latin, r&b, trap funk",1,1
Mc Kako,"electronic, funk, funk consciente, latin, r&b, trap funk",1,1
Léo Foguete,"agronejo, arrocha, country, forró, latin, piseiro, seresta, sertanejo",2,0
Teezo Touchdown,,1,1
GloRilla,"hip hop, rap",2,2
Lil Wayne,"hip hop, rap",1,1
ScHoolboy Q,,1,1
Santigold,,1,1
LaToiya Williams,,1,1
Lola Young,,2,1
Doechii,,1,1
The Marías,"bedroom pop, pop",1,0
Ray Parker Jr.,,1,0
Bobby  Boris  Pickett,,0,0
The Crypt-Kickers,,1,1
The Citizens of Halloween,,1,0
Rockwell,,1,0
Andrew Gold,,2,0
Rick James,"disco, funk, motown, r&b",1,0
Talking Heads,"new wave, post-punk, rock",1,0
Evanescence,"alternative metal, metal",1,0
Ghost,"hard rock, metal, rock",1,0
John Carpenter,,1,1
Cody Carpenter,,1,1
Daniel Davies,,1,1
Sam Smith,"pop, soft pop",3,2
Kim Petras,"pop, soft pop",1,1
Lil Uzi Vert,"hip hop, melodic rap",8,1
Duki,"argentine trap, hip hop, latin, reggaeton, trap, trap latino, urbano latino",1,1
Big Time Rush,"hip hop, melodic rap",1,1
Wham!,"christmas, jazz",2,0
DFZM,"latin, reggaeton, urbano latino",1,1
Dedublüman,"arabesk, pop, t-pop, turkish pop",1,1
Aleyna Tilki,"arabesk, pop, t-pop, turkish pop",1,1
Brenda Lee,"christmas, jazz",2,0
Bobby Helms,"christmas, jazz",2,0
FireVRMusic,,0,0
Maiara & Maraisa,"arrocha, country, latin, piseiro, sertanejo, sertanejo universitário",1,0
Laufey,,3,0
Chezile,,1,0
MC LUUKY,"electronic, funk, funk consciente, latin, r&b, trap funk",2,2
DJ JB Mix,"electronic, funk, funk consciente, latin, r&b, trap funk",2,2
Laura Pausini,"italo dance, latin, latin pop, pop, reggaeton, trap latino, urbano latino",1,1
Romeo Santos,"bachata, bachata pop, latin, pop, reggaeton, trap latino, urbano latino",1,1
Marconi Impara,"latin, reggaeton, trap latino, urbano latino",1,1
Yan Block,"latin, reggaeton, trap latino, urbano latino",1,1
WENDY,"k-ballad, k-pop, pop",1,1
Alexis y Fido,"latin, reggaeton, trap latino, urbano latino",1,1
Mr. Naisgai,"latin, reggaeton, trap latino, urbano latino",1,1
LATIN MAFIA,"latin, latin r&b, r&b, reggaeton, trap latino, urbano latino",1,1
Dean Martin,"adult standards, big band, christmas, easy listening, jazz, swing music",5,0
Andy Williams,"christmas, jazz",2,0
Michael Bublé,"christmas, classical, country, easy listening, electro swing, jazz, musicals, swing music",14,4
Kelly Clarkson,"christmas, jazz, pop",2,1
Dody6,"hip hop, west coast hip hop",2,2
Lefty Gunplay,"hip hop, mexican hip hop, west coast hip hop",2,2
Wallie the Sensei,"hip hop, melodic rap, west coast hip hop",2,2
Siete7x,"hip hop, melodic rap, west coast hip hop",2,2
Az Chike,"hip hop, hyphy, west coast hip hop",2,2
Hitta J3,"hip hop, west coast hip hop",2,2
YoungThreat,"hip hop, west coast hip hop",2,2
Peysoh,"hip hop, west coast hip hop",2,2
Aitana,"latin, reggaeton",1,1
Cynthia Erivo,"classical, musicals, pop",2,2
José Feliciano,"bolero, christmas, jazz, latin",1,0
The Ronettes,"christmas, jazz",2,0
John Williams,"easy listening, soundtrack",1,0
Perry Como,"adult standards, christmas, easy listening, jazz",2,1
The Fontane Sisters,"adult standards, christmas, easy listening, jazz",1,1
Mitchell Ayres & His Orchestra,"adult standards, christmas, easy listening, jazz",1,1
Nat King Cole,"adult standards, christmas, easy listening, jazz, vocal jazz",4,0
Arcane,"blues, blues rock, chamber pop, chanson, easy listening, french pop, k-pop, latin, modern blues, pop, rock, trap latino",10,10
League of Legends,"blues, blues rock, chamber pop, chanson, easy listening, french pop, k-pop, latin, modern blues, pop, rock, trap latino",5,5
Stromae,"chanson, easy listening, french pop, pop",1,1
Pomme,"chanson, easy listening, french pop, pop",1,1
Woodkid,"chamber pop, pop",1,1
Bing Crosby,"big band, christmas, easy listening, jazz, k-pop, pop, swing music",9,4
Ken Darby Singers,"christmas, jazz",1,1
John Scott Trotter & His Orchestra,"christmas, jazz",1,1
Ashnikko,,1,1
Tom Morello,"k-pop, latin, pop, trap latino",1,1
Marcus King,"blues, blues rock, modern blues, rock",1,1
Park Hyo Shin,"k-ballad, k-pop, pop",1,1
Gazo,"drill, hip hop, pop urbaine",1,0
John Lennon,"christmas, jazz",1,1
Yoko Ono,"christmas, jazz",1,1
Paul McCartney,,1,0
Shakin' Stevens,"christmas, jazz, rock, rockabilly",1,0
Frank Sinatra,"adult standards, big band, christmas, easy listening, jazz, swing music, vocal jazz",7,1
Darlene Love,"christmas, jazz",2,0
Chris Rea,"christmas, jazz",1,0
Chuck Berry,"rock, rock and roll, rockabilly",1,0
Elvis Presley,"rock, rock and roll, rockabilly",2,0
Pentatonix,"christmas, jazz",2,0
Eartha Kitt,"christmas, easy listening, exotica, jazz",1,1
Henri René and His Orchestra,"christmas, easy listening, exotica, jazz",1,1
