Artist,Genres,num_hits,num_collab_hits
Nicki Minaj,"afro house, dance, edm, electronic, hip hop, hyphy, k-pop, latin, melodic rap, memphis rap, pop, rap, reggaeton, southern hip hop, trap, trap latino, urbano latino",44,35
Nacho,"latin, reggaeton, trap latino, urbano latino",2,1
Yandel,"latin, latin pop, pop, reggaeton, trap latino, urbano latino",6,6
Shawn Mendes,"edm, electronic, pop",25,5
Martin Garrix,"dance, edm, electronic, electronica, future house, pop, progressive house",9,9
David Guetta,"art pop, big room, dance, dancehall, edm, electronic, electronica, future house, hardstyle, hyperpop, latin, pop, progressive house, reggaeton, traditional music",15,15
Jamie Scott,"dance, edm, electronic, electronica, progressive house",1,1
Romy Dya,"dance, edm, electronic, electronica, progressive house",1,1
Michael Jackson,"hip hop, rap",5,2
MC Fioti,"brazilian funk, dancehall, funk, hip hop, latin, r&b, rap, reggaeton, traditional music",1,1
Future,"brazilian funk, cloud rap, dancehall, east coast hip hop, emo rap, funk, hip hop, latin, melodic rap, pop, r&b, rap, reggaeton, soft pop, traditional music, trap, west coast hip hop",28,23
Stefflon Don,"brazilian funk, dancehall, funk, hip hop, latin, r&b, rap, reggaeton, traditional music",2,2
Juan Magán,"brazilian funk, colombian pop, dancehall, funk, hip hop, latin, latin hip hop, latin pop, pop, r&b, rap, reggaeton, traditional music",3,3
Wisin,"hip hop, latin, latin pop, pop, reggaeton, trap, trap latino, urbano latino",6,6
A$AP Ferg,"hip hop, rap",2,1
Carlos Vives,"colombian pop, latin, latin pop, pop, reggaeton, vallenato",1,1
Sebastian Yatra,"colombian pop, dembow, hip hop, latin, latin pop, pop, reggaeton, salsa, salsa romantica, trap, trap latino, vallenato",8,6
Zara Larsson,,2,1
Rita Ora,"art pop, edm, electronic, hyperpop, pop",9,4
Famous Dex,"hip hop, rap",4,2
Joey Montana,"colombian pop, latin, pop, reggaeton",1,1
Kodak Black,"emo rap, hip hop, melodic rap, rap, southern hip hop, trap",16,12
Lil Wayne,"emo rap, g-funk, gangster rap, hip hop, r&b, rap, trap, west coast hip hop",31,18
Avicii,"big room, edm, electro house, electronic, progressive house",20,7
Lauv,,8,2
DJ Khaled,"east coast hip hop, hip hop, r&b, rap",5,5
Chance the Rapper,"hip hop, rap",7,4
Alan Walker,,5,5
Noah Cyrus,"emo rap, hip hop",3,3
Digital Farm Animals,,3,3
Juliander,,2,2
Rihanna,"hip hop, r&b, rap, west coast hip hop",4,3
Bryson Tiller,"hip hop, r&b, rage rap",2,2
Travis Scott,"dubstep, edm, electro, electronic, hip hop, melodic rap, r&b, rage rap, rap, trap, west coast hip hop",42,23
Liam Payne,"electronic, latin, reggaeton, tropical house",7,7
Calvin Harris,"afrobeat, afrobeats, afropiano, afropop, afroswing, azonto, dancehall, edm, electronic, hip hop, pop, r&b, soft pop, traditional music, trap",8,8
Pharrell Williams,"edm, electronic, hip hop, pop, west coast hip hop",5,4
Katy Perry,"edm, electronic, pop",1,1
Big Sean,"edm, electronic, hip hop, hyphy, pop, rap, southern hip hop, trap",5,5
Funk Wav,"edm, electronic, hip hop, pop, r&b, trap",3,3
Bruno Mars,"hip hop, rap, southern hip hop, trap",6,4
Jowell & Randy,"latin, reggaeton, urbano latino",1,1
Macklemore,,4,4
Ryan Lewis,,1,1
Macklemore & Ryan Lewis,,1,1
Ray Dalton,,1,1
Jason Derulo,"dance, edm, electronic, latin, latin pop, pop, reggaeton, trap latino, urbano latino",4,4
XXXTENTACION,"christian hip hop, cloud rap, dark trap, emo rap, hip hop, horrorcore, latin, melodic rap, rage rap, rap, rap rock, reggaeton, rock, urbano latino",57,17
Zacari,"gqom, hip hop, traditional music, west coast hip hop",5,3
mgk,,3,1
X Ambassadors,,1,1
BloodPop®,"neo soul, pop, r&b, soft pop",4,4
Outkast,"hip hop, southern hip hop",1,0
Miguel,"electronic, hip hop, r&b, rap, tropical house",3,3
Ty Dolla $ign,"emo rap, hip hop, rap, southern hip hop, trap",13,13
Lil Xan,"cloud rap, electronic, hip hop, moombahton",3,1
Zedd,"country, edm, electronic, pop",5,5
Gucci Mane,"hip hop, rap, southern hip hop, trap",13,13
Frank Ocean,"edm, electronic, hip hop, rap, trap",3,2
Daya,,1,1
Foster The People,,1,0
Romeo Santos,"bachata, bachata pop, latin, pop, reggaeton, trap latino, urbano latino",4,4
BTS,"edm, electro house, electronic, k-pop, pop",26,5
Desiigner,"edm, electro house, electronic, k-pop, pop",1,1
Steve Aoki,"big room, edm, electro house, electronic, k-pop, pop, progressive house",5,5
Dalmata,"colombian pop, latin, pop, reggaeton",1,1
James Arthur,"crunk, edm, electronic, hip hop, memphis rap, pop, soft pop",6,2
Marvin Gaye,"motown, northern soul, quiet storm, r&b, soul",2,2
Tammi Terrell,"motown, northern soul, quiet storm, r&b, soul",2,2
Skylar Grey,,1,1
Wolfine,"latin, reggaeton, urbano latino",3,1
Jonas Blue,"electronic, tropical house",6,6
William Singe,"electronic, tropical house",1,1
Taylor Swift,"hip hop, pop, rap, soft pop",8,2
MC Kevinho,"arrocha, brazilian funk, brazilian pop, country, forró, funk, funk carioca, funk melody, funk pop, hip hop, latin, piseiro, pop, r&b, sertanejo, sertanejo universitário",5,4
The Jackson 5,"christmas, jazz, motown, r&b",4,0
The Weeknd,"electro, electronic, french house, hip hop, west coast hip hop",13,9
Daft Punk,"electro, electronic, french house, hip hop",3,3
Queen,"art rock, classic rock, glam rock, rock",15,1
Bee Gees,"disco, r&b",1,0
Chris Jedi,"hip hop, latin, reggaeton, trap, trap latino, urbano latino",2,2
Arcángel,"latin, reggaeton, trap latino, urbano latino",2,2
Earth,"disco, r&b",1,1
Wind & Fire,"disco, r&b",1,1
Maggie Lindemann,,1,1
Cheat Codes,,5,5
CADE,,1,1
Jesse & Joy,"latin, latin dance, latin pop, pop",1,1
Gente De Zona,"latin, latin dance, latin pop, pop",1,1
NAV,"drill, hip hop, melodic rap, rap",5,5
P!nk,,2,0
AFROJACK,"art pop, big room, dance, edm, electronic, hyperpop, pop",2,2
Charli xcx,"art pop, big room, dance, edm, electronic, hyperpop, pop",4,3
Sean Paul,"dance, dancehall, edm, electronic, latin, reggaeton, traditional music",3,3
Anne-Marie,"afrobeat, afrobeats, afropop, afroswing, azonto, dance, dancehall, edm, electronic, hiplife, moombahton, pop, r&b, soft pop, traditional music",9,6
Childish Gambino,,4,0
Daryl Hall & John Oates,"rock, soft rock",2,0
MC's Jhowzinho & Kadinho,"brazilian funk, brega funk, funk, hip hop, pop, r&b",1,0
Trippie Redd,"electronic, emo rap, hip hop, melodic rap, moombahton, rap, trap",26,11
Shaggy,"dancehall, electronic, hip hop, lovers rock, r&b, ragga, reggae, riddim, rock, traditional music",1,1
Rik Rok,"dancehall, electronic, hip hop, lovers rock, r&b, ragga, reggae, riddim, rock, traditional music",1,1
CNCO,"latin, reggaeton, urbano latino",3,2
Little Mix,"latin, reggaeton",5,5
The Clash,"punk, rock",1,0
Sandro Cavazza,"edm, electronic, tropical house",3,3
Oh Wonder,"hip hop, melodic rap",1,1
Huncho Jack,"hip hop, rap",2,2
Mark Ronson,"electronic, moombahton, pop",4,4
Niall Horan,,2,0
Zac Efron,"classical, musicals",3,3
Zendaya,"classical, musicals",3,3
Major Lazer,"afrobeat, afrobeats, afropop, afroswing, azonto, dancehall, electronic, hiplife, moombahton, pop, r&b, traditional music",6,6
Nyla,"afrobeats, azonto, dancehall, electronic, hiplife, moombahton, r&b, traditional music",1,1
Fuse ODG,"afrobeats, azonto, dancehall, electronic, hiplife, moombahton, r&b, traditional music",1,1
Justin Timberlake,"country, neo soul, r&b",15,3
Stevie Wonder,"motown, r&b, soul",2,0
Keala Settle,"classical, musicals",3,3
The Greatest Showman Ensemble,"classical, musicals",4,4
Louis Tomlinson,,1,1
TOTO,"rock, soft rock",1,0
Yo Gotti,"hip hop, memphis rap, southern hip hop",2,2
6ix9ine,"german hip hop, hip hop, latin, melodic rap, pop urbaine, rap, reggaeton, trap, trap latino, urbano latino",29,21
Journey,"album rock, classic rock, rock",1,0
Wyclef Jean,"latin, latin pop, pop",1,1
KYLE,,3,3
Lil Yachty,"electronic, emo rap, hip hop, melodic rap, moombahton, rage rap, rap, southern hip hop",16,15
AC/DC,"classic rock, hard rock, rock, rock and roll",2,0
Hugh Jackman,"classical, musicals",6,6
DJ Snake,"latin, pop, reggaeton, trap latino, urbano latino",5,5
Loren Allred,,1,0
Ziv Zaifman,"classical, musicals",1,1
Michelle Williams,"classical, musicals",2,1
Kesha,,2,1
Harry Styles,,1,0
Troye Sivan,"art pop, edm, electronic, electronica, hyperpop, pop, progressive house",11,4
Matt Terry,,1,0
The Killers,"alternative rock, rock",1,0
OneRepublic,"electronic, pop, soft pop, tropical house",5,3
Abraham Mateo,"bachata, latin, reggaeton, trap latino",1,1
Farruko,"bachata, latin, latin pop, pop, reggaeton, trap latino",3,3
Christian Daniel,"bachata, latin, reggaeton, trap latino",1,1
A Boogie Wit da Hoodie,"emo rap, hip hop, melodic rap, pop",10,9
Oasis,"britpop, madchester, pop, rock",1,0
Sam Hunt,"country, pop country",1,0
Belinda,"colombian pop, latin, latin pop, pop, reggaeton",1,1
Snova,"colombian pop, latin, latin pop, pop, reggaeton",1,1
B-Case,"colombian pop, latin, latin pop, pop, reggaeton",1,1
Daniel Everidge,"classical, musicals",1,1
Fetty Wap,"hip hop, melodic rap",4,4
CVBZ,,1,1
Boyz II Men,"new jack swing, pop, quiet storm, r&b, soft pop",1,1
Lil Skies,"hip hop, melodic rap, rap, trap",7,6
Landon Cube,"hip hop, melodic rap",3,3
YBN Nahmir,"hip hop, memphis rap, southern hip hop",4,1
Austyn Johnson,"classical, musicals",1,1
Cameron Seely,"classical, musicals",1,1
Jax Jones,"norwegian pop, pop",1,1
Ina Wroldsen,"norwegian pop, pop",1,1
Nate Dogg,"g-funk, gangster rap, hip hop, rap, west coast hip hop",2,2
Lil Peep,"cloud rap, edm, electronic, emo rap, hip hop",14,3
Enrique Iglesias,"latin, latin pop, pop, reggaeton, trap latino, urbano latino",2,2
Jay Rock,"hip hop, rap, west coast hip hop",1,1
James Blake,"hip hop, rap, west coast hip hop",3,3
The Cranberries,,5,0
Lean Trap,,0,0
Jeon,"brazilian pop, funk, funk carioca, funk pop, hip hop, latin, pagode baiano, pop, r&b, reggaeton",2,2
Sfera Ebbasta,"hip hop, italian trap, latin, trap, trap latino",13,8
Rudimental,"afrobeat, afrobeats, afropop, afroswing, azonto, dancehall, electronic, hiplife, moombahton, pop, r&b, traditional music",2,2
Jess Glynne,,5,1
Dan Caplen,,1,1
Cashmere Cat,"electronic, moombahton",2,2
Tory Lanez,"electronic, hip hop, melodic rap, moombahton, rap, trap",8,7
DrefGold,"hip hop, italian trap, trap",3,3
Ramz,"afroswing, electronic, grime, traditional music",1,0
Carnage,,1,1
Jojo Maronttinni,"brazilian funk, funk, funk pop, hip hop, latin, pagode, pop, r&b",1,0
Bazzi,pop,7,1
Fall Out Boy,"emo, emo pop, pop, pop punk, rock",3,0
Almighty,"hip hop, latin, reggaeton, trap, trap latino, urbano latino",1,1
Chris Stapleton,country,2,2
Maren Morris,"country, edm, electronic",2,2
Grey,"country, edm, electronic",2,2
2 Chainz,"hip hop, hyphy, rap, southern hip hop, trap",10,10
Ghali,"hip hop, italian trap, trap",2,1
Dj Kass,,4,0
Rich The Kid,"hip hop, melodic rap, rap, trap, west coast hip hop",12,7
CHVRCHES,"pop, synthpop",1,0
Alicia Keys,"neo soul, r&b",1,1
Rich Brian,,1,1
Red Velvet,"k-pop, pop",1,0
Simone & Simaria,"arrocha, brazilian funk, brazilian pop, country, forró, funk, funk pop, hip hop, latin, piseiro, pop, r&b, sertanejo, sertanejo universitário",2,2
Rae Sremmurd,"crunk, hip hop, memphis rap, rap",11,11
John Legend,"jazz, neo soul, pop, r&b, soft pop, vocal jazz",4,2
ScHoolboy Q,"hip hop, rap, southern hip hop",2,2
Saudi,"hip hop, rap, southern hip hop",2,2
BlocBoy JB,"hip hop, memphis rap, rap",3,3
Vince Staples,,2,2
Yugen Blakrok,,2,2
SOB X RBE,"hip hop, hyphy",1,0
Jorja Smith,,1,0
PARTYNEXTDOOR,"edm, electronic, hip hop, r&b, rap",3,3
Ab-Soul,,2,2
Anderson .Paak,"hip hop, west coast hip hop",6,5
James Bay,,1,0
Babes Wodumo,"gqom, traditional music",2,2
Mozzy,"afro soul, afropop, pop, r&b",1,1
Sjava,"afro soul, afropop, pop, r&b",1,1
REASON,"afro soul, afropop, pop, r&b",1,1
MC Loma e As Gêmeas Lacração,"brazilian funk, brega funk, funk, funk pop, hip hop, pop, r&b",1,0
Adele,"pop, soft pop",1,0
Christina Perri,"pop, soft pop",1,0
Hozier,"r&b, soul",2,1
Ellie Goulding,"electronic, moombahton",3,2
Passenger,"folk pop, pop",1,0
The Goo Goo Dolls,,1,0
Lord Huron,,2,0
Normani,"afrobeat, afrobeats, afropiano, afropop, afroswing, azonto, dancehall, edm, electronic, pop, r&b, traditional music",2,2
Muse,"alternative rock, rock",2,0
Sofía Reyes,"latin, latin pop, pop, reggaeton, trap latino, urbano latino",1,1
De La Ghetto,"latin, latin pop, pop, reggaeton, trap latino, urbano latino",1,1
Reik,"latin, latin pop, pop, reggaeton, trap latino, urbano latino",2,2
Tom Walker,,1,0
London On Da Track,"hip hop, rap, southern hip hop, trap",1,1
Glades,,1,0
5 Seconds of Summer,,9,0
Brooks,"dance, edm, electronic, electronica, future house, progressive house",2,2
Janelle Monáe,"alternative r&b, r&b",1,0
Mau y Ricky,"bachata, colombian pop, latin, latin pop, pop, reggaeton, urbano latino",3,3
KAROL G,"bachata, latin, latin pop, pop, reggaeton, trap latino, urbano latino",6,4
Leslie Grace,"bachata, dembow, hip hop, latin, latin pop, pop, reggaeton, trap, trap latino, urbano latino",2,2
Lali,"bachata, latin, latin pop, pop, reggaeton, urbano latino",1,1
Jason Mraz,"acoustic pop, pop, soft pop",1,0
JAY-Z,"east coast hip hop, hip hop, rap, southern hip hop",3,3
Slim Jxmmi,"crunk, hip hop, memphis rap, rap",11,11
Juicy J,"crunk, edm, electronic, hip hop, memphis rap, pop, rap, soft pop",4,4
Kiiara,"big room, edm, electro house, electronic, progressive house",2,2
j-hope,"hip hop, k-pop, k-rap, pop",1,0
Meghan Trainor,"christmas, country, jazz",4,2
Wiz Khalifa,"hip hop, melodic rap, rap, southern hip hop, trap",7,4
Young Sinatra,,1,1
Ugly God,,1,1
Olly Alexander (Years & Years),,4,0
PnB Rock,"emo rap, hip hop, melodic rap",2,2
YoungBoy Never Broke Again,"hip hop, melodic rap",2,2
K$upreme,"hip hop, rap, southern hip hop",1,1
Tee Grizzley,,2,2
HRVY,,1,0
Dennis Lloyd,,1,0
DJ A1,,0,0
King Princess,,1,0
Thomas Rhett,"acoustic country, country, pop country",1,0
Lil Dicky,r&b,1,1
Chris Brown,r&b,1,1
Joey Bada$$,"emo rap, hip hop, rap",1,1
Rio Santana,"christian hip hop, emo rap, hip hop",1,1
Judah,"christian hip hop, emo rap, hip hop",1,1
Andrez Babii,"christian hip hop, emo rap, hip hop",1,1
Matt OX,"emo rap, hip hop, rage rap",1,1
Travis Barker,"emo rap, hip hop, rap, rap rock, rock",2,2
Kehlani,"pop, soft pop",6,6
Sabrina Carpenter,"electronic, tropical house",1,1
Zion & Lennox,"latin, reggaeton",3,2
KHEA,"argentine trap, hip hop, latin, reggaeton, trap, trap latino, turreo, urbano latino",1,1
Duki,"argentine trap, hip hop, latin, reggaeton, trap, trap latino, turreo, urbano latino",1,1
Cazzu,"argentine trap, hip hop, latin, reggaeton, trap, trap latino, turreo, urbano latino",2,2
N.E.R.D,"hip hop, rap",1,1
Paulo Londra,"argentine trap, colombian pop, hip hop, latin, pop, pop urbano, reggaeton, trap latino, urbano latino",5,3
Panic! At The Disco,"emo, rock",15,0
Diplo,"cloud rap, electronic, hip hop, latin, melodic rap, moombahton, pop, reggaeton, trap latino, urbano latino",13,13
George Ezra,,3,0
Santigold,"electronic, moombahton",1,1
Calum Scott,"pop, soft pop",1,0
Madison Beer,"k-pop, pop",3,2
Dan + Shay,country,1,0
Gesaffelstein,,2,2
Tyler,,1,1
The Creator,,1,1
Boef,,1,0
Hayley Kiyoko,,1,1
Ricky Martin,"latin, latin pop, pop, reggaeton, urbano latino",1,1
Zé Neto & Cristiano,"agronejo, arrocha, country, latin, sertanejo, sertanejo universitário",3,0
AJR,,1,1
Rivers Cuomo,,1,1
Moby,"downtempo, electronic, hip hop, pop, rap, southern hip hop, trip hop",2,2
YG,"hip hop, hyphy, rap, southern hip hop",6,6
Poo Bear,"alternative hip hop, hip hop",1,1
Jay Electronica,"alternative hip hop, hip hop",1,1
Thirty Seconds To Mars,"modern rock, rock",1,1
Bomba Estéreo,"latin, latin alternative, reggaeton",1,1
Tainy,"latin, latin alternative, reggaeton",1,1
NOTD,,2,2
Bea Miller,,2,2
Florence + The Machine,"baroque pop, pop",7,0
Nio Garcia,"dembow, latin, reggaeton, trap latino, urbano latino",1,1
Casper Magico,"dembow, latin, reggaeton, trap latino, urbano latino",1,1
Darell,"dembow, hip hop, latin, reggaeton, trap, trap latino, urbano latino",5,5
Jorge & Mateus,"agronejo, arrocha, country, latin, sertanejo, sertanejo universitário",1,0
Sigala,,2,2
Paloma Faith,,1,1
MC Kekel,"brazilian funk, funk, funk pop, hip hop, pop, r&b",2,2
MC Rita,"brazilian funk, funk, hip hop, r&b",1,1
Noriel,"bachata, dembow, hip hop, latin, reggaeton, trap, trap latino",1,1
Cosculluela,"hip hop, latin, latin hip hop, reggaeton, trap latino, urbano latino",1,1
Luis Figueroa,"colombian pop, dembow, hip hop, latin, pop, reggaeton, salsa, salsa romantica, trap, trap latino",2,2
Lary Over,"colombian pop, dembow, hip hop, latin, pop, reggaeton, salsa, salsa romantica, trap, trap latino",2,2
J. Cole,"hip hop, rap",16,4
Ariana Grande,"christmas, hip hop, jazz, pop",31,13
kiLL edward,"hip hop, rap",2,2
Drew Love,,1,1
6LACK,"hip hop, rap",6,4
Billie Eilish,,10,2
Capo Plaza,"hip hop, italian trap, trap",2,2
Seeb,"norwegian pop, pop",1,1
Dagny,"norwegian pop, pop",1,1
Billy Raffoul,"edm, electronic",1,1
Nicky Romero,"big room, edm, electro house, electronic, progressive house",2,2
Tim Berg,"edm, electronic",1,1
Leona Lewis,"edm, electronic",2,1
Banx & Ranx,"afroswing, electronic, grime, traditional music",1,1
Ella Eyre,"afroswing, electronic, grime, traditional music",2,2
Yxng Bane,"afroswing, electronic, grime, traditional music",1,1
Mason Ramsey,country,1,0
Capital Bra,"german hip hop, hip hop, turkish hip hop",12,7
Ufo361,"german hip hop, hip hop, turkish hip hop",2,2
Gzuz,"german hip hop, hip hop, turkish hip hop",6,6
Bonez MC,"german hip hop, hip hop",12,12
MC MM,"brazilian funk, brega funk, funk, hip hop, pop, r&b",1,1
DJ RD,"brazilian funk, brega funk, funk, hip hop, pop, r&b",1,1
MC WM,"brazilian funk, brega funk, funk, hip hop, pop, r&b",1,0
Kanye West,"east coast hip hop, emo rap, hip hop, melodic rap, r&b, rap, rap rock, rock",17,10
Lenny Tavárez,"argentine trap, hip hop, latin, reggaeton, trap, trap latino, turreo, urbano latino",2,2
Charlie Charles,"hip hop, italian trap, trap",1,1
Labrinth,"electronic, hip hop, moombahton, rap",6,6
LSD,"electronic, moombahton",5,5
Christina Aguilera,"hip hop, rap, southern hip hop",4,2
J-AX,,1,1
Fedez,,2,1
Pitbull,"latin, latin pop, pop",1,1
Alvaro Soler,"latin pop, pop",4,1
Arctic Monkeys,"garage rock, indie, rock",12,0
John Mayer,"folk/acoustic, singer-songwriter",2,0
Playboi Carti,"hip hop, melodic rap, r&b, rage rap, rap",6,5
Bastille,"edm, electronic",2,1
Dark Polo Gang,"hip hop, italian trap, trap",1,0
Pi’erre Bourne,"hip hop, melodic rap, rage rap",1,1
Juice WRLD,"cloud rap, emo rap, hip hop, melodic rap, rap, trap",34,21
Netta,,1,0
Eleni Foureira,laïko,1,0
MIKOLAS,,1,0
Michael Schulte,,1,0
Kane Brown,"country, pop country",1,0
Benjamin Ingrosso,,1,0
Lil Baby,"drill, hip hop, melodic rap, rap, southern hip hop, trap",27,20
Luis Miguel,"bolero, latin, latin pop, mariachi, pop",1,0
Tiësto,"big room, dance, edm, electronic, house, trance",1,1
